Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,var,ND_vs_CD_vs_ED_vs_MD,2.5972,0.09016678297163909,기각하지 못함 (차이 없음),0.3135,0.1127,0.0513,0.6352
AU02_r,var,ND_vs_CD_vs_ED_vs_MD,1.5868,0.2325390430444732,기각하지 못함 (차이 없음),0.2244,0.0956,0.0444,0.1851
AU04_r,var,ND_vs_CD_vs_ED_vs_MD,0.7458,0.5449272765380695,기각하지 못함 (차이 없음),0.0737,0.0568,0.1823,0.1222
AU05_r,var,ND_vs_CD_vs_ED_vs_MD,0.7825,0.5273142247451744,기각하지 못함 (차이 없음),0.0169,0.0433,0.026,0.0283
AU06_r,var,ND_vs_CD_vs_ED_vs_MD,2.2385,0.13592143632509884,기각하지 못함 (차이 없음),0.0629,0.1278,0.119,0.1005
AU07_r,var,ND_vs_CD_vs_ED_vs_MD,0.1466,0.9300513920785772,기각하지 못함 (차이 없음),0.15,0.1925,0.1826,0.1617
AU09_r,var,ND_vs_CD_vs_ED_vs_MD,2.2408,0.13870741151876198,기각하지 못함 (차이 없음),0.0216,0.0581,0.1133,0.0316
AU10_r,var,ND_vs_CD_vs_ED_vs_MD,0.3058,0.8207695341976461,기각하지 못함 (차이 없음),0.117,0.1396,0.1868,0.1342
AU12_r,var,ND_vs_CD_vs_ED_vs_MD,3.5395,0.051392258055815467,기각하지 못함 (차이 없음),0.0246,0.1007,0.107,0.1358
AU14_r,var,ND_vs_CD_vs_ED_vs_MD,0.8208,0.5050580838563219,기각하지 못함 (차이 없음),0.1231,0.1342,0.2069,0.1801
AU15_r,var,ND_vs_CD_vs_ED_vs_MD,0.6011,0.626247631544969,기각하지 못함 (차이 없음),0.0387,0.0685,0.0601,0.0517
AU17_r,var,ND_vs_CD_vs_ED_vs_MD,1.3855,0.29180514440454397,기각하지 못함 (차이 없음),0.0842,0.081,0.1607,0.1014
AU20_r,var,ND_vs_CD_vs_ED_vs_MD,0.3471,0.7918038308906313,기각하지 못함 (차이 없음),0.0287,0.0274,0.023,0.0362
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,1.0877,0.3909642887921344,기각하지 못함 (차이 없음),0.0487,0.1045,0.0884,0.0752
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,2.2996,0.12661523566593966,기각하지 못함 (차이 없음),0.1546,0.4562,0.263,0.3736
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,2.7365,0.08675395871853525,기각하지 못함 (차이 없음),0.141,0.1708,0.1796,0.3033
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,1.235,0.33970583419813843,기각하지 못함 (차이 없음),0.0963,0.1539,0.2276,0.2108
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,0.3391,0.7974163462697658,기각하지 못함 (차이 없음),4516436595227.965,32.5782,40.3425,36.5404
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,1.5303,0.25936203423859333,기각하지 못함 (차이 없음),2540543163686.231,67.4907,83.9858,25.6329
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,0.9817,0.4335928077299601,기각하지 못함 (차이 없음),11026297545186.295,24.8997,32.586,16.2353
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,0.9168,0.46015693910207245,기각하지 못함 (차이 없음),0.0103,0.0048,0.0055,0.003
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,0.5905,0.6302185326997808,기각하지 못함 (차이 없음),0.0104,0.002,0.0011,0.0012
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,1.5003,0.2600940600083528,기각하지 못함 (차이 없음),0.0042,0.002,0.001,0.0008
Speed,var,ND_vs_CD_vs_ED_vs_MD,7.5771,0.002405862440930079,기각 (차이 있음),164.9228,31.0758,25.5358,99.6434
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,0.1662,0.9171598761000387,기각하지 못함 (차이 없음),15.6565,13.2732,17.7307,17.9263
Brake,var,ND_vs_CD_vs_ED_vs_MD,1.134,0.37081392474133656,기각하지 못함 (차이 없음),2850.1873,1128.3875,2829.1611,1971.8255
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.6431,0.24081098855608205,기각하지 못함 (차이 없음),0.0006,0.0047,0.0028,0.0025
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,8.078,0.0033579426407690247,기각 (차이 있음),0.064,0.032,0.0341,0.0339
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,0.8719,0.4759955377416526,기각하지 못함 (차이 없음),0.0033,0.0024,0.0015,0.0016
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,0.7388,0.5474265737865318,기각하지 못함 (차이 없음),0.0039,0.0043,0.0038,0.0031
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,0.5741,0.6400894743454584,기각하지 못함 (차이 없음),0.0248,0.0013,0.0008,0.001
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,0.2856,0.8349543407422696,기각하지 못함 (차이 없음),0.0028,0.0027,0.0025,0.0019
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,0.2,0.8947743909519593,기각하지 못함 (차이 없음),0.0037,0.0044,0.0038,0.0043
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,0.675,0.5799250516889833,기각하지 못함 (차이 없음),0.0253,0.0014,0.0008,0.0011
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,0.5632,0.6481819150316153,기각하지 못함 (차이 없음),0.0029,0.0018,0.0013,0.0011
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,0.2544,0.8569748951005447,기각하지 못함 (차이 없음),0.0039,0.0043,0.0039,0.0034
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,0.4813,0.7008576467233665,기각하지 못함 (차이 없음),1328.9388,1208.2259,2163.3351,1642.2433
gaze_amp,var,ND_vs_CD_vs_ED_vs_MD,0.5023,0.6871594115790522,기각하지 못함 (차이 없음),1.7463,1.6683,2.862,2.2467
gaze_acc,var,ND_vs_CD_vs_ED_vs_MD,0.6578,0.5920880252629432,기각하지 못함 (차이 없음),1222523.9488,1129604.5193,2058472.2125,1521764.3918
