A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature
CD_ED,MD,0.45710139323005144,0.2818525842213807,0.17524880900867074,0.14571644511904547,1.2026700820590175,15.783974965137437,0.46885352614528597,0.45309919290182044,AU01_r
CD_ED,ND,0.45710139323005144,0.15567870563303496,0.3014226875970165,0.1306026810808753,2.3079364458862943,11.264786431796194,0.09559680058071007,0.970563654967099,AU01_r
MD,ND,0.2818525842213807,0.15567870563303496,0.12617387858834575,0.0676864668304391,1.8640931414609523,7.654601641952144,0.21316271243125673,1.0388962316247758,AU01_r
CD_ED,MD,0.6784776537531321,0.6579968939041819,0.020480759848950147,0.18476270201217632,0.11084899509426105,17.90492971626729,0.9932511797293164,0.043926433267304235,AU25_r
CD_ED,ND,0.6784776537531321,0.26179955463845916,0.4166780991146729,0.150354768511347,2.771299528709174,11.531579885348883,0.0428540385560251,1.1614549296057082,AU25_r
MD,ND,0.6579968939041819,0.26179955463845916,0.39619733926572276,0.11222828472744917,3.530280626028489,7.623917780240457,0.020214004460961554,1.9722594323742721,AU25_r
CD_ED,MD,0.4623887893283136,0.4802286258060017,-0.017839836477688054,0.10035278501889705,-0.17777121456398745,17.8537284406857,0.982745435419885,-0.07256569073692873,AU26_r
CD_ED,ND,0.4623887893283136,0.2700067979127026,0.19238199141561102,0.0792445812618911,2.4276990092208104,13.201536849463052,0.07261183028331186,0.9980977163176571,AU26_r
MD,ND,0.4802286258060017,0.2700067979127026,0.21022182789329907,0.07021765801708713,2.9938598613206753,8.872988882029507,0.03699735206197419,1.5393447365275068,AU26_r
CD_ED,MD,0.11851368063301794,-0.04267650612807895,0.1611901867610969,0.07576526016377547,2.1274946646083635,16.1352725834118,0.11539189942171568,0.9120069438734832,pose_Rx
CD_ED,ND,0.11851368063301794,-0.06667567975036374,0.18518936038338168,0.06009312542967975,3.081706252740807,19.35783530912203,0.01591176170611619,1.2010030913169152,pose_Rx
MD,ND,-0.04267650612807895,-0.06667567975036374,0.023999173622284792,0.06510154504942478,0.368642151335498,11.759974476477922,0.9282760359052036,0.16766100929373157,pose_Rx
CD_ED,MD,5.4353846523078,23.576281079059292,-18.140896426751492,8.994972725040228,-2.0167817047683556,7.6981585417122025,0.17243437686487273,-1.0616433574348476,Brake
CD_ED,ND,5.4353846523078,20.824769852607883,-15.389385200300083,6.328158930916092,-2.4318898068623964,16.86650005735258,0.0649293746546078,-0.8284487805789561,Brake
MD,ND,23.576281079059292,20.824769852607883,2.7515112264514094,10.645317150421993,0.25847151264463136,13.621036457723356,0.9639385018355499,0.11129002575266497,Brake
CD_ED,MD,-0.08704829402484972,0.012855584871617386,-0.0999038788964671,0.03471723829482286,-2.877644761028272,17.33759927185342,0.026453542207036662,-1.1983942401639585,LaneOffset
CD_ED,ND,-0.08704829402484972,-0.054150048848901046,-0.03289824517594867,0.038788606990551505,-0.8481419604463325,24.92745337496803,0.6771849558684959,-0.30842309725101497,LaneOffset
MD,ND,0.012855584871617386,-0.054150048848901046,0.06700563372051843,0.03829377969022179,1.7497785348576633,20.612606873639603,0.2112470413822578,0.6337648963548729,LaneOffset
CD_ED,MD,0.2711040941424234,0.12261370255380007,0.14849039158862337,0.0644216885366518,2.304975156063193,15.764096040704269,0.08440464121385316,0.9956421682869306,gaze_0_y
CD_ED,ND,0.2711040941424234,0.1262013131965594,0.14490278094586403,0.04968072725003739,2.9166799474690657,19.003075694207507,0.02296702625226532,1.139813380817199,gaze_0_y
MD,ND,0.12261370255380007,0.1262013131965594,-0.003587610642759323,0.05540602356931852,-0.06475127453012144,11.20802692843275,0.9976915973466469,-0.030012364340728074,gaze_0_y
CD_ED,MD,0.2833912527752354,0.1319657992991389,0.1514254534760965,0.06338312094114297,2.3890501323957984,16.808568750082376,0.07052895241783086,1.0089103629644587,gaze_1_y
CD_ED,ND,0.2833912527752354,0.1391702498904576,0.14422100288477782,0.05716137756059754,2.523049811595027,22.861901221886942,0.04818355903803895,0.955702353068115,gaze_1_y
MD,ND,0.1319657992991389,0.1391702498904576,-0.00720445059131869,0.05845944553791383,-0.12323843520969162,15.62761953435072,0.9916662809363513,-0.050518246631152744,gaze_1_y
CD_ED,MD,0.2877879905679408,0.13095717373407365,0.15683081683386715,0.06664396580848624,2.3532635690461388,16.519786733893447,0.07592199625965579,1.0004455294492092,gaze_angle_y
CD_ED,ND,0.2877879905679408,0.1363282810662918,0.151459709501649,0.05573819209527829,2.717341625339145,20.73803099150578,0.03334614362631205,1.0477228972714687,gaze_angle_y
MD,ND,0.13095717373407365,0.1363282810662918,-0.005371107332218156,0.05844656823933192,-0.09189773658265261,13.209444953431172,0.9953564711407484,-0.04001166445898438,gaze_angle_y
