Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,400.2882,0.0,19.2,0.006629307,-2.7680648e-10,23.4445037841797,0.215148925780994,-0.370707929,-0.099998713,1.924998713,0.0,0.0,0.0,0.0,0.0
2,4,0,0,401.4936,0.0,19.1,0.006310123,2.94818450496716,26.5314178466797,0.141906738280994,-0.334265441,-0.102314711,1.925349188,0.02429119,842.877,844.4209,0.0,0.0
3,4,0,0,402.2203,0.0,19.1,0.006084575,9.09498558541522,34.4611053466797,2.48565673828099,-0.008796459,-0.126153231,1.933200312,0.549798702,0.0,0.0,0.0,0.0
4,4,0,0,402.9496,0.0,19.0,0.005891583,9.15237193485864,28.2306365966797,0.434875488280994,-0.063460171,-0.162795305,1.959758234,2.724353324,0.0,0.0,0.0,0.0
5,4,0,0,404.171,0.0,19.0,0.005769196,3.02307858585476,18.5167694091797,0.434875488280994,0.125663698,-0.183593035,1.9891891,4.774879655,0.0,0.0,0.0,0.0
6,4,0,0,405.6466,0.0,19.2,0.005668004,10.573266908076,20.0460662841797,0.361633300780994,0.091106184,-0.197213411,2.008297873,6.128875971,0.0,0.0,0.0,0.0
7,4,0,0,407.133,0.0,19.2,0.005601092,13.7864545171185,17.8370819091797,0.361633300780994,0.010681415,-0.213805914,2.016330194,6.964442142,743.3208,931.776,0.0,0.0
8,4,0,0,408.6303,0.0,19.1,0.005537595,13.7486452721769,26.2198944091797,0.361633300780994,0.076026544,-0.233478308,2.034444761,9.733235494,986.6346,631.0649,0.0,0.0
9,4,0,0,409.8865,0.0,19.1,0.005492777,10.3624102639522,2.74235486984253,0.361633300780994,-0.017592918,-0.244765997,2.045865488,12.66975382,1116.9953,905.9428,0.0,0.0
10,4,0,0,410.897,0.0,19.0,0.005456731,0.09222049925936,25.0587615966797,0.361633300780994,-0.00439823,-0.249538183,2.061092329,16.10858995,0.0,0.0,0.0,0.0
