Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,54.827,100.0,21.7,0.006140246,0.73947654909578,0.0,15.24353027,0.079764648,-0.095072508,1.920072508,0.170699768,696.797729,663.501282,0.005157,0.005138
2,4,0,0,55.0521,102.0,21.7,0.006193461,7.3746260734039,12.62329102,0.0,0.088968262,-0.090337038,1.915337038,0.340821251,686.423523,706.012512,0.005336,0.005546
3,4,0,0,54.6036,101.0,21.6,0.006264798,15.3620854681619,12.27172852,0.0,-0.000959,-0.058816671,1.883816671,1.639191975,705.429382,699.630676,0.00511,0.005173
4,4,0,0,54.827,102.0,21.6,0.00633032,20.1659190867622,11.52191162,0.0,-0.008628387,-0.025650263,1.850650263,4.012947387,0.0,0.0,0.0,0.0
5,4,0,0,52.9849,104.0,21.2,0.006397222,20.5571077979222,0.0,263.2415771,-0.030870453,0.000932,1.824067545,7.76783818,704.866394,686.717896,0.005326,0.005485
6,4,0,0,53.8361,104.0,21.2,0.006440181,20.1518391964098,0.0,262.9486084,-0.019365936,0.008967161,1.816032839,11.71889746,683.882629,730.939697,0.005259,0.005481
7,4,0,0,55.1654,102.0,20.6,0.006472219,19.6903452925316,0.0,262.9486084,-0.010162323,-0.000304,1.825303507,16.30736728,687.903992,713.242981,0.005339,0.005258
8,4,0,0,55.7389,102.0,20.6,0.00648923,17.2515118989544,0.0,262.802124,-0.010162323,-0.014158964,1.839158964,20.2595592,692.2995,720.321472,0.005077,0.00512
9,4,0,0,56.443,101.0,20.1,0.006489027,7.15972949985942,0.0,262.802124,-0.000959,-0.02889657,1.85389657,24.70404794,655.15387,823.039612,0.004795,0.004806
10,4,0,0,56.562,101.0,20.1,0.006467213,0.08436500816344,0.0,262.802124,-0.000959,-0.031874418,1.856874418,28.5303831,698.79657,640.341614,0.005154,0.005241
11,4,0,0,56.8017,104.0,19.3,0.006428789,0.724258039428,0.0,262.802124,0.0,-0.032201052,1.857201052,32.52605644,552.3797,767.98822,0.004707,0.004856
12,4,0,0,56.562,105.0,19.3,0.006391244,-0.03305203912024,0.0,262.802124,0.0,-0.032693148,1.857693148,34.82190315,692.214783,602.925476,0.004948,0.004965
13,4,0,0,56.9223,103.0,18.8,0.006343692,0.00361016322038,0.0,262.802124,0.0,-0.032702208,1.857702208,35.82543134,703.315613,819.27063,0.005186,0.005211
14,4,0,0,57.0434,104.0,18.8,0.006305001,0.47661563105706,0.0,127.0111084,0.030678711,-0.032799006,1.857799006,35.8575836,695.680298,645.445618,0.00513,0.005104
15,4,0,0,56.2063,104.0,18.2,0.006279556,10.1330248603239,8.399047852,0.0,0.04141626,-0.035428762,1.860428762,35.96743496,700.741272,685.638916,0.005273,0.005375
16,4,0,0,56.9223,102.0,18.2,0.006270809,18.9176842604616,39.190979,0.0,0.023009033,-0.037401438,1.862401438,36.06149619,692.111511,719.580017,0.005275,0.00526
17,4,0,0,57.0434,101.0,17.6,0.00625754,29.7246706857198,39.23492432,0.0,-0.000959,-0.031735659,1.856735659,36.06160635,695.075623,719.184509,0.005035,0.005114
