Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,64.4288,75.0,14.5,,-0.01769078904116,0.0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87e-05,659.180481,683.49939,0.004249,0.0
2,4,0,0,62.2208,77.0,14.5,,0.42030121792612,0.0,264.2669678,-0.016298065,-0.10002017,1.92502017,0.000432657,573.319275,602.055725,0.003537,0.003466
3,4,0,0,64.9258,77.0,14.5,,0.79590271962434,0.0,135.3607178,-0.019365936,-0.100193262,1.925193262,0.069762852,591.41272,627.371826,0.003868,0.003639
4,4,0,0,66.7512,79.0,14.5,,0.79585074277036,0.0,84.09118652,-0.013997162,-0.100361586,1.925361586,0.223134393,593.131104,604.170776,0.003648,0.003505
5,4,0,0,67.7525,79.0,14.6,,0.79717465827466,0.0,25.0579834,-0.020132904,-0.100552797,1.925552797,0.394077359,594.592529,602.848511,0.003823,0.003711
6,4,0,0,68.6314,80.0,14.6,,1.11455529210048,9.060974121,0.0,-0.020132904,-0.100780725,1.925780725,0.543413651,596.495728,625.661804,0.003846,0.003605
7,4,0,0,69.429,79.0,14.3,,9.58429585454496,4.70489502,0.0,-0.020132904,-0.103253603,1.928253603,0.714102767,583.537415,651.313721,0.003531,0.003369
8,4,0,0,68.9379,78.0,14.3,,9.695349336505,3.65020752,0.0,-0.020132904,-0.109217882,1.934217882,0.87410041,588.037109,644.084595,0.0037,0.003511
9,4,0,0,69.4811,78.0,14.1,,13.888196312777,5.58380127,0.0,-0.020132904,-0.122973204,1.947973204,1.872024569,597.968689,790.407104,0.003573,0.00339
10,4,0,0,70.4325,76.0,14.1,,15.245239356774,0.0,0.0,-0.017832001,-0.142623186,1.967623186,3.717362873,587.157104,624.4151,0.00368,0.003515
11,4,0,0,70.5936,73.0,13.9,,14.8693432895289,0.0,262.6556396,-0.007094452,-0.174547434,1.999547434,5.913409575,592.085083,624.186096,0.003704,0.003572
12,4,0,0,64.903,72.0,13.9,,14.5073376579127,0.0,262.2161865,-0.013997162,-0.203909159,2.028909159,8.472921869,594.584473,598.234924,0.003787,0.003547
13,4,0,0,65.5231,73.0,13.1,,14.0903193262152,0.0,262.2161865,-0.013997162,-0.245042086,2.070042086,11.73897,579.09259,674.953308,0.003642,0.003479
14,4,0,0,67.8518,71.0,13.1,,10.2668274414418,0.0,261.9232178,-0.013997162,-0.280126333,2.105126333,14.69120939,589.42627,638.565979,0.003712,0.003563
