Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,57.222,100.0,14.5,,2.011675e-05,0.0,193.3685303,0.021475098,-0.099995852,1.924995852,3.81e-06,,,,
2,4,0,0,57.9562,99.0,14.5,,0.10390702261594,0.0,211.3861084,0.026843872,-0.09994626,1.92494626,7.25e-06,,,,
3,4,0,0,58.691,98.0,14.5,,0.80324188938674,0.0,6.307983398,0.037581421,-0.099801302,1.924801302,0.015727215,,,,
4,4,0,0,59.3113,98.0,14.5,,7.79204915572072,13.06274414,0.0,0.067493164,-0.097132921,1.922132921,0.13814627,,,,
5,4,0,0,59.8093,96.0,14.9,,16.432767721759,14.29321289,0.0,0.003834839,-0.075231314,1.900231314,0.548175581,,,,
6,4,0,0,60.2765,95.0,14.9,,21.7877075408764,13.01879883,0.0,-0.010929291,-0.051506758,1.876506758,2.26812715,,,,
7,4,0,0,60.7511,96.0,15.5,,22.3477339138972,0.0,264.1204834,0.001533936,-0.03618741,1.86118741,5.764104314,,,,
8,4,0,0,60.7711,97.0,15.5,,21.9155367733404,0.0,255.1849365,-0.030103485,-0.025620222,1.850620222,9.436187108,,,,
9,4,0,0,60.6914,98.0,16.0,,21.4116594360628,0.0,203.7689209,0.001533936,-0.02344203,1.84844203,14.64195622,,,,
10,4,0,0,61.2535,98.0,16.0,,10.6157618349412,0.0,189.2669678,0.018407227,-0.020039797,1.845039797,18.97945764,,,,
11,4,0,0,61.7642,97.0,16.5,,0.61910343713198,0.0,206.552124,0.014572388,-0.01820302,1.84320302,23.85901456,,,,
12,4,0,0,62.1373,97.0,16.5,,0.73844582959004,0.0,213.2904053,0.016106323,-0.017936468,1.842936468,28.06133954,,,,
13,4,0,0,62.3675,97.0,17.3,,0.7436295362608,0.0,208.4564209,0.016106323,-0.017558336,1.842558336,32.34427183,,,,
14,4,0,0,62.833,97.0,17.3,,0.50322603898894,0.0,197.6165771,0.016106323,-0.017179728,1.842179728,34.02837368,,,,
15,4,0,0,62.9398,98.0,17.3,,0.00585410460654,0.0,197.177124,0.016106323,-0.017142057,1.842142057,34.21774706,,,,
16,4,0,0,61.1726,99.0,17.3,,0.57424131435798,0.0,200.5462646,0.023776001,-0.017039537,1.842039537,34.37293277,,,,
17,4,0,0,61.0918,97.0,17.7,,0.79381714373154,0.0,235.5560303,0.023776001,-0.016500235,1.841500235,34.54391837,,,,
18,4,0,0,61.8467,94.0,17.7,,0.7977309202083,0.0,0.0,0.039882324,-0.015911341,1.840911341,34.69345343,,,,
19,4,0,0,62.2208,93.0,18.0,,9.17409712845626,14.29321289,0.0,0.038348389,-0.01149106,1.83649106,34.80175322,,,,
