Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,1515.422,71.0,16.8,0.005776021,3.2508668e-10,0.0,0.0,-0.182212368,-0.099999189,1.924999189,0.0,1048.0262,411.2558,0.0,0.0
2,4,0,0,1516.4695,72.0,16.6,0.005524105,3.3313338e-10,0.0,0.0,-0.182212368,-0.099999189,1.924999189,0.0,916.3343,736.9232,0.0,0.0
3,4,0,0,1518.5688,72.0,16.6,0.005344624,-9.6399466e-10,0.0,0.0,-0.180327415,-0.099999189,1.924999189,0.0,867.2421,892.0256,0.0,0.0
4,4,0,0,1519.6206,72.0,16.5,0.005189312,6.6626676e-09,0.0,0.0,-0.165876091,-0.099999189,1.924999189,3e-11,906.7883,768.8559,0.0,0.0
5,4,0,0,1521.7286,73.0,16.5,0.005088573,0.00725555489336,0.0,0.0,-0.157707945,-0.099999189,1.924999189,0.0,935.2834,686.399,0.0,0.0
6,4,0,0,1524.9016,73.0,16.3,0.005001318,1.11424277597522,0.0,0.0,-0.11121238,-0.100793123,1.924999189,-5.5e-10,943.6742,684.8395,0.0,0.0
7,4,0,0,1524.9016,72.0,16.3,0.004941002,3.42714338334442,0.0,0.0,-0.091106184,-0.103366613,1.925459337,0.078124129,886.5097,922.8255,0.0,0.0
8,4,0,0,1521.7286,73.0,15.9,0.004884261,6.7451625776142,0.0,0.0,-0.052778754,-0.113420248,1.927245092,0.405027721,889.7621,684.0588,0.0,0.0
9,4,0,0,1525.9623,74.0,15.9,0.004841432,8.2230606665314,0.0,0.0,-0.028274333,-0.127864599,1.932178926,1.254512919,0.0,0.0,0.0,0.0
10,4,0,0,1527.0244,73.0,16.1,0.00479271,9.25223843420744,0.0,0.0,0.010053096,-0.148607016,1.943558168,2.874016165,0.0,0.0,0.0,0.0
11,4,0,0,1529.153,74.0,16.1,0.004749607,9.94119736618142,0.0,0.0,0.111840695,-0.162175894,1.957188559,4.638904238,0.0,0.0,0.0,0.0
12,4,0,0,1532.3571,74.0,16.3,0.004710463,10.3224114797538,0.0,0.0,0.077283181,-0.160393,1.975571108,6.938824339,0.0,0.0,0.0,0.0
13,4,0,0,1536.6502,73.0,16.3,0.004689574,10.2586393303453,0.0,0.0,0.063460171,-0.14771533,1.986805868,8.982032918,882.4369,803.3526,0.0,0.0
14,4,0,0,1538.8058,74.0,16.5,0.004674183,10.2001663641899,0.0,0.0,0.032672562,-0.122300863,1.986887407,11.6174086,0.0,0.0,0.0,0.0
15,4,0,0,1536.6502,75.0,16.5,0.004659078,10.1594869434347,0.0,0.0,0.003769911,-0.096135855,1.978748274,13.81345607,909.1916,749.4774,0.0,0.0
16,4,0,0,1538.8058,74.0,16.9,0.004633158,6.19161903810444,0.0,0.0,-0.02136283,-0.069125891,1.960407209,16.47203151,911.8053,723.7617,0.0,0.0
17,4,0,0,1538.8058,75.0,16.9,0.004602962,0.46961916541964,10.0206756591797,0.0,0.00439823,-0.063478708,1.939997625,18.64586631,881.763,791.7372,0.0,0.0
18,4,0,0,1540.9674,75.0,17.6,0.004564706,1.66639285396192,18.6017303466797,0.0,0.054035392,-0.060190439,1.913630438,21.28222709,901.8796,419.3419,0.0,0.0
19,4,0,0,1545.3089,75.0,17.6,0.004531443,2.16445655509662,20.6691131591797,0.0,0.018849555,-0.05446744,1.894685221,23.26331384,887.6241,786.1373,0.0,0.0
20,4,0,0,1546.3981,74.0,17.9,0.004495863,2.96379258756874,20.3009490966797,0.0,0.005654867,-0.046448469,1.888514948,23.97986623,0.0,0.0,0.0,0.0
21,4,0,0,1545.3089,73.0,17.9,0.004468055,3.73159681337416,23.9542694091797,0.0,0.001256637,-0.037117243,1.886547518,24.17041869,0.0,0.0,0.0,0.0
22,4,0,0,1547.4889,73.0,18.5,0.004442402,3.52625843356702,22.7081756591797,0.0,-0.007539822,-0.024330378,1.881599855,24.59742189,892.0478,771.7597,0.0,0.0
23,4,0,0,1548.5812,73.0,18.5,0.004430913,-0.06946940451996,24.0392303466797,0.0,-0.027017696,-0.021453619,1.876222563,25.08643709,0.0,0.0,0.0,0.0
24,4,0,0,1546.3981,74.0,19.7,0.0044362,0.41387593441348,23.5577850341797,0.0,0.009424778,-0.021097422,1.868712854,25.79066283,0.0,0.0,0.0,0.0
25,4,0,0,1548.5812,74.0,19.7,0.004455208,2.57671581574772,21.4337615966797,0.0,0.017592918,-0.018310308,1.860255671,26.57228136,905.0878,735.0181,0.0,0.0
26,4,0,0,1549.675,73.0,20.4,0.004484667,12.5602165184767,22.4249725341797,0.0,0.044610616,0.007907629,1.849330378,27.59669876,890.1552,776.4457,0.0,0.0
27,4,0,0,1552.9658,74.0,20.4,0.004507904,20.6503332913874,24.0392303466797,0.0,0.02136283,0.066860437,1.846428347,27.89491711,918.1524,715.9479,0.0,0.0
