Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,150.1592,83.0,17.9,0.009946378,-0.017807749435,0.0,263.8275146,-0.023200775,-0.100000143,1.925000143,8.06124e-06,645.568909,668.816711,0.004876,0.004978
2,4,0,0,148.7122,84.0,17.9,0.009972142,-0.02084598701552,0.0,252.6947021,-0.023200775,-0.100000143,1.925000143,1.54507e-05,631.367188,623.572571,0.004973,0.005061
3,4,0,0,148.4737,84.0,17.9,0.009918063,0.55592117681642,0.0,263.6810303,-0.023200775,-0.100047827,1.925047827,0.000203115,639.417603,626.786926,0.005254,0.00518
4,4,0,0,144.3085,83.0,17.9,0.00977645,0.7395736614994,0.0,126.1322021,-0.023200775,-0.100245237,1.925245237,0.035622663,707.445679,679.916077,0.004616,0.005019
5,4,0,0,138.0682,84.0,17.9,0.00952751,0.73960705691374,0.0,16.12243652,-0.019365936,-0.100469351,1.925469351,0.199796215,709.922913,676.820679,0.004517,0.005022
6,4,0,0,137.76,83.0,18.2,0.009298871,2.70056694963384,16.80084229,0.0,-0.019365936,-0.100753546,1.925753546,0.357085473,709.828186,682.276306,0.004408,0.004938
7,4,0,0,142.8612,84.0,18.2,0.009096118,13.122980901873,14.42504883,0.0,-0.019365936,-0.104650736,1.929650736,0.527810673,709.026611,659.300476,0.004477,0.004859
8,4,0,0,139.8406,83.0,18.5,0.008976874,14.689062225696,0.0,263.5345459,-0.032404388,-0.116722822,1.941722822,0.741044294,699.158997,621.008484,0.004408,0.00472
9,4,0,0,123.3532,81.0,18.5,0.00888862,14.2834435525001,0.0,263.3880615,0.014572388,-0.14309001,1.96809001,2.394879564,693.516785,649.872314,0.004171,0.004562
10,4,0,0,116.523,80.0,18.8,0.008854775,13.9220574813784,0.0,263.2415771,-0.024734711,-0.166738272,1.991738272,4.911576263,703.937317,620.582275,0.004292,0.004726
11,4,0,0,116.8907,80.0,18.8,0.008864212,13.5053190187349,0.0,263.2415771,-0.040074066,-0.203193903,2.028193903,8.317418029,838.31073,603.279907,0.004401,0.004715
12,4,0,0,115.722,79.0,19.0,0.008882093,13.1454779864335,0.0,263.2415771,-0.013997162,-0.244830847,2.069830847,11.12364181,711.673218,653.92749,0.004288,0.004543
13,4,0,0,117.1866,79.0,19.0,0.00886616,12.7304961361028,0.0,262.802124,0.003067871,-0.292222261,2.117222261,14.26605691,700.935303,719.113892,0.004494,0.004822
14,4,0,0,122.6181,80.0,19.2,0.008814708,8.28643617156614,0.0,262.6556396,0.003067871,-0.326865435,2.151865435,17.08581933,701.814209,673.56842,0.004401,0.004735
15,4,0,0,128.2216,77.0,19.2,0.008738295,6.23106761792492,0.0,262.802124,0.003067871,-0.350192308,2.175192308,20.09568586,718.644104,656.429688,0.004358,0.004525
16,4,0,0,132.8198,73.0,19.4,0.008668532,5.42262518817102,0.0,262.802124,0.003067871,-0.368198633,2.193198633,22.6726856,696.301697,567.783386,0.004511,0.00494
17,4,0,0,136.5411,75.0,19.4,0.008586315,2.80845497568636,0.0,263.2415771,0.003067871,-0.382261992,2.207261992,25.55324462,696.077698,601.911804,0.004422,0.004805
18,4,0,0,136.8438,76.0,19.5,0.008518132,1.06936909492134,0.0,263.2415771,0.003067871,-0.387753248,2.212753248,27.96296109,719.0755,665.149597,0.004103,0.004509
19,4,0,0,134.5569,77.0,19.5,0.008457486,0.79944565266622,0.0,263.3880615,0.003067871,-0.390603781,2.215603781,29.92016222,709.048218,642.604126,0.004087,0.004349
20,4,0,0,135.641,78.0,19.4,0.008426634,0.79687178853336,0.0,263.2415771,0.003067871,-0.392899275,2.217899275,31.14010812,698.908875,611.873291,0.004001,0.004375
21,4,0,0,138.6886,77.0,19.4,0.008417233,0.79696075606724,0.0,263.2415771,0.003067871,-0.395516634,2.220516634,32.46363094,1483.234131,379.782013,0.004222,0.004772
22,4,0,0,141.1194,77.0,19.8,0.008431897,0.79692695348988,0.0,262.9486084,0.003067871,-0.397803545,2.222803545,33.38502802,714.817322,554.720703,0.003917,0.004331
23,4,0,0,143.5256,79.0,19.8,0.008479013,0.79690929903008,0.0,262.802124,0.003067871,-0.400414228,2.225414228,34.03679826,689.332397,527.552124,0.004032,0.004427
24,4,0,0,145.1,79.0,20.5,0.008532478,0.5144819866472,0.0,262.6556396,0.003067871,-0.402561426,2.227561426,34.31751577,696.250488,544.49292,0.004302,0.004752
25,4,0,0,146.0152,81.0,20.5,0.008552886,0.42773246285794,0.0,262.802124,0.003067871,-0.403918505,2.228918505,34.4988147,0.0,0.0,0.0,0.0
26,4,0,0,146.9421,84.0,21.2,0.008495755,0.37465760930416,0.0,262.3626709,0.003067871,-0.405560255,2.230560255,34.65559202,773.333008,602.332703,0.004345,0.004675
27,4,0,0,147.5274,86.0,21.2,0.008356851,0.00503082419878,0.0,262.3626709,0.003067871,-0.405673742,2.230673742,34.8262829,820.697205,571.626404,0.004194,0.00444
28,4,0,0,142.0939,86.0,21.8,0.008215114,0.00726820269642,0.0,262.3626709,0.003834839,-0.405683279,2.230683279,34.97563314,780.193481,618.883423,0.004123,0.004772
29,4,0,0,130.9415,84.0,21.8,0.008070608,-0.00392057271958,0.0,262.3626709,0.009203613,-0.405692816,2.230692816,35.14632321,0.0,0.0,0.0,0.0
30,4,0,0,133.7793,82.0,22.3,0.007973121,0.09813869744074,0.0,262.6556396,0.005368774,-0.405746222,2.230746222,35.29567768,707.138794,579.589294,0.004271,0.004565
31,4,0,0,131.8739,84.0,22.3,0.007901157,0.7533388293214,0.0,262.9486084,0.019941162,-0.407420397,2.232420397,35.47348137,0.0,0.0,0.0,0.0
32,4,0,0,131.1269,84.0,22.7,0.007868602,0.03596710264518,0.0,262.5091553,0.018407227,-0.407861948,2.232861948,35.59173724,718.16571,557.635498,0.00437,0.004713
33,4,0,0,130.5722,86.0,22.7,0.007841184,0.01002796813004,0.0,262.6556396,0.018407227,-0.40788722,2.23288722,35.67773859,699.404724,546.381714,0.004369,0.004746
34,4,0,0,120.7001,87.0,23.2,0.007791929,0.00471719923826,0.0,262.5091553,0.021475098,-0.407906771,2.232906771,35.77866343,703.098511,543.053406,0.004276,0.004744
35,4,0,0,115.1464,87.0,23.2,0.007687452,0.00030094658,0.0,262.3626709,0.051386841,-0.407910109,2.232910109,35.8359701,846.658081,612.516113,0.00431,0.004612
36,4,0,0,115.722,88.0,23.8,0.007572501,0.00056648768,0.0,262.6556396,0.051386841,-0.407905817,2.232905817,35.83715563,828.449097,614.697693,0.004186,0.004563
37,4,0,0,119.5314,87.0,23.8,0.007451713,0.00427247744134,0.0,262.6556396,0.049085938,-0.407931566,2.232931566,35.83790034,490.9505,498.25351,0.00421,0.004434
38,4,0,0,122.1329,85.0,24.2,0.007378035,0.0006195959,0.0,262.6556396,0.049085938,-0.407919168,2.232919168,35.83846844,0.0,0.0,0.005429,0.005481
39,4,0,0,124.6821,83.0,24.2,0.007344218,0.00331436974706,0.0,262.5091553,0.049085938,-0.407936335,2.232936335,35.83953466,726.396484,555.873108,0.00424,0.004585
40,4,0,0,126.8166,80.0,24.7,0.007363081,0.00442672946166,0.0,262.6556396,0.049085938,-0.407941103,2.232941103,35.85463845,703.255798,538.807617,0.004158,0.004444
41,4,0,0,129.4767,79.0,24.7,0.007431974,0.77106958632146,0.0,152.645874,0.052920776,-0.408903837,2.233903837,36.00250939,707.03717,665.690002,0.004409,0.004681
42,4,0,0,129.5672,79.0,25.0,0.007512708,0.74255980152544,0.0,52.74353027,0.058289551,-0.410765886,2.235765886,36.03958254,693.752502,667.393494,0.004334,0.004649
43,4,0,0,129.4767,78.0,25.0,0.00760814,0.74066347596994,4.045715332,0.0,0.059823486,-0.412662745,2.237662745,36.04176644,706.235779,669.539795,0.00432,0.004526
44,4,0,0,130.7566,77.0,24.6,0.00770045,6.50387118654292,11.25823975,0.0,0.070561035,-0.418640375,2.243640375,36.04294413,0.0,0.0,0.0,0.0
45,4,0,0,132.4398,78.0,24.6,0.007820502,14.3158269044129,11.434021,0.0,0.072861938,-0.431831121,2.256831121,36.04387313,702.257019,656.792908,0.003889,0.004106
46,4,0,0,131.3129,79.0,24.2,0.007920459,19.189911138184,12.27172852,0.0,0.032212646,-0.425029993,2.250029993,36.04460697,695.121216,649.729614,0.004028,0.004289
