Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,688.3734,68.0,14.2,0.008087933,-0.01780775265368,0.0,259.5794678,0.005368774,-0.099998713,1.924998713,0.0,,,,
2,4,0,0,689.7979,69.0,14.6,0.008032117,-0.0178077413883,0.0,259.7259521,0.032212646,-0.099998713,1.924998713,7.39e-06,,,,
3,4,0,0,693.3851,69.0,14.6,0.007910026,0.00889417361598,0.0,136.9720459,0.030678711,-0.099998713,1.924998713,1.44e-05,,,,
4,4,0,0,695.5554,69.0,14.9,0.007689443,0.85967025344572,0.0,113.2415771,0.032212646,-0.099901438,1.924901438,0.007969919,,,,
5,4,0,0,698.4703,68.0,14.9,0.007460571,0.80038982669478,0.0,133.3099365,0.045251099,-0.099542379,1.924542379,0.108337736,,,,
6,4,0,0,689.5413,68.0,14.9,0.007218448,2.41213120337578,11.21429443,0.0,0.063658325,-0.098614454,1.923614454,0.290526365,,,,
7,4,0,0,691.9335,68.0,14.9,0.007056802,5.65794279284798,9.544372559,0.0,0.02761084,-0.093346834,1.918346834,0.440124685,,,,
8,4,0,0,692.8075,68.0,14.9,0.006939151,16.2519510663554,7.783813477,0.0,0.042183228,-0.076237917,1.901237917,0.910437563,,,,
9,4,0,0,692.3702,69.0,14.9,0.006887184,18.4932813788324,0.0,24.32556152,0.017640259,-0.035803556,1.860803556,2.141100976,,,,
10,4,0,0,691.0617,69.0,14.9,0.006864097,18.0832688614284,0.0,260.1654053,-0.027035614,0.022623777,1.802376223,4.682006658,,,,
11,4,0,0,689.5413,69.0,14.9,0.006847598,11.2350436754589,0.0,258.7005615,-0.036239227,0.057831049,1.767168951,7.989542482,,,,
12,4,0,0,689.3247,68.0,15.2,0.006810725,1.3445888606324,0.0,260.6048584,0.043717163,0.063395262,1.761604738,11.74847963,,,,
13,4,0,0,687.1656,68.0,15.2,0.006738788,0.80470563561562,3.782043457,0.0,0.049085938,0.065824747,1.759175253,15.79257758,,,,
14,4,0,0,686.7355,68.0,15.2,0.006663445,7.48125240586454,0.0,2.206420898,0.032979614,0.075061083,1.749938917,19.326078,,,,
15,4,0,0,689.3247,68.0,15.2,0.006581759,9.50624380600886,0.0,0.0,-0.010929291,0.096226931,1.728773069,20.48038432,,,,
16,4,0,0,690.4093,67.0,15.5,0.006523357,9.10946324989806,0.0,1.620483398,-0.010929291,0.115127325,1.709872675,20.71620507,,,,
17,4,0,0,686.9505,67.0,15.5,0.006473388,8.67934484392972,0.0,100.2044678,-0.016298065,0.133609533,1.691390467,20.90655431,,,,
18,4,0,0,689.5413,67.0,15.7,0.006436145,8.29012454871052,0.0,260.3118896,-0.020132904,0.146537066,1.678462934,21.9484243,,,,
19,4,0,0,692.1518,68.0,15.7,0.00638982,4.58112317953898,0.0,259.7259521,-0.013997162,0.156883001,1.668116999,23.72746946,,,,
20,4,0,0,694.7821,68.0,16.0,0.006347907,0.2199790672133,0.0,260.1654053,0.023009033,0.157516241,1.667483759,25.5570517,,,,
21,4,0,0,696.3257,68.0,16.0,0.006310862,0.77523264795488,0.0,144.1497803,0.039882324,0.158433199,1.666566801,27.33213242,,,,
22,4,0,0,698.0982,67.0,15.6,0.006276116,0.7301960695062,0.0,81.60095215,0.039882324,0.159914732,1.665085268,29.37267688,,,,
23,4,0,0,699.2106,68.0,15.6,0.00625271,0.73637439979584,0.0,25.79040527,0.043717163,0.161294699,1.663705301,31.02541968,,,,
24,4,0,0,705.7332,68.0,15.8,0.006233938,0.73989075458762,0.0,6.161499023,0.050619873,0.162962675,1.662037325,32.91984338,,,,
