A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature,Metric
CD_ED,MD,0.33560759826759334,0.17584049773848454,0.1597671005291088,0.08184582002972492,1.9520496034016679,17.995425822595617,0.15315188012829595,0.8206840017281906,AU12_r,std
CD_ED,ND,0.33560759826759334,0.1317335833008108,0.20387401496678254,0.06736987278044715,3.026189698044868,14.047316682479014,0.02306059040865316,1.2748107090504361,AU12_r,std
MD,ND,0.17584049773848454,0.1317335833008108,0.04410691443767373,0.06073102584450819,0.7262665799619824,12.249273454601525,0.7529383423413769,0.32793678131185444,AU12_r,std
CD_ED,MD,0.4726601879658647,0.34176391310993076,0.13089627485593391,0.07115619628486484,1.8395625636298378,17.049741621987874,0.18683328695538204,0.7938781245952565,AU26_r,std
CD_ED,ND,0.4726601879658647,0.3186349806486295,0.15402520731723518,0.05661799821328407,2.720428347484331,18.28766547095987,0.03535342273663944,1.0877704877549834,AU26_r,std
MD,ND,0.34176391310993076,0.3186349806486295,0.023128932461301266,0.061894642993125394,0.3736822985451291,13.57927751978069,0.926326892100865,0.16318654034951802,AU26_r,std
CD_ED,MD,6.11181490457715,3.9662682253688137,2.145546679208336,2.5871969353449304,0.8292939164765544,15.501595729371713,0.690995270812122,0.3358138462318293,Speed,std
CD_ED,ND,6.11181490457715,10.97875904704272,-4.86694414246557,2.4341397576968795,-1.9994513984154088,13.458651847554455,0.15031556753887276,-0.8494626022497571,Speed,std
MD,ND,3.9662682253688137,10.97875904704272,-7.012490821673906,1.5845284404956754,-4.4256011078477355,16.153043390167273,0.001142128527805042,-1.8305127281932747,Speed,std
CD_ED,MD,3.1124509756122447,2.633567729988515,0.4788832456237295,0.7659338849274254,0.6252279146379653,16.554863807013113,0.8085008768669814,0.2715446169219495,Acceleration,std
CD_ED,ND,3.1124509756122447,4.528616194796774,-1.416165219184529,0.6034044845497037,-2.3469583926631827,19.342398152940653,0.07281630521313087,-0.9274308863509791,Acceleration,std
MD,ND,2.633567729988515,4.528616194796774,-1.8950484648082586,0.6864182522311608,-2.7607780804903115,13.752134827403493,0.038708254545769094,-1.2008055276125873,Acceleration,std
CD_ED,MD,26.08844424391807,21.631874707239156,4.456569536678913,13.534841188455475,0.32926648156611826,17.865780343463967,0.9421799367663344,0.13988926419744518,Brake,std
CD_ED,ND,26.08844424391807,54.760582181532804,-28.672137937614735,11.093991232970708,-2.5844745444184936,16.075706534367903,0.04948730317254946,-1.060338455293017,Brake,std
MD,ND,21.631874707239156,54.760582181532804,-33.12870747429365,10.885859743302568,-3.0432789192122196,13.274406457428105,0.02343963145359984,-1.338649509022013,Brake,std
CD_ED,MD,0.1674139609373041,0.18212917631652645,-0.014715215379222352,0.037649278338118694,-0.3908498656220899,17.939840083927457,0.9196147429930565,-0.16556220324392734,LaneOffset,std
CD_ED,ND,0.1674139609373041,0.26234502683460575,-0.09493106589730166,0.02858499316603146,-3.3210106207095946,11.899181370724396,0.01573305820967985,-1.446662311293343,LaneOffset,std
MD,ND,0.18212917631652645,0.26234502683460575,-0.0802158505180793,0.027224638534316302,-2.9464431792902697,9.706460304283667,0.0366811248994916,-1.4463768676645326,LaneOffset,std
