Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU01_r,ND_vs_CD_ED_vs_MD,ND,0.582,1.7485930059170598e-05,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,CD_ED,0.6629,0.00015714510764909973,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,MD,0.7977,0.019243839145915216,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,ND,0.6349,5.428248249732713e-05,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7168,0.0007712691129458096,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,MD,0.9103,0.3178541410113881,True,정규성 만족
AU04_r,ND_vs_CD_ED_vs_MD,ND,0.6469,7.103778556285025e-05,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,CD_ED,0.805,0.010930450761753844,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,MD,0.7761,0.010856894096443881,False,정규성 위배
AU05_r,ND_vs_CD_ED_vs_MD,ND,0.9167,0.17148564066580774,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8878,0.1305883086024739,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,MD,0.8624,0.10189764832290332,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,ND,0.9484,0.49896973474332723,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9165,0.29027275200722025,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,MD,0.8795,0.15516181525268913,True,정규성 만족
AU07_r,ND_vs_CD_ED_vs_MD,ND,0.923,0.2142735962232215,True,정규성 만족
AU07_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8415,0.03303288456265458,False,정규성 위배
AU07_r,ND_vs_CD_ED_vs_MD,MD,0.7773,0.011207369486698676,False,정규성 위배
AU09_r,ND_vs_CD_ED_vs_MD,ND,0.7339,0.0005868509911006007,False,정규성 위배
AU09_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8939,0.15534678205129826,True,정규성 만족
AU09_r,ND_vs_CD_ED_vs_MD,MD,0.9511,0.7021975848507558,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,ND,0.8874,0.061213710229876796,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8543,0.04857690285712661,False,정규성 위배
AU10_r,ND_vs_CD_ED_vs_MD,MD,0.8783,0.15061451936822473,True,정규성 만족
AU12_r,ND_vs_CD_ED_vs_MD,ND,0.5754,1.5285806617337295e-05,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,CD_ED,0.78,0.0051417864755541635,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,MD,0.9564,0.7598431314650148,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,ND,0.8754,0.04050649898351403,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9061,0.21923567282469758,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,MD,0.9231,0.41859860174561747,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,ND,0.8966,0.08447747347681583,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9151,0.27963514710047166,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,MD,0.6952,0.0012490506180139285,False,정규성 위배
AU17_r,ND_vs_CD_ED_vs_MD,ND,0.8967,0.0847534779981404,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8998,0.18397284779562273,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,MD,0.8809,0.16035888424493783,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.6542,8.386641321707095e-05,False,정규성 위배
