Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,var,ND_vs_CD_vs_ED_vs_MD,1.6263,0.236379572271309,기각하지 못함 (차이 없음),0.0882,0.1237,0.397,0.8136
AU02_r,var,ND_vs_CD_vs_ED_vs_MD,1.4095,0.2803470259178299,기각하지 못함 (차이 없음),0.0733,0.0439,0.0965,0.5013
AU04_r,var,ND_vs_CD_vs_ED_vs_MD,3.5495,0.04129048376478818,기각 (차이 있음),0.0494,0.0273,0.2176,0.113
AU05_r,var,ND_vs_CD_vs_ED_vs_MD,0.2501,0.8598717004131502,기각하지 못함 (차이 없음),0.0242,0.0301,0.0216,0.0402
AU06_r,var,ND_vs_CD_vs_ED_vs_MD,2.8156,0.08111106809141672,기각하지 못함 (차이 없음),0.0644,0.101,0.154,0.1199
AU07_r,var,ND_vs_CD_vs_ED_vs_MD,0.5628,0.6473661828031546,기각하지 못함 (차이 없음),0.1559,0.1152,0.1961,0.1447
AU09_r,var,ND_vs_CD_vs_ED_vs_MD,0.4648,0.7108236570795811,기각하지 못함 (차이 없음),0.0398,0.0302,0.0788,0.0446
AU10_r,var,ND_vs_CD_vs_ED_vs_MD,1.4054,0.2840745251169722,기각하지 못함 (차이 없음),0.0931,0.1472,0.1529,0.1586
AU12_r,var,ND_vs_CD_vs_ED_vs_MD,9.209,0.001936152615924521,기각 (차이 있음),0.0244,0.2006,0.121,0.0798
AU14_r,var,ND_vs_CD_vs_ED_vs_MD,4.4388,0.021818640602106854,기각 (차이 있음),0.1021,0.1868,0.2294,0.1522
AU15_r,var,ND_vs_CD_vs_ED_vs_MD,1.2709,0.32262247647411396,기각하지 못함 (차이 없음),0.0389,0.0899,0.049,0.037
AU17_r,var,ND_vs_CD_vs_ED_vs_MD,1.1593,0.3567419454361505,기각하지 못함 (차이 없음),0.0789,0.1012,0.1341,0.0859
AU20_r,var,ND_vs_CD_vs_ED_vs_MD,0.5941,0.6279077506968285,기각하지 못함 (차이 없음),0.0599,0.0304,0.0391,0.0264
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,0.3814,0.7678407489484964,기각하지 못함 (차이 없음),0.1358,0.0724,0.0628,0.0568
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,2.8661,0.07454268750747016,기각하지 못함 (차이 없음),0.1385,0.2787,0.5291,0.2779
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,1.0412,0.4023276920669073,기각하지 못함 (차이 없음),0.162,0.1566,0.2618,0.1825
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,3.9873,0.032753773746649895,기각 (차이 있음),0.0863,0.4047,0.2846,0.1966
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,0.6614,0.5881865533498565,기각하지 못함 (차이 없음),20452134558.8853,70.6639,45.5687,33.1597
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,0.7727,0.5264966558118263,기각하지 못함 (차이 없음),11504436429.8188,83.706,46.1989,33.4376
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,0.7511,0.5370389386267369,기각하지 못함 (차이 없음),49931397056.5011,21.7218,29.8837,17.6239
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,0.0605,0.9798392983279887,기각하지 못함 (차이 없음),0.0046,0.0044,0.0045,0.0037
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,1.1158,0.37405322151885034,기각하지 못함 (차이 없음),0.002,0.0014,0.0013,0.0009
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,1.6038,0.23197851142328826,기각하지 못함 (차이 없음),0.0021,0.0007,0.001,0.0016
Speed,var,ND_vs_CD_vs_ED_vs_MD,11.8297,0.0003300608803659058,기각 (차이 있음),178.057,56.7109,100.1527,33.8957
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,1.1138,0.3790399606151333,기각하지 못함 (차이 없음),13.0177,17.4813,24.4119,17.335
Brake,var,ND_vs_CD_vs_ED_vs_MD,2.8567,0.0713279892722905,기각하지 못함 (차이 없음),2304.9068,2132.8079,3185.3719,737.2381
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.5699,0.251497237395656,기각하지 못함 (차이 없음),0.0007,0.104,0.0029,0.0014
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,7.5498,0.002643910202673047,기각 (차이 있음),0.0736,0.0644,0.0373,0.0311
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,0.6672,0.5852714169702878,기각하지 못함 (차이 없음),0.0023,0.0026,0.0017,0.0018
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,1.0849,0.3872159094541889,기각하지 못함 (차이 없음),0.0029,0.0042,0.0036,0.0049
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,2.4909,0.11020067044481353,기각하지 못함 (차이 없음),0.0048,0.0046,0.0009,0.0028
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,0.641,0.6002457111318987,기각하지 못함 (차이 없음),0.0023,0.0033,0.0019,0.0018
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,0.8914,0.468105222774131,기각하지 못함 (차이 없음),0.0031,0.004,0.004,0.0047
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,2.4194,0.11670878213208587,기각하지 못함 (차이 없음),0.0047,0.0048,0.0008,0.003
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,0.7191,0.5556783586723777,기각하지 못함 (차이 없음),0.0016,0.0021,0.0011,0.0011
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,1.0181,0.4137661237274611,기각하지 못함 (차이 없음),0.0029,0.0043,0.0037,0.0044
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,0.7322,0.5490004516693741,기각하지 못함 (차이 없음),1106.4772,1581.381,1652.7572,1281.5956
