Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,mean,ND_vs_CD_vs_ED_vs_MD,1.6444,0.22712613375738389,기각하지 못함 (차이 없음),0.143,0.3125,0.3504,0.1622
AU02_r,mean,ND_vs_CD_vs_ED_vs_MD,1.7883,0.19876950124912132,기각하지 못함 (차이 없음),0.0836,0.187,0.1817,0.0747
AU04_r,mean,ND_vs_CD_vs_ED_vs_MD,1.5193,0.24826993615448442,기각하지 못함 (차이 없음),0.3777,0.7742,0.7547,0.2273
AU05_r,mean,ND_vs_CD_vs_ED_vs_MD,1.0824,0.39351688706202187,기각하지 못함 (차이 없음),0.048,0.0904,0.0682,0.056
AU06_r,mean,ND_vs_CD_vs_ED_vs_MD,1.5338,0.2456668829374592,기각하지 못함 (차이 없음),0.6208,1.0028,0.6727,0.5006
AU07_r,mean,ND_vs_CD_vs_ED_vs_MD,6.0523,0.006279272862122107,기각 (차이 있음),0.6252,1.0293,0.4459,0.1363
AU09_r,mean,ND_vs_CD_vs_ED_vs_MD,0.5771,0.6398154111745162,기각하지 못함 (차이 없음),0.0702,0.0956,0.1091,0.1051
AU10_r,mean,ND_vs_CD_vs_ED_vs_MD,2.6189,0.09069075874591673,기각하지 못함 (차이 없음),0.6143,1.1525,0.6073,0.7327
AU12_r,mean,ND_vs_CD_vs_ED_vs_MD,0.7005,0.5658776684679846,기각하지 못함 (차이 없음),0.1201,0.2828,0.317,0.2271
AU14_r,mean,ND_vs_CD_vs_ED_vs_MD,0.0055,0.999407081209308,기각하지 못함 (차이 없음),0.8544,0.8138,0.8352,0.8411
AU15_r,mean,ND_vs_CD_vs_ED_vs_MD,0.5349,0.666017219863736,기각하지 못함 (차이 없음),0.1219,0.1424,0.1024,0.1099
AU17_r,mean,ND_vs_CD_vs_ED_vs_MD,1.3519,0.2976371841212356,기각하지 못함 (차이 없음),0.2523,0.3053,0.3046,0.3489
AU20_r,mean,ND_vs_CD_vs_ED_vs_MD,1.62,0.22299522889974321,기각하지 못함 (차이 없음),0.1095,0.0942,0.0897,0.0562
AU23_r,mean,ND_vs_CD_vs_ED_vs_MD,2.5644,0.10412441547514605,기각하지 못함 (차이 없음),0.0936,0.1226,0.2015,0.1699
