Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU25_r,mean,ND_vs_CD_vs_ED_vs_MD,7.3587,0.004835576116593481,기각 (차이 있음),0.2546,0.7329,0.6277,0.54
AU26_r,mean,ND_vs_CD_vs_ED_vs_MD,2.491,0.1029039310275007,기각하지 못함 (차이 없음),0.3077,0.5136,0.5028,0.413
AU45_r,mean,ND_vs_CD_vs_ED_vs_MD,3.9493,0.036307340145037774,기각 (차이 있음),0.1607,0.2508,0.3166,0.4014
pose_Tx,mean,ND_vs_CD_vs_ED_vs_MD,0.7248,0.5530607410557555,기각하지 못함 (차이 없음),-44.5641,-34.7798,-33.4059,-39.6739
pose_Ty,mean,ND_vs_CD_vs_ED_vs_MD,5.3054,0.011196969539629124,기각 (차이 있음),29.1068,37.2063,12.2165,19.9079
pose_Tz,mean,ND_vs_CD_vs_ED_vs_MD,0.6774,0.579582711980869,기각하지 못함 (차이 없음),277.6167,267.1965,269.758,273.0442
pose_Rx,mean,ND_vs_CD_vs_ED_vs_MD,2.7091,0.08343991246506892,기각하지 못함 (차이 없음),-0.0087,-0.0888,0.0669,0.0879
pose_Ry,mean,ND_vs_CD_vs_ED_vs_MD,0.3277,0.8054052323294459,기각하지 못함 (차이 없음),-0.0139,-0.0033,0.0107,-0.028
pose_Rz,mean,ND_vs_CD_vs_ED_vs_MD,1.3233,0.30225349792181927,기각하지 못함 (차이 없음),-0.0006,0.0187,0.0496,0.0098
Speed,mean,ND_vs_CD_vs_ED_vs_MD,1.4005,0.28354643192362816,기각하지 못함 (차이 없음),70.9175,72.6219,66.2748,71.8593
Acceleration,mean,ND_vs_CD_vs_ED_vs_MD,2.3682,0.11486586079164758,기각하지 못함 (차이 없음),5.9913,6.4327,5.0383,5.8413
Brake,mean,ND_vs_CD_vs_ED_vs_MD,1.5608,0.2539548275929147,기각하지 못함 (차이 없음),7.6408,9.2686,25.0763,16.949
Steering,mean,ND_vs_CD_vs_ED_vs_MD,0.7222,0.5542523562088533,기각하지 못함 (차이 없음),0.0002,0.0082,0.0007,0.0
LaneOffset,mean,ND_vs_CD_vs_ED_vs_MD,5.3867,0.009509770526778252,기각 (차이 있음),-0.0484,-0.0456,-0.0817,0.0376
gaze_0_x,mean,ND_vs_CD_vs_ED_vs_MD,0.502,0.686947999346039,기각하지 못함 (차이 없음),0.1632,0.1373,0.1389,0.1789
gaze_0_y,mean,ND_vs_CD_vs_ED_vs_MD,2.8568,0.07303708314149376,기각하지 못함 (차이 없음),0.1596,0.089,0.228,0.2592
gaze_0_z,mean,ND_vs_CD_vs_ED_vs_MD,3.0689,0.06511624721489863,기각하지 못함 (차이 없음),-0.9561,-0.9726,-0.9318,-0.9344
gaze_1_x,mean,ND_vs_CD_vs_ED_vs_MD,0.4271,0.7364638152561028,기각하지 못함 (차이 없음),-0.0437,-0.0409,-0.0688,-0.0341
gaze_1_y,mean,ND_vs_CD_vs_ED_vs_MD,3.1609,0.05634821585378334,기각하지 못함 (차이 없음),0.1884,0.0876,0.2326,0.2667
gaze_1_z,mean,ND_vs_CD_vs_ED_vs_MD,3.5179,0.047546780892421696,기각 (차이 있음),-0.9581,-0.981,-0.9389,-0.9503
gaze_angle_x,mean,ND_vs_CD_vs_ED_vs_MD,0.3733,0.7734924252797643,기각하지 못함 (차이 없음),0.0611,0.0489,0.0374,0.0769
gaze_angle_y,mean,ND_vs_CD_vs_ED_vs_MD,3.0886,0.06014494840518115,기각하지 못함 (차이 없음),0.1793,0.0896,0.2407,0.2727
gaze_vel,mean,ND_vs_CD_vs_ED_vs_MD,4.8932,0.01606181117858738,기각 (차이 있음),18.4765,25.6138,27.7891,26.0644
gaze_amp,mean,ND_vs_CD_vs_ED_vs_MD,4.0006,0.029904286272760667,기각 (차이 있음),0.6959,0.9429,1.0245,0.9406
gaze_acc,mean,ND_vs_CD_vs_ED_vs_MD,0.7913,0.5199331256935306,기각하지 못함 (차이 없음),0.0871,0.1293,0.336,0.2912
