frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,0.37,0.98,1,0.024694,0.375637,-0.926438,-0.297322,0.385597,-0.87345,-0.15,0.4,-16.2,18.0,279.8,0.142,0.08,0.123,0.5,0.0,1.12,0.0,0.86,1.53,0.0,0.0,0.0,0.34,0.15,0.26,0.35,0.0,0.18,0.07,1.57,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12,0,0.407,0.98,1,0.023409,0.380215,-0.924602,-0.296884,0.382285,-0.875053,-0.151,0.401,-16.3,18.1,280.0,0.137,0.079,0.123,0.39,0.0,1.12,0.0,0.86,1.64,0.0,0.0,0.0,0.36,0.18,0.26,0.3,0.0,0.15,0.07,1.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,0,0.444,0.98,1,0.035175,0.399267,-0.91616,-0.298349,0.387234,-0.872375,-0.146,0.414,-16.7,18.6,279.7,0.138,0.079,0.122,0.37,0.0,1.12,0.0,0.84,1.65,0.0,0.0,0.0,0.45,0.2,0.32,0.21,0.0,0.18,0.01,1.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14,0,0.481,0.98,1,0.038285,0.402012,-0.914834,-0.305611,0.391564,-0.867917,-0.149,0.419,-17.0,18.9,279.6,0.141,0.079,0.122,0.29,0.0,1.11,0.0,0.86,1.9,0.0,0.0,0.0,0.46,0.23,0.41,0.12,0.0,0.11,0.07,1.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,0,0.519,0.98,1,0.087285,0.40841,-0.908616,-0.217138,0.372618,-0.902223,-0.072,0.407,-16.7,18.8,278.1,0.145,0.074,0.122,0.19,0.0,1.02,0.0,0.82,2.07,0.0,0.0,0.0,0.49,0.25,0.5,0.05,0.0,0.07,0.17,1.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16,0,0.556,0.98,1,0.086292,0.406954,-0.909363,-0.217052,0.37272,-0.902202,-0.072,0.406,-16.7,18.8,277.9,0.144,0.074,0.121,0.08,0.0,0.93,0.0,0.81,2.3,0.0,0.0,0.0,0.48,0.29,0.48,0.06,0.01,0.0,0.17,1.22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17,0,0.593,0.98,1,0.060793,0.387309,-0.919943,-0.239029,0.343634,-0.908174,-0.097,0.38,-16.5,18.6,276.7,0.146,0.077,0.121,0.08,0.0,0.87,0.0,0.68,2.18,0.0,0.0,0.0,0.46,0.32,0.44,0.12,0.06,0.0,0.1,0.72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18,0,0.63,0.98,1,0.103694,0.362797,-0.926081,-0.183237,0.313124,-0.931868,-0.043,0.349,-16.0,18.4,277.4,0.15,0.08,0.123,0.07,0.0,0.8,0.0,0.53,2.07,0.0,0.0,0.0,0.47,0.25,0.39,0.17,0.1,0.0,0.0,0.21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19,0,0.667,0.98,1,0.0816,0.356546,-0.930708,-0.195122,0.319606,-0.927243,-0.061,0.349,-14.7,17.7,276.7,0.142,0.076,0.128,0.07,0.0,0.8,0.0,0.42,1.92,0.0,0.0,0.0,0.52,0.17,0.45,0.18,0.14,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20,0,0.704,0.98,1,0.076006,0.361386,-0.929313,-0.191463,0.317921,-0.928584,-0.062,0.351,-14.7,17.8,276.7,0.143,0.077,0.128,0.02,0.0,0.71,0.0,0.35,1.87,0.0,0.0,0.0,0.57,0.21,0.49,0.13,0.17,0.01,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21,0,0.741,0.98,1,0.067248,0.363775,-0.929056,-0.209407,0.317894,-0.924712,-0.077,0.352,-13.3,17.2,276.7,0.133,0.068,0.135,0.01,0.0,0.67,0.0,0.36,1.75,0.0,0.0,0.0,0.52,0.31,0.54,0.13,0.21,0.03,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0,0.778,0.98,1,0.06756,0.366091,-0.928123,-0.210562,0.317597,-0.924552,-0.077,0.354,-12.6,17.1,276.4,0.131,0.063,0.135,0.02,0.0,0.6,0.0,0.37,1.65,0.0,0.0,0.0,0.44,0.38,0.55,0.13,0.26,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
23,0,0.815,0.98,1,0.058383,0.368665,-0.927727,-0.204933,0.319169,-0.925275,-0.079,0.355,-12.4,17.2,276.8,0.132,0.061,0.138,0.04,0.0,0.7,0.0,0.41,1.57,0.0,0.0,0.0,0.37,0.33,0.52,0.12,0.29,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0,0.852,0.98,1,0.072389,0.35516,-0.931998,-0.176914,0.320514,-0.930576,-0.056,0.348,-12.2,17.4,276.7,0.13,0.06,0.139,0.06,0.0,0.74,0.0,0.41,1.6,0.0,0.0,0.0,0.34,0.25,0.51,0.05,0.3,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,0,0.889,0.98,1,0.071726,0.354711,-0.932221,-0.179817,0.3134,-0.932441,-0.058,0.344,-12.2,17.5,276.6,0.128,0.059,0.139,0.05,0.0,0.85,0.0,0.39,1.61,0.0,0.0,0.0,0.32,0.22,0.53,0.0,0.3,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,0,0.926,0.98,1,0.075001,0.353787,-0.932314,-0.173715,0.309327,-0.934954,-0.053,0.341,-12.3,17.8,277.0,0.13,0.06,0.14,0.03,0.0,0.88,0.0,0.36,1.49,0.0,0.0,0.0,0.31,0.19,0.51,0.0,0.32,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0,0.963,0.98,1,0.079455,0.350647,-0.933131,-0.17427,0.317229,-0.932199,-0.051,0.344,-12.4,18.1,276.7,0.135,0.06,0.139,0.01,0.0,0.87,0.01,0.32,1.41,0.0,0.0,0.0,0.29,0.22,0.48,0.0,0.32,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,1.0,0.98,1,0.073497,0.353506,-0.932541,-0.177547,0.306633,-0.935122,-0.056,0.34,-12.3,17.9,276.8,0.137,0.06,0.14,0.01,0.0,0.81,0.03,0.32,1.41,0.0,0.0,0.0,0.31,0.21,0.41,0.0,0.32,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,0,1.037,0.98,1,0.074773,0.355017,-0.931865,-0.17677,0.304953,-0.935818,-0.055,0.34,-12.3,17.9,276.8,0.137,0.059,0.14,0.0,0.0,0.75,0.03,0.33,1.57,0.0,0.0,0.0,0.34,0.17,0.37,0.0,0.28,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,0,1.074,0.98,1,0.0673,0.358869,-0.930958,-0.162234,0.314352,-0.935341,-0.051,0.346,-12.1,17.7,276.6,0.137,0.056,0.14,0.0,0.0,0.76,0.02,0.36,1.55,0.0,0.0,0.0,0.4,0.13,0.37,0.0,0.29,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,0,1.111,0.98,1,0.064725,0.357383,-0.931713,-0.181283,0.311786,-0.932698,-0.062,0.345,-12.0,17.5,276.7,0.134,0.054,0.142,0.0,0.0,0.73,0.0,0.41,1.58,0.0,0.0,0.0,0.41,0.07,0.4,0.0,0.31,0.07,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,0,1.148,0.98,1,0.062058,0.362827,-0.929788,-0.165302,0.316539,-0.934065,-0.055,0.35,-11.8,17.4,277.0,0.136,0.049,0.142,0.0,0.0,0.75,0.0,0.42,1.56,0.0,0.0,0.0,0.43,0.1,0.43,0.0,0.3,0.01,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,0,1.185,0.98,1,0.068046,0.363725,-0.929018,-0.16989,0.310974,-0.935111,-0.055,0.347,-11.5,17.2,276.9,0.131,0.048,0.141,0.0,0.0,0.75,0.0,0.39,1.65,0.0,0.0,0.0,0.42,0.1,0.42,0.0,0.3,0.01,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,0,1.222,0.98,1,0.072226,0.361939,-0.9294,-0.17358,0.311308,-0.934322,-0.054,0.347,-11.5,17.2,276.9,0.132,0.047,0.141,0.0,0.0,0.79,0.0,0.35,1.6,0.0,0.0,0.0,0.44,0.17,0.45,0.0,0.32,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0,1.259,0.98,1,0.062267,0.364322,-0.929189,-0.166944,0.329647,-0.929227,-0.056,0.357,-11.0,17.1,277.1,0.136,0.048,0.138,0.01,0.0,0.81,0.0,0.36,1.51,0.0,0.0,0.0,0.43,0.18,0.41,0.03,0.31,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,0,1.296,0.98,1,0.064799,0.352486,-0.933571,-0.202666,0.331919,-0.921279,-0.074,0.353,-9.0,16.6,277.2,0.131,0.052,0.141,0.06,0.0,0.8,0.0,0.41,1.5,0.0,0.0,0.0,0.38,0.23,0.37,0.03,0.26,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,1.333,0.98,1,0.10776,0.351791,-0.929855,-0.198106,0.344245,-0.917741,-0.049,0.36,-6.3,16.3,277.8,0.12,0.048,0.15,0.12,0.0,0.77,0.0,0.44,1.48,0.0,0.0,0.0,0.32,0.2,0.3,0.06,0.19,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,1.37,0.98,1,0.106702,0.353403,-0.929366,-0.193459,0.349055,-0.916916,-0.047,0.364,-4.9,16.3,278.4,0.119,0.045,0.157,0.17,0.0,0.74,0.0,0.46,1.56,0.0,0.0,0.0,0.36,0.26,0.34,0.05,0.17,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,1.407,0.98,1,0.087467,0.361867,-0.928117,-0.186651,0.348614,-0.918493,-0.054,0.367,-3.6,16.0,278.5,0.119,0.037,0.16,0.16,0.0,0.72,0.0,0.46,1.44,0.0,0.0,0.0,0.35,0.27,0.33,0.11,0.16,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,1.444,0.98,1,0.086793,0.359271,-0.929189,-0.177417,0.354742,-0.917977,-0.049,0.369,-2.6,16.1,278.6,0.117,0.031,0.163,0.13,0.0,0.66,0.0,0.51,1.36,0.0,0.0,0.0,0.36,0.4,0.33,0.12,0.11,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,1.481,0.98,1,0.072056,0.37107,-0.925805,-0.158704,0.346058,-0.924693,-0.047,0.37,-1.9,16.4,279.4,0.117,0.029,0.167,0.18,0.0,0.65,0.0,0.55,1.37,0.0,0.0,0.0,0.36,0.39,0.31,0.14,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,1.519,0.98,1,0.065942,0.361141,-0.930177,-0.183035,0.339265,-0.922712,-0.063,0.361,-1.4,16.9,279.3,0.114,0.026,0.17,0.16,0.0,0.58,0.0,0.57,1.5,0.01,0.0,0.0,0.39,0.42,0.34,0.12,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,1.556,0.98,1,0.092441,0.38129,-0.919822,-0.163934,0.345683,-0.92392,-0.039,0.376,-1.3,17.5,279.3,0.119,0.024,0.173,0.2,0.0,0.61,0.0,0.56,1.68,0.04,0.0,0.0,0.43,0.3,0.37,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,1.593,0.98,1,0.089739,0.380194,-0.920543,-0.153781,0.344396,-0.926144,-0.035,0.374,-1.4,18.0,278.7,0.12,0.024,0.174,0.13,0.0,0.57,0.0,0.55,1.62,0.04,0.0,0.0,0.47,0.32,0.37,0.04,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1.63,0.98,1,0.08183,0.383241,-0.920016,-0.152547,0.337657,-0.928826,-0.038,0.372,-1.6,18.4,278.9,0.126,0.024,0.174,0.13,0.0,0.6,0.0,0.56,1.56,0.03,0.0,0.0,0.52,0.3,0.32,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,1.667,0.98,1,0.063144,0.390929,-0.918252,-0.148371,0.342327,-0.927792,-0.046,0.378,-2.4,18.8,278.5,0.127,0.022,0.172,0.09,0.0,0.61,0.0,0.54,1.47,0.0,0.0,0.0,0.58,0.38,0.26,0.02,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,1.704,0.98,1,0.085298,0.3861,-0.918505,-0.139238,0.339781,-0.930141,-0.029,0.374,-2.8,19.0,279.3,0.129,0.024,0.17,0.09,0.0,0.69,0.0,0.5,1.53,0.0,0.0,0.0,0.59,0.42,0.29,0.02,0.14,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,1.741,0.98,1,0.0802,0.380512,-0.921292,-0.145009,0.330463,-0.932613,-0.035,0.366,-3.1,19.1,278.5,0.132,0.023,0.167,0.1,0.0,0.75,0.0,0.48,1.54,0.0,0.0,0.0,0.57,0.42,0.28,0.02,0.13,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,1.778,0.98,1,0.073123,0.390037,-0.917891,-0.134087,0.336709,-0.932013,-0.033,0.374,-3.4,19.3,278.8,0.134,0.024,0.165,0.1,0.0,0.76,0.0,0.49,1.4,0.0,0.0,0.0,0.49,0.34,0.35,0.0,0.18,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,1.815,0.98,1,0.089092,0.36729,-0.92583,-0.15711,0.342739,-0.9262,-0.037,0.366,-3.6,19.5,278.2,0.128,0.022,0.163,0.1,0.0,0.78,0.0,0.5,1.38,0.0,0.0,0.0,0.41,0.2,0.32,0.0,0.19,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,1.852,0.98,1,0.070288,0.366874,-0.927611,-0.152062,0.335904,-0.92954,-0.044,0.362,-4.0,19.7,278.7,0.133,0.023,0.163,0.06,0.0,0.79,0.0,0.52,1.34,0.0,0.0,0.0,0.4,0.13,0.39,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,1.889,0.98,1,0.084887,0.373769,-0.923629,-0.153097,0.33306,-0.930394,-0.037,0.364,-4.3,19.8,278.5,0.134,0.021,0.161,0.02,0.0,0.8,0.0,0.54,1.43,0.0,0.0,0.0,0.5,0.13,0.35,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,1.926,0.98,1,0.093896,0.374554,-0.922439,-0.148984,0.337268,-0.929545,-0.03,0.367,-4.7,19.9,278.8,0.134,0.021,0.16,0.02,0.0,0.79,0.0,0.55,1.45,0.0,0.0,0.0,0.57,0.21,0.34,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,1.963,0.98,1,0.096357,0.371343,-0.923482,-0.153475,0.332317,-0.930597,-0.031,0.363,-5.2,19.9,278.9,0.135,0.023,0.159,0.02,0.0,0.78,0.0,0.57,1.46,0.0,0.0,0.0,0.59,0.21,0.33,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,2.0,0.98,1,0.09712,0.365238,-0.925834,-0.161843,0.321873,-0.932848,-0.035,0.354,-6.0,19.8,278.5,0.139,0.024,0.156,0.02,0.0,0.79,0.0,0.56,1.62,0.0,0.0,0.0,0.6,0.19,0.35,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,2.037,0.98,1,0.101448,0.370782,-0.923163,-0.15379,0.336835,-0.928919,-0.028,0.365,-6.4,19.6,278.4,0.141,0.027,0.153,0.0,0.0,0.75,0.0,0.56,1.62,0.0,0.0,0.0,0.62,0.18,0.41,0.01,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,2.074,0.98,1,0.107347,0.368107,-0.923566,-0.151412,0.320598,-0.935035,-0.024,0.355,-6.6,19.4,278.6,0.14,0.023,0.149,0.0,0.0,0.72,0.0,0.53,1.74,0.0,0.0,0.0,0.7,0.17,0.43,0.01,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,2.111,0.98,1,0.096916,0.341309,-0.934942,-0.132759,0.321884,-0.937425,-0.019,0.34,-6.7,19.0,278.3,0.144,0.024,0.146,0.0,0.0,0.73,0.0,0.5,1.68,0.0,0.0,0.0,0.67,0.24,0.46,0.01,0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,2.148,0.98,1,0.096997,0.337628,-0.936269,-0.127108,0.31097,-0.941882,-0.016,0.333,-6.7,19.0,278.6,0.141,0.023,0.147,0.0,0.0,0.7,0.0,0.48,1.73,0.0,0.0,0.0,0.62,0.23,0.43,0.05,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,2.185,0.98,1,0.097692,0.322954,-0.941359,-0.119369,0.287492,-0.950315,-0.011,0.312,-6.8,18.7,279.3,0.142,0.024,0.144,0.0,0.0,0.69,0.0,0.45,1.67,0.0,0.0,0.0,0.54,0.23,0.38,0.05,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
