Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,118.6887,72.0,13.4,0.005873211,-0.01780774782566,0.0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06e-06,0.0,0.0,0.0,0.0
2,4,0,0,119.3773,76.0,13.4,0.005876759,-0.01780774782566,0.0,263.6810303,-0.025501678,-0.100001574,1.925001574,1.51e-05,0.0,0.0,0.0,0.0
3,4,0,0,120.308,81.0,13.0,0.005833306,-0.01780774782566,0.0,183.9935303,-0.025501678,-0.100001574,1.925001574,2.32e-05,0.0,0.0,0.0,0.0
4,4,0,0,121.2533,85.0,13.0,0.005769701,-0.01780774782566,0.0,89.36462402,-0.024734711,-0.100001574,1.925001574,3.06e-05,0.0,0.0,0.0,0.004686
5,4,0,0,121.7315,87.0,12.9,0.005689462,0.51005300410954,0.0,12.31384277,-0.024734711,-0.100044012,1.925044012,3.83e-05,544.690918,815.510925,0.004808,0.004452
6,4,0,0,122.456,87.0,12.9,0.00562425,3.14295274287298,11.21429443,0.0,-0.012463226,-0.100250006,1.925250006,0.000445753,491.462097,1005.73761,0.004764,0.004404
7,4,0,0,122.8622,86.0,12.5,0.005561149,11.342550981557,9.676208496,0.0,-0.02166684,-0.103470087,1.928470087,0.074845189,591.281677,999.887573,0.004459,0.004036
8,4,0,0,123.1891,85.0,12.5,0.005518533,16.7160724109044,11.21429443,0.0,-0.010162323,-0.112407923,1.937407923,0.327625315,519.657593,795.746582,0.004635,0.004151
9,4,0,0,119.7633,85.0,12.2,0.005486406,21.4287586091892,7.651977539,0.0,-0.005560516,-0.129379034,1.954379034,1.701695614,518.785217,796.002014,0.0046,0.004068
10,4,0,0,111.005,87.0,12.2,0.005472471,23.7230941599996,12.66723633,0.0,-0.005560516,-0.149798632,1.974798632,3.957139807,536.89447,795.27887,0.004739,0.004254
11,4,0,0,108.0264,90.0,11.8,0.005467586,27.7847912560252,13.6340332,0.0,0.019941162,-0.185729742,2.010729742,7.510210443,0.0,0.0,0.0,0.0
12,4,0,0,106.9039,91.0,11.8,0.005464442,30.991279491641,13.67797852,0.0,0.010737549,-0.216927767,2.041927767,11.50866421,0.0,0.0,0.0,0.0
13,4,0,0,104.7867,90.0,11.6,0.0054507,34.1061620988752,12.97485352,0.0,-0.008628387,-0.242185354,2.067185354,16.21136381,0.0,0.0,0.0,0.0
14,4,0,0,102.0721,85.0,11.6,0.005425543,36.5730066988884,12.97485352,0.0,0.023776001,-0.270966768,2.095966768,21.15088147,552.971924,973.854187,0.004343,0.003912
15,4,0,0,100.8491,80.0,11.3,0.005390684,39.3430986396458,14.69146729,0.0,0.001533936,-0.27609086,2.10109086,27.18857242,530.216492,795.177917,0.004412,0.003964
16,4,0,0,100.4662,77.0,11.3,0.005367472,41.6303205696948,14.38110352,0.0,0.003067871,-0.261571169,2.086571169,32.98527178,549.274414,978.646606,0.004291,0.003851
17,4,0,0,100.4117,76.0,10.8,0.005354738,44.1990487997194,14.64752197,0.0,-0.010162323,-0.239293337,2.064293337,40.14079305,531.133972,797.679016,0.004287,0.003719
