frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,0.4,0.98,1,0.122497,0.357468,-0.925857,0.014112,0.312673,-0.949756,0.073,0.343,-50.6,3.7,311.0,0.236,-0.028,0.045,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.26,0.0,0.31,0.27,0.12,0.38,0.0,1.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
12,0,0.44,0.98,1,0.112233,0.374677,-0.920337,-0.007626,0.302089,-0.953249,0.056,0.347,-49.8,3.3,309.7,0.23,-0.02,0.05,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.46,0.0,0.59,0.46,0.15,0.32,0.0,1.16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13,0,0.48,0.98,1,0.11311,0.384911,-0.915996,-0.014553,0.320501,-0.947136,0.053,0.362,-49.2,3.5,308.6,0.233,-0.017,0.055,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.42,0.0,0.8,0.66,0.15,0.31,0.0,1.15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14,0,0.52,0.98,1,0.114878,0.370644,-0.921643,-0.011574,0.324817,-0.945706,0.055,0.357,-48.7,4.0,306.8,0.234,-0.013,0.056,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.34,0.0,0.9,0.75,0.21,0.28,0.0,1.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15,0,0.56,0.98,1,0.112866,0.379387,-0.918328,-0.006533,0.349564,-0.93689,0.057,0.374,-48.4,4.6,305.1,0.254,-0.001,0.057,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.22,0.01,0.95,0.78,0.25,0.35,0.0,1.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,0.6,0.98,1,0.12944,0.42084,-0.897852,-0.072738,0.440131,-0.894983,0.032,0.448,-48.5,5.5,301.7,0.297,0.01,0.054,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.14,0.04,1.0,0.67,0.31,0.29,0.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,0.64,0.98,1,0.127506,0.452486,-0.882609,-0.016581,0.44494,-0.895407,0.062,0.467,-48.7,5.5,299.3,0.308,0.003,0.047,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.09,0.15,1.05,0.6,0.35,0.28,0.0,1.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,0.68,0.98,1,0.16613,0.515877,-0.8404,-0.100865,0.500683,-0.859734,0.038,0.539,-50.2,5.7,302.1,0.322,0.016,0.039,1.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.13,1.04,0.22,1.05,0.55,0.36,0.26,0.0,1.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,0.72,0.98,1,0.177309,0.514786,-0.838783,-0.107437,0.518372,-0.848379,0.041,0.549,-51.1,6.0,302.2,0.319,0.011,0.034,0.94,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,1.0,0.25,0.92,0.5,0.28,0.38,0.0,1.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,0.76,0.98,1,0.219129,0.509383,-0.832172,-0.08511,0.549202,-0.831345,0.08,0.567,-52.3,6.4,302.0,0.321,0.009,0.029,0.87,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.97,0.2,0.82,0.43,0.25,0.39,0.0,2.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
21,0,0.8,0.98,1,0.240295,0.513323,-0.823867,-0.094551,0.540291,-0.83615,0.088,0.566,-54.0,6.7,302.4,0.332,0.009,0.026,0.74,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.93,0.12,0.61,0.24,0.2,0.41,0.0,2.28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,0,0.84,0.98,1,0.199716,0.505052,-0.839664,-0.091783,0.553985,-0.827452,0.065,0.566,-57.0,7.1,302.3,0.329,0.005,0.024,0.68,0.0,0.0,0.0,0.05,0.0,0.18,0.0,0.19,0.84,0.06,0.45,0.12,0.18,0.37,0.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0,0.88,0.98,1,0.156622,0.514608,-0.842999,-0.135878,0.553794,-0.821492,0.012,0.571,-58.9,7.2,302.2,0.33,0.006,0.021,0.75,0.0,0.0,0.0,0.13,0.0,0.23,0.0,0.24,0.69,0.0,0.21,0.0,0.15,0.44,0.0,2.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,0,0.92,0.98,1,0.145932,0.515827,-0.844172,-0.152356,0.544195,-0.825009,-0.004,0.566,-60.5,7.4,301.6,0.335,0.011,0.017,1.02,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.28,0.51,0.0,0.11,0.05,0.26,0.64,0.0,2.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,0,0.96,0.98,1,0.078677,0.455964,-0.886514,-0.103886,0.477273,-0.872593,-0.014,0.488,-63.2,7.9,301.2,0.317,0.034,0.031,1.41,0.0,0.0,0.0,0.18,0.0,0.08,0.0,0.3,0.51,0.0,0.11,0.07,0.53,0.78,0.02,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,0,1.0,0.98,1,0.080158,0.442026,-0.893414,-0.082779,0.422247,-0.902693,-0.001,0.448,-66.5,8.2,300.1,0.313,0.034,0.041,1.64,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.07,0.75,0.97,0.1,1.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0,1.04,0.98,1,0.102465,0.4852,-0.868379,-0.032878,0.448926,-0.892964,0.039,0.488,-68.5,8.6,301.0,0.319,0.056,0.039,1.72,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.34,0.77,0.0,0.11,0.03,0.86,1.02,0.19,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,0,1.08,0.98,1,0.083015,0.476512,-0.87524,-0.027362,0.438971,-0.898085,0.031,0.477,-69.8,8.7,300.8,0.315,0.056,0.044,1.63,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.34,0.83,0.0,0.09,0.0,0.88,1.12,0.29,1.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,0,1.12,0.98,1,0.104369,0.488856,-0.866099,-0.024355,0.441865,-0.896751,0.045,0.486,-70.1,8.7,301.3,0.318,0.056,0.047,1.55,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.34,0.9,0.0,0.18,0.0,0.93,1.09,0.29,1.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,0,1.16,0.98,1,0.098748,0.477,-0.873338,-0.042681,0.440212,-0.896879,0.032,0.478,-71.2,8.6,300.8,0.311,0.066,0.05,1.47,0.0,0.0,0.0,0.07,0.0,0.0,0.24,0.54,0.82,0.0,0.14,0.0,0.86,1.56,0.2,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,0,1.2,0.98,1,0.072871,0.41935,-0.904895,-0.049219,0.41335,-0.909241,0.013,0.43,-70.9,7.9,296.5,0.281,0.044,0.059,1.32,0.0,0.0,0.0,0.14,0.0,0.0,0.46,0.77,0.77,0.06,0.09,0.0,0.66,2.19,0.15,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32,0,1.24,0.98,1,0.141994,0.385063,-0.911901,-0.047166,0.475262,-0.878579,0.053,0.448,-70.7,7.6,296.5,0.268,0.044,0.066,1.34,0.0,0.0,0.0,0.17,0.0,0.0,0.71,1.03,0.55,0.09,0.0,0.0,0.43,2.87,0.07,1.53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33,0,1.28,0.98,1,0.192363,0.42655,-0.883771,-0.070434,0.457191,-0.886575,0.069,0.463,-70.0,7.1,296.3,0.26,0.037,0.073,1.34,0.0,0.0,0.0,0.16,0.0,0.0,0.7,1.06,0.49,0.16,0.0,0.0,0.3,3.05,0.07,1.66,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
34,0,1.32,0.98,1,0.186488,0.421021,-0.887673,-0.061146,0.452488,-0.889672,0.07,0.457,-70.0,7.1,296.2,0.258,0.035,0.075,1.04,0.0,0.0,0.0,0.24,0.0,0.02,0.77,1.05,0.38,0.17,0.0,0.0,0.18,3.14,0.12,1.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35,0,1.36,0.98,1,0.255242,0.482317,-0.837987,-0.059884,0.487229,-0.871219,0.114,0.516,-69.9,5.9,298.9,0.247,0.042,0.079,0.56,0.0,0.0,0.0,0.45,0.21,0.1,0.92,0.96,0.55,0.17,0.0,0.0,0.25,3.19,0.25,1.45,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
36,0,1.4,0.98,1,0.167846,0.403735,-0.899347,-0.013609,0.3928,-0.919523,0.085,0.413,-65.0,2.5,295.3,0.2,0.002,0.098,0.09,0.0,0.0,0.0,0.67,0.52,0.18,1.02,0.84,0.62,0.1,0.0,0.0,0.24,3.28,0.33,1.18,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37,0,1.44,0.98,1,0.164164,0.393995,-0.904333,-0.020945,0.377145,-0.925917,0.078,0.399,-63.9,1.5,295.2,0.18,-0.006,0.109,0.0,0.0,0.0,0.0,0.77,0.75,0.26,1.12,0.81,0.72,0.03,0.0,0.0,0.32,3.22,0.29,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
38,0,1.48,0.98,1,0.170818,0.380166,-0.909008,0.020183,0.371655,-0.928151,0.104,0.388,-63.5,0.7,296.0,0.165,-0.017,0.119,0.0,0.0,0.0,0.0,0.81,0.88,0.28,1.11,0.82,0.68,0.0,0.0,0.0,0.25,3.19,0.3,0.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
39,0,1.52,0.98,1,0.157879,0.375871,-0.913124,0.025027,0.365543,-0.930458,0.099,0.382,-63.4,0.7,295.8,0.161,-0.02,0.125,0.0,0.0,0.0,0.0,0.76,0.89,0.2,1.14,0.92,0.8,0.0,0.0,0.0,0.33,3.0,0.35,0.52,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
40,0,1.56,0.98,1,0.17718,0.360017,-0.915967,-0.005209,0.355553,-0.934642,0.093,0.369,-61.9,0.1,293.3,0.165,-0.055,0.129,0.0,0.0,0.0,0.0,0.66,0.96,0.24,1.2,0.98,0.83,0.0,0.0,0.0,0.26,2.94,0.3,0.44,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
41,0,1.6,0.98,1,0.251117,0.298155,-0.920893,0.039966,0.310233,-0.94982,0.154,0.314,-60.3,-2.6,290.4,0.113,-0.094,0.119,0.0,0.0,0.0,0.0,0.55,0.93,0.3,1.26,1.05,0.81,0.0,0.0,0.0,0.18,2.8,0.16,0.32,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
42,0,1.64,0.98,1,0.255509,0.2719,-0.927785,0.045039,0.291309,-0.955568,0.158,0.291,-60.1,-3.6,290.4,0.092,-0.098,0.11,0.0,0.0,0.0,0.13,0.53,0.91,0.49,1.35,1.1,0.72,0.0,0.0,0.0,0.01,2.8,0.03,0.23,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
43,0,1.68,0.98,1,0.248101,0.270423,-0.930224,0.070833,0.294743,-0.952948,0.168,0.292,-59.6,-4.4,288.4,0.067,-0.1,0.104,0.0,0.0,0.0,0.29,0.53,0.98,0.55,1.32,1.17,0.69,0.0,0.0,0.0,0.0,2.77,0.0,0.11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
44,0,1.72,0.98,1,0.246141,0.252579,-0.935745,0.070157,0.277236,-0.958237,0.165,0.273,-59.5,-4.6,287.9,0.052,-0.101,0.102,0.0,0.0,0.0,0.5,0.51,0.98,0.55,1.34,1.24,0.68,0.0,0.0,0.0,0.0,2.72,0.0,0.08,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45,0,1.76,0.98,1,0.241311,0.237183,-0.941017,0.073563,0.262586,-0.9621,0.164,0.257,-59.5,-4.7,287.5,0.033,-0.1,0.1,0.0,0.0,0.0,0.59,0.55,0.91,0.54,1.39,1.36,0.75,0.0,0.0,0.0,0.0,2.76,0.0,0.08,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
46,0,1.8,0.98,1,0.24073,0.22268,-0.944702,0.051779,0.250226,-0.966802,0.152,0.243,-59.7,-4.8,288.1,0.013,-0.092,0.103,0.0,0.01,0.0,0.62,0.63,0.8,0.57,1.46,1.44,0.91,0.0,0.0,0.0,0.0,2.77,0.03,0.07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
47,0,1.84,0.98,1,0.244436,0.222423,-0.943811,0.052516,0.252428,-0.96619,0.154,0.244,-59.9,-4.8,288.8,0.011,-0.091,0.104,0.0,0.01,0.0,0.61,0.72,0.74,0.62,1.52,1.51,1.08,0.0,0.0,0.0,0.0,2.87,0.04,0.04,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
48,0,1.88,0.98,1,0.24153,0.226033,-0.943701,0.040442,0.250181,-0.967354,0.146,0.244,-59.7,-4.3,288.4,0.014,-0.09,0.105,0.0,0.01,0.0,0.54,0.73,0.76,0.66,1.5,1.48,1.07,0.0,0.0,0.0,0.0,2.81,0.04,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
49,0,1.92,0.98,1,0.251073,0.232739,-0.939572,0.028709,0.245017,-0.969094,0.146,0.245,-59.8,-3.4,288.8,0.021,-0.092,0.107,0.0,0.0,0.0,0.35,0.7,0.73,0.73,1.42,1.36,1.04,0.0,0.0,0.0,0.0,2.73,0.02,0.24,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50,0,1.96,0.98,1,0.258782,0.269937,-0.927451,0.020915,0.261354,-0.965016,0.147,0.274,-60.1,-2.3,290.4,0.024,-0.096,0.108,0.0,0.0,0.0,0.15,0.46,0.47,0.57,1.06,1.07,1.19,0.0,0.07,0.0,0.0,2.14,0.01,0.66,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
51,0,2.0,0.88,1,0.351506,0.349616,-0.868454,0.017299,0.317656,-0.948048,0.2,0.352,-59.9,1.2,293.8,0.054,-0.12,0.106,0.0,0.0,0.0,0.0,0.21,0.23,0.46,0.7,0.76,1.34,0.0,0.29,0.14,0.0,1.68,0.04,1.21,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,0,2.04,0.93,1,0.385745,0.418138,-0.822412,0.026257,0.369461,-0.928875,0.231,0.423,-59.1,5.0,299.5,0.113,-0.159,0.101,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.58,1.43,0.0,0.61,0.41,0.0,1.3,0.09,1.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
53,0,2.08,0.98,1,0.331717,0.394029,-0.85715,0.023007,0.407397,-0.912961,0.198,0.425,-59.1,6.5,304.9,0.133,-0.172,0.091,0.2,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.61,1.24,0.0,0.86,0.74,0.0,1.38,0.09,1.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
54,0,2.12,0.98,1,0.293135,0.288164,-0.91161,0.079029,0.327718,-0.941464,0.198,0.321,-58.5,6.6,303.2,0.124,-0.173,0.087,0.49,0.15,0.0,0.0,0.0,0.0,0.03,0.19,0.74,1.0,0.0,0.94,0.93,0.0,1.37,0.06,1.46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
55,0,2.16,0.98,1,0.269744,0.260552,-0.927012,0.17331,0.274611,-0.945808,0.232,0.278,-57.5,7.2,300.3,0.14,-0.186,0.079,0.73,0.21,0.0,0.0,0.0,0.0,0.01,0.24,0.84,0.82,0.0,0.82,0.98,0.0,1.25,0.0,1.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
56,0,2.2,0.98,1,0.257038,0.271128,-0.927589,0.151664,0.267715,-0.951487,0.214,0.279,-56.8,7.2,300.3,0.15,-0.191,0.061,0.89,0.35,0.0,0.0,0.0,0.0,0.01,0.29,0.89,0.71,0.0,0.68,0.89,0.0,1.2,0.0,1.03,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
57,0,2.24,0.98,1,0.270292,0.272053,-0.923542,0.152637,0.276289,-0.948876,0.222,0.285,-56.7,6.8,300.3,0.149,-0.189,0.049,0.85,0.31,0.0,0.0,0.0,0.0,0.01,0.31,0.89,0.69,0.0,0.59,0.85,0.0,1.22,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
58,0,2.28,0.98,1,0.282055,0.268604,-0.921031,0.137246,0.282394,-0.94943,0.221,0.286,-56.3,6.0,299.2,0.146,-0.183,0.039,0.77,0.45,0.0,0.0,0.0,0.0,0.0,0.28,0.9,0.69,0.0,0.57,0.69,0.0,1.27,0.0,1.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
59,0,2.32,0.98,1,0.2904,0.281571,-0.914541,0.166442,0.248803,-0.954146,0.24,0.277,-56.6,5.2,300.3,0.119,-0.171,0.028,0.52,0.46,0.0,0.0,0.0,0.0,0.0,0.24,0.89,0.83,0.0,0.56,0.52,0.0,1.23,0.0,1.59,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
60,0,2.36,0.98,1,0.278166,0.317256,-0.906627,0.181344,0.306912,-0.934301,0.245,0.327,-55.9,4.6,295.8,0.118,-0.163,0.029,0.26,0.35,0.0,0.0,0.0,0.0,0.17,0.22,0.74,1.04,0.0,0.51,0.23,0.0,1.11,0.0,1.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
