frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,0.4,0.93,1,0.103455,0.02745,-0.994255,-0.063555,-0.015919,-0.997851,0.02,0.006,-21.8,32.0,253.2,-0.138,0.043,0.076,0.0,0.0,2.17,0.05,1.9,1.8,0.77,1.73,0.05,1.51,0.0,0.01,0.0,0.96,0.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0.44,0.98,1,0.132924,-0.007309,-0.991099,-0.087502,0.024081,-0.995873,0.023,0.008,-21.7,32.5,253.1,-0.14,0.03,0.061,0.0,0.0,2.05,0.0,1.73,1.57,0.62,1.67,0.0,1.39,0.0,0.01,0.0,0.99,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0.48,0.98,1,0.134994,-0.000614,-0.990846,-0.104564,-0.028671,-0.994105,0.015,-0.015,-21.7,32.7,252.1,-0.135,0.032,0.05,0.0,0.0,1.91,0.0,1.52,1.33,0.57,1.66,0.0,1.23,0.0,0.0,0.0,0.92,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0.52,0.98,1,0.105582,-0.010685,-0.994353,-0.113848,-0.039076,-0.992729,-0.004,-0.025,-21.8,32.8,252.1,-0.132,0.033,0.043,0.0,0.0,1.79,0.1,1.45,1.3,0.62,1.65,0.0,1.21,0.0,0.0,0.0,0.83,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0,0.56,0.98,1,0.104742,0.004576,-0.994489,-0.12198,-0.032611,-0.991997,-0.009,-0.014,-21.4,32.7,250.6,-0.13,0.041,0.035,0.0,0.0,1.77,0.1,1.4,1.23,0.56,1.65,0.0,1.27,0.0,0.0,0.0,0.7,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,0.6,0.98,1,0.063064,0.003071,-0.998005,-0.093056,-0.044614,-0.994661,-0.015,-0.021,-21.6,33.3,251.0,-0.125,0.046,0.03,0.0,0.0,1.69,0.1,1.37,1.24,0.6,1.54,0.0,1.27,0.0,0.0,0.0,0.54,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,0.64,0.98,1,0.069427,0.001933,-0.997585,-0.076924,-0.031553,-0.996538,-0.004,-0.015,-21.7,33.5,250.6,-0.118,0.049,0.024,0.0,0.0,1.65,0.0,1.34,1.29,0.59,1.51,0.0,1.35,0.0,0.0,0.0,0.45,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,0.68,0.98,1,0.074467,0.005184,-0.99721,-0.097784,-0.033866,-0.994631,-0.012,-0.014,-21.5,33.4,249.5,-0.116,0.049,0.02,0.0,0.0,1.59,0.01,1.3,1.4,0.67,1.49,0.0,1.3,0.0,0.0,0.0,0.37,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,0.72,0.98,1,0.059529,0.018127,-0.998062,-0.083361,-0.020099,-0.996317,-0.012,-0.001,-21.5,33.7,249.3,-0.105,0.053,0.016,0.0,0.0,1.55,0.01,1.28,1.23,0.66,1.55,0.01,1.32,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,0.76,0.98,1,0.064394,0.015444,-0.997805,-0.078143,-0.017084,-0.996796,-0.007,-0.001,-21.6,34.4,249.1,-0.098,0.057,0.01,0.0,0.0,1.4,0.01,1.24,0.96,0.54,1.56,0.01,1.35,0.0,0.0,0.0,0.12,0.21,0.0,0.06,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0,0.8,0.98,1,0.122042,0.048352,-0.991346,-0.08808,0.029829,-0.995667,0.017,0.039,-22.4,36.5,250.1,-0.095,0.06,0.02,0.0,0.0,1.34,0.0,1.14,0.45,0.33,1.55,0.01,1.43,0.0,0.0,0.0,0.04,0.16,0.0,0.11,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,0.84,0.98,1,0.152119,0.039723,-0.987564,-0.10221,0.088184,-0.990846,0.025,0.065,-23.1,38.0,250.3,-0.097,0.056,0.025,0.24,0.0,0.87,0.0,0.88,0.2,0.12,1.48,0.14,1.31,0.0,0.0,0.0,0.02,0.22,0.0,0.62,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0,0.88,0.98,1,0.136787,0.060954,-0.988723,-0.070635,0.093946,-0.993068,0.033,0.078,-24.1,38.9,244.8,-0.101,0.06,0.034,0.53,0.0,0.46,0.0,0.67,0.0,0.01,1.49,0.3,1.2,0.0,0.0,0.0,0.0,0.2,0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,0.92,0.98,1,0.076643,0.128367,-0.988761,-0.11205,0.178446,-0.977549,-0.018,0.155,-25.5,41.0,247.5,-0.073,0.077,0.043,0.74,0.0,0.02,0.0,0.46,0.0,0.0,1.48,0.44,1.26,0.0,0.0,0.0,0.0,0.26,0.0,1.69,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,0.96,0.98,1,0.038617,0.177937,-0.983284,-0.161628,0.230201,-0.959627,-0.063,0.207,-27.1,43.6,251.3,-0.025,0.107,0.04,0.64,0.0,0.0,0.19,0.45,0.0,0.0,1.37,0.38,1.57,0.0,0.0,0.0,0.0,0.4,0.0,1.94,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,1.0,0.98,1,0.073939,0.27037,-0.959913,-0.215602,0.331815,-0.918376,-0.075,0.31,-28.3,45.6,251.2,0.026,0.121,0.038,0.52,0.0,0.04,0.6,0.41,0.0,0.0,1.24,0.41,1.75,0.0,0.0,0.0,0.0,0.53,0.0,2.02,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,1.04,0.98,1,0.075012,0.3472,-0.934786,-0.238207,0.403961,-0.883217,-0.09,0.392,-31.7,50.0,252.6,0.101,0.133,0.043,0.58,0.0,0.04,0.87,0.43,0.0,0.0,1.13,0.47,1.87,0.0,0.0,0.08,0.0,0.54,0.0,2.01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,1.08,0.98,1,0.052769,0.379075,-0.92386,-0.2368,0.437991,-0.867231,-0.102,0.428,-34.0,52.0,253.2,0.148,0.135,0.037,0.7,0.0,0.04,1.0,0.47,0.0,0.0,1.17,0.59,1.89,0.0,0.0,0.1,0.0,0.38,0.0,1.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,1.12,0.98,1,0.071858,0.400904,-0.913297,-0.197983,0.461447,-0.864795,-0.071,0.452,-36.2,53.6,253.3,0.174,0.128,0.037,0.81,0.0,0.0,0.99,0.59,0.0,0.0,1.23,0.62,1.87,0.0,0.0,0.1,0.0,0.25,0.0,1.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,1.16,0.98,1,0.093023,0.413585,-0.905701,-0.191997,0.488332,-0.851275,-0.056,0.474,-38.1,54.7,252.5,0.198,0.122,0.029,0.94,0.0,0.0,1.07,0.74,0.0,0.0,1.24,0.64,1.79,0.0,0.0,0.11,0.0,0.13,0.0,1.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,1.2,0.98,1,0.108674,0.400967,-0.909624,-0.170561,0.501644,-0.848093,-0.035,0.474,-42.4,56.7,252.0,0.224,0.112,0.016,1.05,0.0,0.0,1.06,0.92,0.0,0.0,1.31,0.66,1.73,0.0,0.0,0.19,0.0,0.04,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,1.24,0.98,1,0.133921,0.43008,-0.892803,-0.153092,0.52448,-0.837546,-0.011,0.504,-44.9,57.5,252.2,0.245,0.106,0.005,1.17,0.0,0.0,0.87,1.06,0.0,0.0,1.41,0.67,1.81,0.0,0.0,0.27,0.0,0.0,0.0,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,1.28,0.98,1,0.154287,0.429749,-0.889669,-0.126593,0.525981,-0.841022,0.016,0.505,-47.3,58.5,252.5,0.263,0.101,-0.005,1.1,0.0,0.0,0.81,1.17,0.0,0.0,1.53,0.66,1.86,0.0,0.0,0.32,0.0,0.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,1.32,0.93,1,0.161663,0.438159,-0.884241,-0.122059,0.533992,-0.836632,0.023,0.514,-47.5,58.5,252.5,0.27,0.099,-0.009,1.08,0.0,0.0,0.82,1.21,0.0,0.0,1.58,0.65,1.85,0.0,0.0,0.43,0.0,0.0,0.0,0.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,1.36,0.98,1,0.170029,0.434867,-0.884297,-0.110237,0.538347,-0.835482,0.035,0.515,-49.5,59.5,252.3,0.278,0.09,-0.014,1.14,0.0,0.0,0.86,1.25,0.0,0.0,1.62,0.59,1.75,0.0,0.17,0.63,0.0,0.0,0.0,0.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1.4,0.98,1,0.193171,0.425511,-0.884096,-0.051176,0.5448,-0.837003,0.082,0.513,-53.4,62.0,252.6,0.276,0.072,-0.024,1.11,0.0,0.0,0.74,1.3,0.0,0.0,1.71,0.53,1.69,0.0,0.4,0.73,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,1.44,0.98,1,0.216532,0.420226,-0.881206,-0.060604,0.528885,-0.846527,0.09,0.502,-55.7,63.7,254.0,0.278,0.07,-0.033,1.12,0.0,0.0,0.58,1.31,0.0,0.0,1.85,0.48,1.65,0.0,0.63,0.73,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,1.48,0.98,1,0.193214,0.398787,-0.896458,-0.072415,0.52962,-0.845138,0.069,0.49,-58.6,65.9,254.8,0.275,0.062,-0.046,1.1,0.0,0.0,0.52,1.26,0.0,0.0,1.91,0.48,1.52,0.0,0.71,0.71,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,1.52,0.98,1,0.166982,0.363401,-0.916546,-0.087457,0.512923,-0.853968,0.045,0.46,-60.1,67.2,256.2,0.266,0.064,-0.053,1.3,0.0,0.0,0.54,1.19,0.0,0.0,1.88,0.46,1.36,0.0,0.77,0.69,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,1.56,0.98,1,0.176346,0.354653,-0.918217,-0.060356,0.50893,-0.858689,0.065,0.452,-61.0,68.0,256.0,0.269,0.06,-0.055,1.39,0.0,0.0,0.59,1.16,0.0,0.0,1.87,0.43,1.13,0.0,0.85,0.75,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,1.6,0.98,1,0.179274,0.353039,-0.918272,-0.036709,0.51988,-0.85345,0.08,0.458,-62.0,69.0,256.5,0.274,0.06,-0.055,1.47,0.0,0.0,0.62,1.12,0.0,0.0,1.82,0.37,1.02,0.0,0.98,0.8,0.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,1.64,0.98,1,0.191246,0.357454,-0.91414,-0.039671,0.513217,-0.857342,0.085,0.457,-62.7,69.8,256.9,0.285,0.058,-0.055,1.33,0.0,0.0,0.66,1.04,0.0,0.0,1.81,0.24,0.95,0.0,1.18,0.92,0.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,1.68,0.98,1,0.179308,0.375738,-0.909214,-0.082699,0.531905,-0.842756,0.055,0.478,-63.2,71.4,257.3,0.303,0.062,-0.058,1.33,0.0,0.0,0.65,0.95,0.0,0.0,1.75,0.1,0.88,0.0,1.38,0.89,0.87,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,1.72,0.98,1,0.183614,0.365936,-0.912347,-0.050742,0.526068,-0.848927,0.075,0.469,-63.2,71.5,257.1,0.308,0.062,-0.058,1.27,0.0,0.0,0.76,0.89,0.0,0.0,1.73,0.02,0.86,0.0,1.53,0.87,0.96,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1.76,0.98,1,0.170891,0.368469,-0.913798,-0.054068,0.513659,-0.856289,0.066,0.462,-63.4,71.9,257.3,0.315,0.064,-0.06,1.38,0.0,0.0,0.9,0.85,0.0,0.0,1.75,0.01,0.94,0.0,1.64,0.78,1.02,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,1.8,0.98,1,0.152863,0.370104,-0.916327,-0.10941,0.537047,-0.836427,0.025,0.478,-63.1,72.1,258.0,0.32,0.072,-0.061,1.49,0.0,0.0,1.01,0.84,0.0,0.0,1.77,0.01,1.08,0.0,1.68,0.85,1.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,1.84,0.98,1,0.164746,0.405826,-0.898979,-0.120074,0.531293,-0.838636,0.026,0.495,-62.4,72.1,257.3,0.328,0.075,-0.058,1.66,0.0,0.02,0.97,0.83,0.0,0.0,1.94,0.02,1.27,0.0,1.69,0.85,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,1.88,0.98,1,0.178273,0.4014,-0.898386,-0.14453,0.513195,-0.846016,0.019,0.483,-62.0,72.4,258.0,0.341,0.087,-0.056,1.76,0.0,0.07,0.72,0.85,0.0,0.0,2.08,0.05,1.38,0.0,1.61,0.85,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,1.92,0.98,1,0.202291,0.40943,-0.889632,-0.151662,0.473599,-0.867584,0.029,0.466,-61.4,72.8,258.2,0.358,0.099,-0.052,1.79,0.0,0.11,0.54,0.84,0.0,0.0,2.24,0.09,1.5,0.0,1.62,0.75,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,1.96,0.98,1,0.20067,0.406307,-0.891429,-0.158755,0.472884,-0.866705,0.024,0.464,-60.4,73.0,258.6,0.358,0.105,-0.047,1.55,0.0,0.23,0.38,0.88,0.0,0.0,2.22,0.15,1.57,0.0,1.42,0.8,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,2.0,0.98,1,0.088007,0.390674,-0.916313,-0.154554,0.404321,-0.901464,-0.037,0.412,-57.1,69.9,256.4,0.337,0.127,-0.029,1.19,0.0,0.24,0.32,0.92,0.0,0.0,2.26,0.27,1.68,0.0,1.05,0.87,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,2.04,0.98,1,0.059696,0.380619,-0.922803,-0.131067,0.403363,-0.905605,-0.039,0.405,-56.2,67.7,254.5,0.317,0.138,-0.018,0.81,0.0,0.2,0.2,0.98,0.0,0.0,2.22,0.36,1.76,0.0,0.57,0.96,0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,2.08,0.98,1,0.078074,0.391134,-0.917016,-0.132627,0.398223,-0.90765,-0.03,0.408,-56.3,65.8,254.4,0.306,0.145,-0.008,0.63,0.0,0.06,0.1,1.03,0.0,0.0,2.24,0.4,1.77,0.0,0.3,0.99,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,2.12,0.98,1,0.080016,0.390697,-0.917035,-0.130582,0.395138,-0.909293,-0.028,0.406,-56.3,65.7,254.4,0.31,0.145,-0.007,0.71,0.0,0.11,0.03,1.01,0.0,0.0,2.21,0.35,1.75,0.0,0.2,0.92,0.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,2.16,0.98,1,0.082788,0.374592,-0.923486,-0.143661,0.38296,-0.912526,-0.033,0.391,-56.5,64.2,254.5,0.299,0.148,-0.002,0.81,0.0,0.11,0.03,1.01,0.0,0.0,2.22,0.42,1.67,0.0,0.13,0.85,0.13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,2.2,0.98,1,0.080493,0.351877,-0.932579,-0.138731,0.380601,-0.914274,-0.032,0.378,-57.6,61.8,254.1,0.284,0.153,0.001,0.88,0.0,0.1,0.02,0.97,0.0,0.0,2.22,0.48,1.59,0.0,0.06,0.78,0.08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,2.24,0.98,1,0.074538,0.352012,-0.933023,-0.145718,0.37936,-0.913702,-0.039,0.377,-58.5,60.7,254.4,0.278,0.152,0.005,0.93,0.0,0.0,0.0,0.94,0.0,0.0,2.19,0.59,1.52,0.0,0.02,0.81,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,2.28,0.98,1,0.052745,0.365695,-0.929239,-0.144349,0.381695,-0.912947,-0.05,0.385,-59.5,59.7,254.2,0.276,0.154,0.007,0.99,0.0,0.0,0.0,0.9,0.0,0.0,2.25,0.6,1.32,0.0,0.0,0.81,0.1,0.03,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,2.32,0.98,1,0.062949,0.362483,-0.929862,-0.14568,0.380407,-0.913273,-0.045,0.383,-61.4,57.3,253.0,0.266,0.16,0.003,0.99,0.0,0.0,0.05,0.91,0.0,0.0,2.31,0.63,1.27,0.0,0.0,0.86,0.1,0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,0,2.36,0.98,1,0.061061,0.371416,-0.926456,-0.134797,0.386911,-0.912211,-0.04,0.391,-61.6,57.3,253.2,0.271,0.163,0.001,1.04,0.0,0.0,0.06,0.84,0.0,0.0,2.46,0.62,1.02,0.0,0.0,0.65,0.07,0.16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
