frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.0,0.98,1,0.106453,0.103322,-0.988935,-0.051288,0.112309,-0.992349,0.028,0.108,-30.8,42.0,286.6,-0.054,0.042,-0.066,0.31,0.0,0.19,0.0,0.29,0.0,0.0,0.0,0.0,0.55,0.0,0.32,0.0,0.0,0.76,0.22,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.042,0.98,1,0.1004,0.12675,-0.986841,-0.024727,0.135634,-0.99045,0.038,0.132,-30.6,41.7,285.7,-0.043,0.048,-0.075,0.1,0.18,0.08,0.0,0.25,0.0,0.0,0.0,0.0,0.53,0.0,0.19,0.0,0.04,1.02,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.083,0.98,1,0.095157,0.118863,-0.98834,-0.044587,0.163707,-0.985501,0.026,0.142,-31.9,42.5,289.4,-0.033,0.069,-0.061,0.0,0.22,0.02,0.0,0.21,0.0,0.0,0.0,0.0,0.42,0.0,0.24,0.0,0.21,1.15,0.12,0.1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.125,0.98,1,0.093053,0.119457,-0.988469,-0.080598,0.171926,-0.981807,0.006,0.147,-32.2,42.8,291.6,-0.027,0.061,-0.049,0.01,0.25,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.26,0.0,0.32,0.07,0.53,1.28,0.33,0.03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,0,0.167,0.98,1,0.107356,0.147255,-0.983255,-0.030727,0.205437,-0.978188,0.039,0.178,-31.7,42.9,291.7,-0.008,0.042,-0.047,0.03,0.14,0.0,0.02,0.23,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.07,0.68,1.27,0.53,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,0,0.208,0.98,1,0.101766,0.166069,-0.980849,-0.045358,0.196771,-0.9794,0.029,0.183,-31.3,42.8,291.0,0.006,0.049,-0.054,0.03,0.15,0.0,0.02,0.24,0.0,0.05,0.0,0.0,0.12,0.0,0.14,0.07,0.51,1.24,0.56,0.03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,0,0.25,0.98,1,0.104307,0.169327,-0.980025,-0.041076,0.205271,-0.977843,0.032,0.189,-30.8,42.4,289.2,0.016,0.061,-0.065,0.02,0.08,0.0,0.02,0.25,0.0,0.12,0.0,0.0,0.1,0.0,0.12,0.0,0.33,1.21,0.44,0.03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,0,0.292,0.98,1,0.086002,0.166474,-0.982288,-0.064672,0.188569,-0.979928,0.011,0.179,-32.1,43.2,291.4,0.007,0.07,-0.054,0.13,0.1,0.0,0.0,0.23,0.0,0.16,0.0,0.0,0.16,0.0,0.14,0.03,0.38,1.12,0.41,0.03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,0.333,0.98,1,0.100449,0.188056,-0.977008,-0.064061,0.19051,-0.979593,0.019,0.191,-31.6,43.5,291.5,0.014,0.055,-0.047,0.19,0.07,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.2,0.0,0.13,0.03,0.41,1.04,0.4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0.375,0.98,1,0.080014,0.191073,-0.978309,-0.044053,0.216192,-0.975357,0.018,0.206,-30.7,43.1,288.4,0.022,0.064,-0.059,0.23,0.07,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.27,0.0,0.09,0.03,0.41,1.0,0.43,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,0.417,0.98,1,0.103621,0.170211,-0.979944,-0.068062,0.209765,-0.97538,0.018,0.192,-31.4,44.3,291.1,0.008,0.072,-0.048,0.15,0.04,0.0,0.0,0.25,0.0,0.04,0.0,0.0,0.27,0.0,0.08,0.0,0.44,0.99,0.39,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,0,0.458,0.98,1,0.103941,0.185936,-0.977049,-0.07003,0.218518,-0.973317,0.017,0.204,-30.8,44.3,290.9,0.01,0.051,-0.043,0.15,0.03,0.0,0.0,0.26,0.0,0.04,0.0,0.0,0.36,0.0,0.08,0.02,0.45,1.1,0.48,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,0,0.5,0.98,1,0.115524,0.228945,-0.96656,-0.061555,0.234611,-0.970138,0.028,0.235,-29.4,44.8,289.2,0.034,0.062,-0.052,0.2,0.05,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.46,0.0,0.04,0.04,0.42,1.11,0.45,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,0,0.542,0.98,1,0.110596,0.202027,-0.973115,-0.072318,0.231872,-0.970054,0.02,0.22,-29.0,45.8,290.1,0.03,0.063,-0.042,0.23,0.04,0.0,0.03,0.28,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.04,0.35,1.15,0.48,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,0,0.583,0.98,1,0.109379,0.199473,-0.97378,-0.072898,0.22892,-0.970712,0.019,0.217,-29.3,46.1,291.1,0.029,0.057,-0.036,0.25,0.06,0.0,0.03,0.29,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.02,0.31,1.14,0.38,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16,0,0.625,0.98,1,0.107122,0.200197,-0.973882,-0.088819,0.239343,-0.966864,0.009,0.223,-28.5,45.9,289.9,0.041,0.066,-0.043,0.19,0.08,0.0,0.15,0.27,0.0,0.0,0.0,0.0,0.41,0.0,0.04,0.03,0.37,1.19,0.38,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17,0,0.667,0.98,1,0.087719,0.199783,-0.975906,-0.096878,0.217974,-0.971134,-0.005,0.211,-29.5,46.2,291.9,0.022,0.081,-0.026,0.11,0.08,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.43,0.0,0.14,0.03,0.49,1.24,0.35,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18,0,0.708,0.98,1,0.096051,0.145879,-0.984629,-0.087744,0.225652,-0.970248,0.004,0.188,-29.7,46.2,293.4,0.018,0.072,-0.014,0.1,0.06,0.0,0.36,0.18,0.0,0.03,0.0,0.0,0.3,0.0,0.16,0.04,0.86,1.22,0.52,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
19,0,0.75,0.98,1,0.089629,0.161178,-0.982847,-0.087403,0.241391,-0.966484,0.001,0.204,-28.9,45.5,292.2,0.011,0.055,-0.013,0.16,0.04,0.0,0.28,0.14,0.0,0.03,0.0,0.0,0.25,0.0,0.12,0.02,0.88,1.13,0.54,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20,0,0.792,0.98,1,0.092097,0.178283,-0.97966,-0.088389,0.247085,-0.964954,0.002,0.215,-28.4,45.2,290.5,0.026,0.063,-0.021,0.2,0.12,0.0,0.17,0.14,0.0,0.05,0.0,0.0,0.29,0.01,0.03,0.02,0.61,1.06,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21,0,0.833,0.98,1,0.087981,0.167684,-0.981907,-0.105699,0.246945,-0.963248,-0.009,0.21,-27.6,44.3,290.0,0.033,0.069,-0.027,0.24,0.28,0.0,0.11,0.15,0.0,0.03,0.0,0.0,0.39,0.03,0.03,0.01,0.43,1.08,0.38,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,0,0.875,0.98,1,0.09045,0.161269,-0.982757,-0.107791,0.242456,-0.964156,-0.009,0.204,-28.0,44.5,291.1,0.023,0.062,-0.019,0.28,0.3,0.0,0.17,0.12,0.0,0.05,0.0,0.0,0.37,0.03,0.03,0.0,0.27,1.07,0.42,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23,0,0.917,0.98,1,0.104734,0.181323,-0.977831,-0.121606,0.221785,-0.967483,-0.009,0.204,-27.2,43.8,288.6,0.025,0.056,-0.025,0.29,0.21,0.0,0.17,0.08,0.0,0.04,0.0,0.0,0.3,0.03,0.03,0.06,0.24,1.02,0.4,0.02,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24,0,0.958,0.98,1,0.089115,0.188318,-0.978057,-0.125445,0.231116,-0.964805,-0.019,0.213,-26.9,43.2,287.1,0.03,0.064,-0.033,0.28,0.04,0.0,0.19,0.02,0.0,0.04,0.0,0.0,0.23,0.0,0.0,0.08,0.1,1.05,0.38,0.02,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25,0,1.0,0.98,1,0.098603,0.184789,-0.977819,-0.083081,0.223292,-0.971205,0.008,0.206,-27.5,43.5,288.9,0.014,0.055,-0.029,0.21,0.0,0.0,0.08,0.01,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.1,0.05,1.07,0.24,0.14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
26,0,1.042,0.98,1,0.060976,0.230048,-0.971267,-0.096033,0.236845,-0.96679,-0.018,0.236,-27.2,43.0,286.3,0.026,0.061,-0.04,0.2,0.07,0.0,0.08,0.04,0.0,0.06,0.0,0.0,0.24,0.0,0.03,0.05,0.06,1.13,0.25,0.12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27,0,1.083,0.98,1,0.06472,0.165535,-0.984078,-0.099447,0.1893,-0.97687,-0.018,0.179,-29.0,44.4,291.1,0.007,0.069,-0.035,0.18,0.23,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.22,0.07,0.03,0.1,0.17,1.1,0.37,0.12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
28,0,1.125,0.98,1,0.060112,0.187868,-0.980353,-0.05067,0.215641,-0.975157,0.005,0.203,-28.9,44.9,291.5,0.013,0.048,-0.026,0.23,0.31,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.32,0.11,0.03,0.11,0.22,1.14,0.52,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
29,0,1.167,0.98,1,0.074676,0.190522,-0.978839,-0.095003,0.219612,-0.97095,-0.01,0.207,-29.1,44.6,289.4,0.034,0.066,-0.036,0.23,0.33,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.39,0.18,0.0,0.14,0.43,1.18,0.57,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30,0,1.208,0.98,1,0.081739,0.16264,-0.983294,-0.104515,0.19398,-0.975422,-0.012,0.18,-30.5,45.6,293.3,0.019,0.076,-0.026,0.29,0.33,0.0,0.0,0.17,0.0,0.04,0.0,0.0,0.49,0.16,0.0,0.17,0.52,1.2,0.56,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
31,0,1.25,0.98,1,0.064022,0.16335,-0.984489,-0.069758,0.214495,-0.974231,-0.003,0.191,-30.1,45.4,293.1,0.017,0.058,-0.022,0.3,0.34,0.0,0.0,0.2,0.0,0.03,0.0,0.0,0.41,0.2,0.0,0.14,0.62,1.22,0.46,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
32,0,1.292,0.98,1,0.06447,0.170261,-0.983288,-0.091607,0.216287,-0.972023,-0.014,0.195,-29.6,44.7,291.2,0.023,0.069,-0.029,0.37,0.34,0.0,0.0,0.18,0.0,0.02,0.0,0.0,0.41,0.23,0.0,0.16,0.64,1.2,0.51,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,0,1.333,0.98,1,0.079825,0.174975,-0.981332,-0.123055,0.22115,-0.967445,-0.022,0.201,-28.7,44.1,292.0,0.011,0.061,-0.022,0.43,0.34,0.0,0.0,0.19,0.0,0.02,0.0,0.0,0.38,0.29,0.04,0.08,0.67,1.28,0.47,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34,0,1.375,0.98,1,0.075008,0.156863,-0.984768,-0.12361,0.204229,-0.971088,-0.025,0.183,-28.4,44.0,292.4,0.002,0.059,-0.018,0.42,0.3,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.4,0.3,0.04,0.09,0.67,1.28,0.52,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
35,0,1.417,0.98,1,0.074798,0.1739,-0.981919,-0.121746,0.213361,-0.969358,-0.024,0.196,-27.8,43.5,290.1,0.014,0.071,-0.028,0.5,0.41,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.44,0.33,0.04,0.05,0.66,1.38,0.55,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36,0,1.458,0.98,1,0.062591,0.151503,-0.986473,-0.117286,0.204866,-0.971738,-0.028,0.18,-27.8,43.9,291.2,-0.001,0.067,-0.02,0.44,0.5,0.0,0.01,0.27,0.0,0.0,0.0,0.0,0.39,0.28,0.0,0.06,0.61,1.38,0.55,0.05,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
37,0,1.5,0.98,1,0.059874,0.143451,-0.987845,-0.109058,0.213263,-0.970889,-0.025,0.18,-28.1,44.3,292.0,-0.003,0.068,-0.016,0.55,0.68,0.0,0.01,0.28,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.11,0.74,1.5,0.62,0.13,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
38,0,1.542,0.98,1,0.066864,0.180668,-0.981269,-0.102377,0.207826,-0.972793,-0.018,0.196,-28.6,44.8,291.9,-0.001,0.066,-0.016,0.57,0.84,0.0,0.07,0.27,0.0,0.0,0.0,0.0,0.22,0.25,0.0,0.16,0.83,1.57,0.68,0.14,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39,0,1.583,0.98,1,0.08718,0.172605,-0.981125,-0.102536,0.173765,-0.979435,-0.008,0.175,-29.3,45.3,292.7,-0.024,0.082,-0.017,0.66,0.86,0.0,0.14,0.24,0.0,0.0,0.0,0.0,0.26,0.27,0.0,0.27,0.94,1.65,0.75,0.09,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
40,0,1.625,0.98,1,0.094906,0.123922,-0.987743,-0.107783,0.152473,-0.982413,-0.007,0.139,-29.6,45.6,293.5,-0.038,0.08,-0.018,0.69,0.85,0.0,0.14,0.25,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.32,1.06,1.64,0.85,0.03,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41,0,1.667,0.98,1,0.097254,0.154386,-0.983212,-0.099407,0.182639,-0.978142,-0.001,0.17,-30.2,46.3,293.6,-0.011,0.086,-0.02,0.7,0.85,0.0,0.09,0.26,0.0,0.0,0.0,0.0,0.34,0.23,0.02,0.33,1.13,1.62,0.83,0.07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
42,0,1.708,0.98,1,0.089305,0.174043,-0.98068,-0.093599,0.177576,-0.979646,-0.002,0.177,-30.6,46.4,293.7,-0.008,0.091,-0.022,0.68,0.94,0.0,0.02,0.3,0.0,0.0,0.0,0.0,0.37,0.31,0.04,0.28,1.17,1.58,0.85,0.07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
43,0,1.75,0.98,1,0.089927,0.17505,-0.980444,-0.094136,0.178779,-0.979376,-0.002,0.179,-30.7,46.4,293.7,-0.008,0.092,-0.022,0.59,1.03,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.46,0.27,0.1,0.18,1.15,1.6,0.77,0.13,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
44,0,1.792,0.98,1,0.113078,0.118533,-0.98649,-0.093226,0.175291,-0.980093,0.01,0.148,-29.9,44.8,293.9,-0.031,0.073,-0.024,0.58,1.22,0.0,0.24,0.28,0.0,0.0,0.0,0.0,0.36,0.24,0.08,0.15,1.15,1.62,0.82,0.12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45,0,1.833,0.98,1,0.131072,0.11216,-0.985008,-0.101939,0.175664,-0.979158,0.015,0.146,-29.0,43.8,294.0,-0.049,0.061,-0.028,0.58,1.39,0.0,0.31,0.18,0.0,0.0,0.0,0.0,0.31,0.17,0.05,0.07,1.09,1.59,0.75,0.17,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
46,0,1.875,0.98,1,0.111511,0.111184,-0.987524,-0.066906,0.188154,-0.979858,0.023,0.151,-28.7,41.6,292.0,-0.049,0.034,-0.033,0.55,1.39,0.0,0.22,0.12,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.1,0.84,1.57,0.65,0.27,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
47,0,1.917,0.98,1,0.106068,0.118006,-0.987332,-0.088343,0.187088,-0.978363,0.009,0.154,-29.1,40.5,289.2,-0.032,0.038,-0.032,0.38,1.09,0.0,0.08,0.12,0.0,0.11,0.0,0.0,0.2,0.19,0.0,0.07,0.45,1.42,0.44,0.46,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
48,0,1.958,0.98,1,0.086618,0.13907,-0.986487,-0.08466,0.20405,-0.975293,0.001,0.173,-28.7,39.9,287.3,-0.014,0.04,-0.032,0.32,0.82,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.34,0.11,0.08,0.08,0.12,1.5,0.36,0.67,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49,0,2.0,0.98,1,0.127159,0.115667,-0.985115,-0.101121,0.157507,-0.982327,0.013,0.138,-33.7,39.5,287.1,-0.06,0.084,-0.027,0.39,0.86,0.0,0.07,0.25,0.0,0.22,0.0,0.0,0.43,0.06,0.17,0.05,0.12,1.61,0.41,0.72,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50,0,2.042,0.98,1,0.107399,0.052363,-0.992836,-0.106515,0.146738,-0.983424,0.0,0.1,-35.5,40.0,287.9,-0.074,0.081,-0.019,0.54,0.85,0.0,0.07,0.3,0.0,0.11,0.0,0.0,0.49,0.0,0.25,0.06,0.34,1.77,0.61,0.77,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
51,0,2.083,0.98,1,0.112315,0.043649,-0.992714,-0.10672,0.133927,-0.985228,0.003,0.09,-35.8,40.3,289.2,-0.081,0.074,-0.012,0.69,0.92,0.0,0.12,0.37,0.0,0.05,0.0,0.0,0.42,0.0,0.28,0.06,0.62,1.75,0.75,0.66,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,2.125,0.98,1,0.130548,0.102223,-0.986158,-0.104399,0.128836,-0.986155,0.013,0.117,-37.3,41.3,289.3,-0.075,0.069,-0.011,0.78,0.88,0.0,0.16,0.43,0.0,0.0,0.0,0.0,0.41,0.0,0.28,0.17,0.82,1.65,0.83,0.61,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
53,0,2.167,0.98,1,0.119427,0.119312,-0.985648,-0.088037,0.13678,-0.986682,0.016,0.129,-37.8,42.1,290.6,-0.075,0.06,-0.011,0.84,0.98,0.0,0.18,0.49,0.0,0.0,0.0,0.0,0.42,0.0,0.24,0.2,0.99,1.61,0.76,0.4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,0,2.208,0.98,1,0.101816,0.085883,-0.991089,-0.06848,0.130653,-0.98906,0.017,0.109,-37.5,43.0,290.9,-0.07,0.053,-0.013,0.84,1.05,0.0,0.3,0.46,0.0,0.04,0.0,0.0,0.38,0.0,0.16,0.23,1.12,1.5,0.75,0.24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
55,0,2.25,0.98,1,0.114244,0.069674,-0.991006,-0.051556,0.106094,-0.993019,0.032,0.088,-37.0,43.5,291.2,-0.059,0.052,-0.015,0.8,1.06,0.0,0.37,0.43,0.0,0.05,0.0,0.0,0.38,0.0,0.07,0.14,1.2,1.48,0.76,0.07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56,0,2.292,0.98,1,0.11872,0.076113,-0.990006,-0.049354,0.105017,-0.993245,0.035,0.091,-36.9,43.6,291.2,-0.059,0.051,-0.015,0.88,1.13,0.0,0.36,0.37,0.0,0.05,0.0,0.0,0.4,0.0,0.03,0.15,1.18,1.53,0.8,0.11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
57,0,2.333,0.98,1,0.1121,0.109931,-0.987598,-0.055917,0.122422,-0.990902,0.028,0.117,-35.7,43.7,291.4,-0.06,0.046,-0.017,0.82,1.09,0.0,0.2,0.37,0.0,0.01,0.0,0.0,0.44,0.0,0.0,0.17,1.16,1.62,0.83,0.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
58,0,2.375,0.98,1,0.109256,0.109894,-0.98792,-0.0508,0.120767,-0.99138,0.03,0.116,-35.0,43.8,291.4,-0.056,0.046,-0.017,0.86,1.14,0.0,0.19,0.36,0.0,0.0,0.0,0.0,0.47,0.04,0.01,0.15,1.13,1.69,0.77,0.24,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
59,0,2.417,0.98,1,0.102591,0.084545,-0.991124,-0.059622,0.122,-0.990738,0.022,0.104,-34.5,44.2,291.1,-0.05,0.058,-0.018,0.82,1.12,0.0,0.35,0.37,0.0,0.0,0.0,0.0,0.45,0.08,0.04,0.14,1.14,1.73,0.76,0.17,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
60,0,2.458,0.98,1,0.106407,0.074283,-0.991544,-0.055842,0.11417,-0.991891,0.025,0.095,-34.4,44.2,291.0,-0.053,0.057,-0.018,0.84,1.22,0.0,0.55,0.34,0.0,0.0,0.0,0.0,0.38,0.08,0.04,0.09,1.08,1.78,0.69,0.14,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
61,0,2.5,0.98,1,0.08999,0.100355,-0.990874,-0.069857,0.116162,-0.990771,0.01,0.109,-33.8,44.6,289.7,-0.052,0.068,-0.018,0.79,1.27,0.0,0.54,0.37,0.0,0.0,0.0,0.0,0.46,0.04,0.04,0.21,1.05,1.75,0.7,0.18,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
