Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,136.4405,80,13.3,0.006736246,-0.01780772046688,0.0,263.0950928,-0.063083099,-0.100008726,1.925008726,8.06111e-06,529.918884,1015.411072,0.0,0.0
2,4,0,0,137.1479,80,13.5,0.00685573,-0.01780772046688,0.0,263.0950928,-0.063083099,-0.100008726,1.925008726,1.51146e-05,0.0,0.0,0.0,0.0
3,4,0,0,137.76,81,13.5,0.006878518,-0.01780772690424,0.0,182.9681396,-0.058481293,-0.100008726,1.925008726,2.31757e-05,0.0,0.0,0.0,0.0
4,4,0,0,137.9653,81,13.7,0.006814613,0.21311109771884,0.0,150.1556396,-0.053879486,-0.100037336,1.925037336,3.02292e-05,662.207581,830.515381,0.0,0.0
5,4,0,0,138.5848,82,13.7,0.006686045,0.80421948779776,0.0,37.80212402,0.009203613,-0.100491762,1.925491762,0.00193185,521.053589,981.70697,0.0,0.0
6,4,0,0,138.6886,82,13.5,0.006551811,7.2858048607167,23.84033203,0.0,0.030678711,-0.099391222,1.924391222,0.063356339,633.22583,872.526978,0.0,0.0
7,4,0,0,139.4195,82,13.5,0.006398128,12.5341137269583,6.729125977,0.0,0.018407227,-0.093063116,1.918063116,0.235522527,529.158081,974.921326,0.0,0.0
8,4,0,0,139.8406,83,13.4,0.006278225,21.5374895463788,38.8394165,0.0,0.010737549,-0.080874205,1.905874205,0.725086559,536.173889,980.679871,0.0,0.0
9,4,0,0,140.3706,83,13.4,0.006167931,31.7441469452764,17.15240479,0.0,0.001533936,-0.050110102,1.875110102,3.155398975,511.85199,815.170898,0.0,0.0
10,4,0,0,141.0119,83,13.2,0.00609989,36.6720091435912,38.66363525,0.0,0.003834839,-0.000708,1.825708342,5.713248675,550.541687,939.507629,0.0,0.0
11,4,0,0,141.5508,83,13.2,0.006061753,43.0265430925522,44.73358154,0.0,0.00690271,0.080071688,1.744928312,10.1395796,522.059692,826.153625,0.0,0.0
12,4,0,0,142.0939,83,13.4,0.006060056,48.1143189371202,43.94256592,0.0,-0.001725677,0.165311575,1.659688425,15.49143631,539.380981,937.56012,0.0,0.0
13,4,0,0,142.6411,83,13.4,0.006069509,53.721865043482,40.46539307,0.0,-0.057714325,0.257773638,1.567226362,22.83569215,540.672119,950.861206,0.0,0.0
14,4,0,0,142.9715,83,13.6,0.006063434,57.9888135006916,14.24926758,0.0,0.036047485,0.231948614,1.593051386,30.08811614,525.61438,884.769287,0.0,0.0
15,4,0,0,143.4144,83,13.6,0.006023903,60.6972667055648,28.32550049,0.0,-0.053879486,0.265895605,1.559104395,39.36806193,509.841187,840.664673,0.0,0.0
16,4,0,0,143.8601,83,13.4,0.005968379,64.9270200162274,23.09051514,0.0,0.001533936,0.300109148,1.524890852,48.30884037,537.011292,944.673523,0.0,0.0
17,4,0,0,144.3085,83,13.4,0.005908971,67.7296392289552,7.432250977,0.0,-0.02166684,0.264837503,1.560162497,59.89836336,520.214478,841.973694,0.0,0.0
18,4,0,0,144.9864,82,13.6,0.005875465,68.7136200249208,22.47528076,0.0,-0.023200775,0.207276106,1.617723894,69.89217121,502.159912,876.703491,0.0,0.0
19,4,0,0,145.3277,81,13.6,0.00585822,71.316820543053,29.60266113,0.0,-0.008628387,0.057992697,1.767007303,83.16546982,504.515594,859.422974,0.0,0.0
20,4,0,0,146.0152,81,13.4,0.005855729,71.8255022269392,0.0,0.0,0.052920776,-0.12353301,1.94853301,94.10520004,538.871216,954.121521,0.0,0.0
21,4,0,0,146.3615,80,13.4,0.005857649,71.8082029323838,16.80084229,0.0,-0.010929291,-0.196747541,2.021747541,108.4596871,518.296326,853.985107,0.0,0.0
22,4,0,0,146.5932,80,13.3,0.00585546,73.2999729527386,22.69500732,0.0,0.019941162,-0.244900942,2.069900942,120.5498785,504.880402,909.614807,0.0,0.0
23,4,0,0,147.1757,80,13.3,0.005846532,74.1890847006706,0.0,5.282592773,0.0,-0.27613616,2.10113616,134.2623241,516.474121,869.844177,0.0,0.0
