frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.038,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.077,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.115,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.154,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.192,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.231,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.269,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0.308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0.346,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0.423,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19616332.0,-14712248.0,30650518.0,-0.388,0.409,0.044,0.0,0.0,0.22,0.0,0.39,0.0,0.0,0.17,0.0,0.24,0.0,0.12,0.0,0.25,0.19,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0.462,0.98,1,0.076783,-0.044708,-0.996045,-0.105197,-0.111953,-0.98813,-0.014,-0.079,-17.3,14.2,266.9,-0.173,0.038,-0.021,0.0,0.0,0.58,0.0,0.93,0.13,0.0,0.49,0.0,0.52,0.04,0.28,0.0,0.46,0.39,0.0,0.64,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0,0.5,0.98,1,0.049748,0.036876,-0.998081,-0.120448,0.143463,-0.982299,-0.036,0.091,-18.6,12.7,270.3,-0.171,0.044,-0.044,0.0,0.0,0.91,0.0,1.53,0.36,0.0,0.76,0.0,0.84,0.11,0.5,0.0,0.65,0.57,0.0,0.9,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0,0.538,0.98,1,0.113986,0.074824,-0.990661,-0.049448,-0.058051,-0.997088,0.032,0.008,-19.4,12.5,270.6,-0.157,0.05,-0.054,0.0,0.0,0.95,0.0,1.68,0.39,0.0,0.87,0.0,0.89,0.17,0.55,0.0,0.6,0.54,0.0,0.68,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16,0,0.577,0.98,1,0.07428,0.085073,-0.993602,-0.036255,-0.049254,-0.998128,0.019,0.018,-19.4,12.3,268.5,-0.146,0.049,-0.059,0.0,0.0,0.87,0.0,1.7,0.27,0.0,0.79,0.0,0.86,0.2,0.49,0.0,0.57,0.55,0.0,0.69,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
17,0,0.615,0.98,1,0.097789,0.082714,-0.991764,-0.035136,-0.039563,-0.998599,0.031,0.022,-19.8,12.4,269.5,-0.151,0.048,-0.061,0.0,0.0,0.86,0.0,1.63,0.09,0.0,0.86,0.0,0.89,0.23,0.49,0.0,0.69,0.64,0.0,0.68,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18,0,0.654,0.98,1,0.10951,0.097398,-0.989202,-0.044177,-0.053692,-0.99758,0.033,0.022,-19.9,12.6,267.9,-0.149,0.048,-0.063,0.0,0.0,0.99,0.0,1.6,0.06,0.0,0.89,0.0,0.99,0.36,0.47,0.0,0.77,0.68,0.0,0.74,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
19,0,0.692,0.98,1,0.094833,0.106012,-0.989832,-0.082684,-0.052591,-0.995187,0.006,0.027,-19.7,12.7,266.7,-0.141,0.052,-0.065,0.0,0.0,1.01,0.0,1.58,0.07,0.0,0.93,0.0,1.12,0.38,0.61,0.0,0.89,0.78,0.0,0.77,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20,0,0.731,0.98,1,0.09606,0.094425,-0.990887,-0.094421,-0.057016,-0.993898,0.001,0.019,-18.8,12.4,266.2,-0.138,0.054,-0.066,0.0,0.0,0.99,0.0,1.56,0.06,0.0,0.94,0.0,1.13,0.4,0.63,0.0,0.89,0.71,0.0,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21,0,0.769,0.98,1,0.100919,0.081373,-0.991561,-0.107433,-0.053401,-0.992777,-0.003,0.014,-17.0,11.2,266.3,-0.144,0.056,-0.065,0.0,0.0,0.9,0.0,1.56,0.06,0.0,0.96,0.0,1.14,0.49,0.72,0.0,0.91,0.71,0.0,0.85,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0,0.808,0.98,1,0.105479,0.082544,-0.99099,-0.106433,-0.052261,-0.992945,-0.0,0.015,-16.8,11.1,265.8,-0.144,0.055,-0.065,0.0,0.0,0.87,0.0,1.54,0.05,0.0,0.93,0.0,1.06,0.55,0.72,0.0,0.91,0.55,0.0,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,0,0.846,0.98,1,0.089766,0.066155,-0.993763,-0.116975,-0.055617,-0.991576,-0.014,0.005,-15.4,11.6,265.6,-0.146,0.05,-0.062,0.0,0.0,0.92,0.0,1.53,0.06,0.0,0.87,0.0,1.03,0.59,0.69,0.0,0.93,0.49,0.0,0.73,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0,0.885,0.88,1,0.095464,0.065817,-0.993255,-0.116711,-0.059519,-0.991381,-0.011,0.003,-15.3,11.5,265.6,-0.147,0.047,-0.059,0.0,0.0,1.05,0.0,1.55,0.06,0.0,0.82,0.0,0.94,0.49,0.74,0.0,0.89,0.51,0.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25,0,0.923,0.98,1,0.097818,0.057418,-0.993547,-0.103313,-0.049059,-0.993438,-0.003,0.004,-14.9,12.1,265.6,-0.142,0.041,-0.062,0.0,0.0,1.14,0.0,1.58,0.06,0.0,0.91,0.0,0.96,0.48,0.71,0.0,0.9,0.51,0.0,0.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
26,0,0.962,0.98,1,0.085079,0.068476,-0.994018,-0.101637,-0.066148,-0.99262,-0.008,0.001,-15.1,12.4,266.1,-0.142,0.04,-0.058,0.0,0.0,1.16,0.0,1.67,0.0,0.0,0.93,0.0,0.82,0.41,0.69,0.0,0.82,0.56,0.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
27,0,1.0,0.98,1,0.108618,0.098514,-0.98919,-0.037785,0.042681,-0.998374,0.036,0.071,-15.9,11.9,268.0,-0.144,0.039,-0.061,0.0,0.0,1.03,0.0,1.74,0.0,0.0,0.96,0.0,0.73,0.39,0.63,0.0,0.87,0.53,0.0,0.71,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
28,0,1.038,0.98,1,0.101266,0.082975,-0.991393,-0.031604,0.047076,-0.998391,0.035,0.065,-16.7,11.1,267.6,-0.152,0.042,-0.065,0.0,0.0,0.97,0.0,1.77,0.03,0.0,0.91,0.0,0.65,0.34,0.61,0.0,0.87,0.52,0.0,0.57,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0,1.077,0.98,1,0.10495,0.079011,-0.991334,-0.005107,0.048532,-0.998809,0.05,0.064,-17.2,11.1,267.4,-0.153,0.047,-0.067,0.0,0.0,0.9,0.0,1.75,0.06,0.0,0.9,0.0,0.75,0.4,0.68,0.0,0.91,0.4,0.0,0.55,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0,1.115,0.98,1,0.110203,0.090457,-0.989784,-0.00903,0.043726,-0.999003,0.051,0.067,-17.5,11.3,267.1,-0.151,0.051,-0.068,0.0,0.0,0.95,0.0,1.69,0.06,0.0,0.89,0.0,0.84,0.36,0.7,0.0,0.91,0.34,0.0,0.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31,0,1.154,0.98,1,0.145725,0.076183,-0.986388,-0.022627,0.041421,-0.998886,0.062,0.059,-17.4,11.5,266.5,-0.151,0.047,-0.069,0.0,0.0,0.95,0.0,1.65,0.06,0.0,0.94,0.0,0.94,0.37,0.76,0.0,0.91,0.3,0.0,0.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,0,1.192,0.98,1,0.144486,0.073354,-0.986784,-0.031481,0.042579,-0.998597,0.057,0.058,-17.5,11.5,266.5,-0.152,0.049,-0.068,0.0,0.0,0.89,0.0,1.58,0.12,0.0,0.98,0.0,0.97,0.34,0.77,0.0,0.93,0.31,0.0,0.62,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,0,1.231,0.98,1,0.148912,0.091373,-0.98462,-0.023201,0.04414,-0.998756,0.063,0.068,-17.6,11.7,267.0,-0.159,0.049,-0.066,0.0,0.0,0.88,0.0,1.56,0.22,0.0,0.98,0.0,0.96,0.36,0.75,0.0,0.93,0.32,0.0,0.64,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34,0,1.269,0.98,1,0.154207,0.082494,-0.984589,-0.03776,0.034671,-0.998685,0.059,0.059,-18.3,11.3,266.5,-0.161,0.047,-0.063,0.0,0.0,0.86,0.0,1.53,0.28,0.0,0.94,0.0,0.96,0.44,0.76,0.0,0.96,0.35,0.0,0.71,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,0,1.308,0.98,1,0.174119,0.097286,-0.979907,-0.031164,0.047395,-0.99839,0.072,0.073,-18.4,11.4,266.9,-0.163,0.048,-0.064,0.0,0.0,0.89,0.0,1.55,0.26,0.0,0.88,0.0,0.9,0.48,0.76,0.0,1.05,0.45,0.0,0.71,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,0,1.346,0.98,1,0.140598,0.066081,-0.987859,-0.075154,-0.002237,-0.997169,0.033,0.032,-19.4,11.5,265.2,-0.154,0.041,-0.071,0.06,0.0,0.78,0.0,1.56,0.16,0.0,0.79,0.0,0.78,0.54,0.78,0.0,1.04,0.48,0.0,0.91,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,1.385,0.98,1,-0.022928,-0.042299,-0.998842,-0.062045,0.082359,-0.994669,-0.043,0.02,-19.9,12.3,265.2,-0.156,0.044,-0.07,0.19,0.0,0.71,0.0,1.47,0.06,0.0,0.67,0.0,0.53,0.57,0.71,0.0,1.14,0.69,0.0,1.29,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
