Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,4,0,0,170.0102,58.0,13.6,0.011275517,-0.01780771242018,0.0,264.1204834,0.070561035,-0.099999189,1.924999189,8.39702e-06,766.446594,992.631287,0.004079,0.003374
2,4,0,0,170.3229,58.0,14.4,0.010938773,-0.01780771242018,0.0,263.973999,0.070561035,-0.099999189,1.924999189,1.54505e-05,0.0,0.0,0.0,0.0
3,4,0,0,171.1098,58.0,14.4,0.010657925,-0.01780771242018,0.0,264.1204834,0.070561035,-0.099999189,1.924999189,2.38475e-05,0.0,0.0,0.004032,0.004032
4,4,0,0,171.5854,58.0,15.3,0.01047712,0.27864355448472,0.0,186.3372803,0.070561035,-0.099942923,1.924942923,3.12369e-05,0.0,0.0,0.0,0.0
5,4,0,0,171.7446,58.0,15.3,0.010297925,0.80558097012568,0.0,225.7415771,0.129617554,-0.099376917,1.924376917,0.007061033,628.356812,602.878479,0.003572,0.003441
6,4,0,0,172.7056,59.0,16.2,0.010138275,0.79542373658816,0.0,68.56384277,0.162597168,-0.098070383,1.923070383,0.098181908,646.465515,755.386902,0.003619,0.003499
7,4,0,0,173.8405,59.0,16.2,0.009955063,6.64137752687686,25.68603516,0.0,0.138054199,-0.093073606,1.918073606,0.281414838,647.362122,644.16217,0.004087,0.003853
8,4,0,0,174.8252,60.0,17.3,0.009812427,18.8760780417218,35.10131836,0.0,-0.025501678,-0.078300238,1.903300238,0.438138278,633.832703,552.920776,0.003546,0.003518
9,4,0,0,175.6543,59.0,17.3,0.0096759,29.3601285733296,38.57574463,0.0,-0.019365936,-0.053827524,1.878827524,0.799903663,649.188904,586.220093,0.003888,0.003735
10,4,0,0,174.6603,59.0,17.9,0.009574792,38.053870737052,37.3425293,0.0,0.037581421,-0.036073923,1.861073923,2.75604996,651.225403,605.171875,0.003924,0.003807
11,4,0,0,173.1902,59.0,17.9,0.009491224,45.3876004152632,37.38647461,0.0,-0.069218842,-0.001052618,1.826052618,7.261700331,643.813721,590.893372,0.00398,0.003743
12,4,0,0,173.0283,60.0,18.5,0.00946511,50.3335325405924,37.47436523,0.0,0.13421936,-0.039606333,1.864606333,12.84979057,0.0,0.0,0.0,0.0
13,4,0,0,173.5147,60.0,18.5,0.009491299,55.6381542041876,38.53179932,0.0,-0.061549164,0.114495516,1.710504484,20.52689414,644.012878,607.394775,0.003926,0.003769
14,4,0,0,174.6603,59.0,19.1,0.009533569,60.3974126099304,38.61968994,0.0,-0.07305368,0.104129076,1.720870924,28.9233216,685.70343,818.121704,0.004206,0.003937
