frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.085744955,0.018953362,0.017874693,0.026938101,0.022976151,0.091846846,0.731010914,0.00465497,-0.353660554,-0.039840806,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
29,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.099136412,0.095107801,0.033447836,0.012070781,0.086657852,0.151573017,0.511698842,0.010307488,-0.076842107,-0.007720895,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
30,0,1.074,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.166686088,0.072955422,0.030011075,0.005425842,0.047862113,0.180315346,0.492433578,0.004310519,-0.127441764,-0.017993059,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
31,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.127693862,0.098942965,0.014833727,0.006371856,0.051659334,0.278483778,0.413705289,0.008309203,-0.059971459,-0.027009789,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
32,0,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.131521359,0.094743364,0.014217591,0.004717325,0.044314727,0.298136294,0.405555874,0.00679348,-0.077531405,-0.037400845,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
33,0,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.144816458,0.0729587,0.016313072,0.005829399,0.035188351,0.278436661,0.441643,0.004814375,-0.112380587,-0.053450305,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
34,0,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.128513023,0.056638315,0.009659015,0.005260015,0.026074043,0.295599669,0.473249674,0.005006208,-0.148923606,-0.07167612,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
35,0,1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.112415686,0.058973454,0.01064515,0.00696028,0.028798491,0.304184198,0.471325874,0.00669679,-0.134531438,-0.092052266,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
36,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.138784364,0.053604163,0.010053309,0.006577124,0.021307839,0.320034325,0.44448781,0.005151015,-0.192195654,-0.074601144,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
37,0,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.119120285,0.051755112,0.014678713,0.009831754,0.028518148,0.315669477,0.451597184,0.008829352,-0.144462764,-0.045451682,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
38,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.115048684,0.048861209,0.010941861,0.008359375,0.022547847,0.321039349,0.465231836,0.007969952,-0.169650674,-0.075643301,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
39,0,1.407,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.112955831,0.039313309,0.009136702,0.009360579,0.018235829,0.304179072,0.499314368,0.007504293,-0.198167205,-0.071253181,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
40,0,1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.101993129,0.038200464,0.011485637,0.009879222,0.01904594,0.306054473,0.504446387,0.008894773,-0.176126719,-0.079217732,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
41,0,1.481,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.10611812,0.036105163,0.011076292,0.00965263,0.018063648,0.294359952,0.516489744,0.00813442,-0.179851294,-0.073540568,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
42,0,1.519,0,0,0,0,0,0,0,0,0,0,0,0,0,-19616332,-14712248,30650518,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadness,0.096854344,0.030426832,0.011377243,0.008654261,0.014600876,0.277421415,0.554308891,0.006356134,-0.210077941,-0.11070247,0,1,6,0,0,0,68,25,0.009326375,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0
