frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
27,0,1,0.98,1,0.053417,0.05431,-0.997094,-0.246351,0.293089,-0.923802,-0.1,0.179,0.205039021,0,0,-37.2,22,266.7,0.034,0.078,-0.002,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.64,0,0.49,0.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.419866443,0.125580847,0.021524848,0.001183406,0.047399599,0.28075096,0.102940582,0.000753348,-0.126563072,0.106546268,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
28,0,1.038,0.98,1,0.063127,0.059741,-0.996216,-0.234682,0.301421,-0.924159,-0.089,0.186,0.206196508,0.218271726,0,-37.6,21.6,266.8,0.04,0.08,-0.004,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.57,0,0.55,0.71,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.452956706,0.098937348,0.023463961,0.001364052,0.037042186,0.272346407,0.113181643,0.000707609,-0.152452916,0.116581261,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
29,0,1.077,0.98,1,0.062588,0.07519,-0.995203,-0.239218,0.301643,-0.922923,-0.092,0.194,0.214709106,0.164120767,-6.148842808,-38.1,21.3,267.3,0.048,0.083,-0.005,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.53,0,0.59,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.522755146,0.070995428,0.031910926,0.001773262,0.021815516,0.225786567,0.124217242,0.000745904,-0.21223712,0.147479877,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
30,0,1.115,0.98,1,0.055652,0.075615,-0.995583,-0.240359,0.311447,-0.919363,-0.096,0.199,0.220945695,-0.06953526,-0.606393997,-38.6,21,267.6,0.053,0.08,-0.005,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.49,0.05,0.57,0.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.48380664,0.088725537,0.030566914,0.001648586,0.029138286,0.244372174,0.121006288,0.00073554,-0.176091105,0.132558182,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
31,0,1.154,0.98,1,0.053515,0.084457,-0.994989,-0.216416,0.307565,-0.926589,-0.085,0.201,0.21823382,-0.093184625,5.68019355,-39.3,20.9,268.2,0.059,0.08,-0.006,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.47,0.07,0.59,0.82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.492900997,0.092475191,0.026358411,0.001229153,0.026134714,0.248738512,0.11157468,0.000588335,-0.185500652,0.14962323,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
32,0,1.192,0.98,1,0.05399,0.077159,-0.995556,-0.214364,0.309002,-0.926588,-0.083,0.198,0.214692804,0.122662729,6.718059553,-40.1,20.8,268.2,0.059,0.075,-0.009,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.39,0.1,0.58,0.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.52444762,0.067794688,0.033801235,0.001890277,0.02177019,0.225625992,0.12388926,0.000780788,-0.203662127,0.144574881,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
33,0,1.231,0.98,1,0.078851,0.093366,-0.992505,-0.207613,0.313398,-0.926649,-0.067,0.209,0.21947665,0.384667052,-6.244533629,-41.9,21.2,268.6,0.064,0.072,-0.013,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.33,0.11,0.62,0.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.502437234,0.054846659,0.027846802,0.002089122,0.0186437,0.260996997,0.132266894,0.000872569,-0.212760419,0.118873507,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
34,0,1.269,0.98,1,0.079748,0.098503,-0.991936,-0.209812,0.337119,-0.917785,-0.068,0.224,0.234093998,0.147374774,1.693490123,-43,21.7,268.7,0.074,0.072,-0.016,0,0,0,0,0.05,0,0,0,0,0.07,0,0,0,0.3,0.18,0.61,0.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.407074869,0.091188617,0.0237137,0.001688377,0.03586036,0.305376709,0.134304911,0.000792475,-0.145604163,0.083813146,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
35,0,1.308,0.98,1,0.08866,0.105174,-0.990494,-0.217794,0.340678,-0.914606,-0.068,0.23,0.239841614,0.213420889,4.787745391,-45,23.4,268.3,0.089,0.067,-0.023,0,0,0,0,0.08,0.01,0,0,0,0.01,0,0,0,0.31,0.19,0.67,0.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.447184265,0.076748565,0.02332302,0.001341317,0.027249176,0.309787035,0.11353267,0.000833843,-0.152580827,0.091007248,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
36,0,1.346,0.98,1,0.094293,0.115601,-0.98881,-0.19754,0.354284,-0.914035,-0.054,0.242,0.247951608,0.395355214,-1.932228099,-45.2,23.4,268.9,0.101,0.071,-0.027,0.01,0,0,0,0.08,0.01,0,0,0,0,0,0,0,0.32,0.25,0.66,0.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Anger,0.434071243,0.081388496,0.020044198,0.001564514,0.030848162,0.291771322,0.139505282,0.000806768,-0.152444065,0.087951168,0,1,6,0,0,59.5401,84,14.6,0.006814435,-0.017807746,0,263.0950928,0.029144775,-0.099997759,1.924997759,8.06E-06,0,0,0,0
