frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
28,0,1,0.98,1,0.043471,0.453776,-0.890055,-0.051809,0.43664,-0.898143,-0.005,0.462,0.462027055,0,0,-27,3.7,290.6,0.189,0.052,0.021,0.19,0,0,0,0,0,0,0,1.11,2.48,0,0.32,0.22,0.2,0,0,3.48,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Happiness,0.016898537,0.14740181,0.011806123,0.007949129,0.596500397,0.075865343,0.11901284,0.024565853,0.410751909,-0.158064306,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
29,0,1.037,0.98,1,0.029799,0.456439,-0.889256,-0.058414,0.456258,-0.887928,-0.016,0.474,0.474269965,0.072283132,0,-25,4.1,289.5,0.19,0.058,0.025,0.06,0,0,0,0,0,0,0,1.1,2.49,0,0.4,0.12,0.3,0,0,3.43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Happiness,0.016236989,0.133129492,0.013026484,0.008615153,0.584836185,0.08128389,0.141001388,0.021870401,0.380882889,-0.179815009,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
30,0,1.074,0.98,1,0.019456,0.461145,-0.887111,-0.071874,0.454873,-0.887651,-0.03,0.476,0.476944441,0.37445694,-29.56882298,-23,4.6,289,0.193,0.064,0.029,0.04,0,0,0,0,0,0,0,1.09,2.57,0,0.53,0.04,0.34,0,0,3.47,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.014505764,0.13493979,0.011374464,0.007786731,0.583878458,0.086818792,0.133372724,0.027323266,0.399560571,-0.191178158,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
31,0,1.111,0.98,1,0.027981,0.474001,-0.88008,-0.077301,0.465273,-0.881785,-0.028,0.49,0.490799348,-0.71958951,-5.625210844,-23,4.6,288.6,0.196,0.067,0.032,0,0,0,0,0,0,0,0,1.08,2.63,0,0.63,0.04,0.39,0,0,3.52,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.014183841,0.136518672,0.010798984,0.007871228,0.583732486,0.085169822,0.134478718,0.027246201,0.402496636,-0.192776412,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
32,0,1.148,0.98,1,0.026514,0.493743,-0.869204,-0.085841,0.396471,-0.914025,-0.033,0.463,0.464174536,-0.927722311,46.66720724,-21.1,5.4,288.7,0.207,0.074,0.034,0,0,0,0,0,0,0,0,1.12,2.66,0,0.59,0.03,0.4,0,0,3.52,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.019948607,0.143833205,0.013129681,0.007567072,0.578814209,0.085465498,0.122037262,0.029204443,0.389641732,-0.176781595,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
33,0,1.185,0.98,1,0.035802,0.427145,-0.903474,-0.085581,0.402173,-0.911555,-0.027,0.429,0.429848811,0.798964357,-43.86943977,-19.3,6.3,290,0.227,0.085,0.035,0.02,0,0.04,0,0,0,0,0,1.18,2.63,0,0.59,0.05,0.4,0,0,3.59,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.017219285,0.137914315,0.010344082,0.005452445,0.619234562,0.083386354,0.102969311,0.023479719,0.42405802,-0.177723542,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
34,0,1.222,0.98,1,0.027926,0.500089,-0.865523,-0.11122,0.377323,-0.919379,-0.047,0.457,0.459410492,-0.824204915,7.428566441,-16.5,7.8,291,0.232,0.09,0.039,0.02,0,0.13,0,0,0,0,0,1.18,2.63,0,0.55,0.03,0.35,0,0,3.58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.01923898,0.140435189,0.010992519,0.00587301,0.618520319,0.080046862,0.103364982,0.021528041,0.423842251,-0.177075416,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
35,0,1.259,0.98,1,0.039952,0.440159,-0.897031,-0.091291,0.387185,-0.917472,-0.028,0.428,0.42891491,-0.549347957,19.72638904,-15.5,8.6,291.7,0.239,0.101,0.042,0.02,0,0.28,0,0,0,0,0,1.16,2.54,0,0.59,0.03,0.34,0,0,3.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.019851224,0.142396972,0.010721763,0.006080865,0.620582759,0.078898363,0.100389719,0.021078352,0.41625011,-0.171054661,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
36,0,1.296,0.98,1,0.036527,0.408423,-0.912062,-0.103231,0.380857,-0.918853,-0.036,0.407,0.408589036,0.180528438,-7.684542726,-14.9,9.3,291.8,0.244,0.101,0.044,0,0,0.46,0,0,0,0,0,1.12,2.49,0,0.59,0,0.35,0,0,3.46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.017917171,0.125669926,0.010030922,0.006521938,0.620287597,0.075287513,0.122779869,0.021505088,0.452331424,-0.191554174,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
37,0,1.333,0.98,1,0.02307,0.411468,-0.911132,-0.118529,0.387083,-0.914394,-0.052,0.412,0.415268588,-0.103799643,1.717754314,-13.7,10.4,292.4,0.251,0.104,0.044,0,0,0.54,0,0,0,0,0,1.14,2.5,0,0.66,0,0.35,0,0,3.46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Happiness,0.021648761,0.13387382,0.01269833,0.007353176,0.598264456,0.074162073,0.127460241,0.024539124,0.413871229,-0.169570923,0,1,6,0,0,84.1269,75,16.8,0.005390372,-0.017807753,0,263.0950928,-0.000192,-0.099999666,1.924999666,8.06E-06,0,0,0,0.00349
