frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
28,0,1,0.98,1,0.098641,0.141082,-0.985072,-0.106883,0.147886,-0.983212,-0.004,0.146,0.146054784,0,0,-9.8,44.2,283.4,-0.103,-0.001,0.043,0.26,1.52,0,1.29,0.63,0.6,0,1.19,0.08,2.01,0,0.84,0,0.11,0.08,0,0.16,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.040253721,0.291952252,0.015770037,0.003556037,0.064330161,0.398259252,0.180694506,0.005184066,-0.035640523,-0.026648942,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
29,0,1.037,0.98,1,0.110954,0.147679,-0.982792,-0.101408,0.14034,-0.984896,0.005,0.145,0.145086181,-0.686574781,0,-9.5,44.1,283.4,-0.1,-0.003,0.045,0.24,1.48,0,1.24,0.62,0.66,0,1.14,0.07,1.97,0,0.89,0,0.11,0.03,0,0.02,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.045946714,0.259295613,0.021412052,0.004349356,0.057473905,0.385867387,0.220330253,0.005324741,-0.057836421,-0.029201705,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
30,0,1.074,0.98,1,0.141304,0.164132,-0.976265,-0.101059,0.068419,-0.992525,0.02,0.118,0.119682914,0.799240575,-19.53339274,-9,44.4,284.6,-0.106,-0.004,0.049,0.33,1.55,0,1.12,0.63,0.65,0,1.17,0.04,2,0,0.86,0,0.03,0.03,0,0.06,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.055516347,0.213301629,0.030540608,0.006781174,0.043673422,0.351699293,0.293675095,0.004812425,-0.112193055,-0.021834124,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
31,0,1.111,0.98,1,0.158322,0.156866,-0.974847,-0.09804,0.13205,-0.986383,0.031,0.146,0.149254816,0.076505043,-8.276097758,-8.6,44.4,284.3,-0.109,-0.007,0.051,0.37,1.57,0,0.99,0.67,0.54,0,1.18,0.04,2.06,0,0.96,0,0,0.03,0,0.13,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.04964089,0.186713591,0.031780757,0.004789512,0.039400849,0.340713412,0.343654305,0.003306663,-0.122810535,-0.043797139,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
32,0,1.148,0.98,1,0.153099,0.164939,-0.974349,-0.077166,0.124844,-0.989171,0.039,0.147,0.152085502,-0.229710574,17.01645633,-8.1,44.4,285,-0.108,-0.008,0.054,0.35,1.58,0,1.02,0.68,0.34,0,1.2,0.04,2.05,0,0.97,0,0,0.03,0,0.16,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.048930172,0.19720076,0.02864391,0.004673464,0.038388494,0.344698429,0.333889157,0.003575645,-0.133914948,-0.048449714,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
33,0,1.185,0.98,1,0.140048,0.168964,-0.975622,-0.068865,0.10683,-0.99189,0.036,0.139,0.143586211,0.39989831,-16.11360681,-7.5,44.4,285.1,-0.108,-0.011,0.058,0.31,1.67,0,1.01,0.68,0.28,0,1.25,0.06,2.04,0,1.03,0,0,0.03,0,0.17,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.055899762,0.221398354,0.031329792,0.003898403,0.038639575,0.336846977,0.308812678,0.003174453,-0.138293266,-0.035384241,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
34,0,1.222,0.98,1,0.136585,0.171342,-0.975698,-0.064034,0.133718,-0.988949,0.037,0.154,0.158382449,-0.196305142,10.11886339,-6.6,44.2,285,-0.107,-0.016,0.064,0.27,1.66,0,0.97,0.67,0.19,0,1.33,0.09,2.04,0,1.04,0,0,0,0,0.12,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.047764242,0.222666025,0.034933604,0.004646726,0.047532298,0.330830067,0.308317304,0.003309714,-0.131442159,-0.039846379,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
35,0,1.259,0.98,1,0.141346,0.169181,-0.975397,-0.065502,0.119067,-0.990723,0.039,0.146,0.151119158,0.178092804,-16.81126563,-6.6,44.3,285.4,-0.11,-0.017,0.065,0.32,1.7,0,0.95,0.64,0.21,0,1.34,0.1,2.02,0,1.08,0,0.03,0,0,0.06,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.054770123,0.191117227,0.036284532,0.005817068,0.042707887,0.349480748,0.315973818,0.003848635,-0.136359513,-0.031484459,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
36,0,1.296,0.98,1,0.15822,0.172518,-0.972216,-0.091208,0.132589,-0.986966,0.034,0.154,0.157708592,-0.443924024,18.71028096,-5.7,44,285.4,-0.111,-0.021,0.068,0.35,1.65,0,0.82,0.66,0.2,0,1.38,0.15,1.9,0,1.07,0,0.03,0,0,0.06,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Neutral,0.051105406,0.213087067,0.032546014,0.005419891,0.047220312,0.341158539,0.305243284,0.00421954,-0.120821811,-0.023342226,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
37,0,1.333,0.98,1,0.133539,0.165345,-0.977153,-0.096925,0.112573,-0.988905,0.019,0.14,0.141283403,0.248356371,-12.27041879,-3.8,43.3,286.6,-0.106,-0.034,0.081,0.42,1.69,0,0.64,0.65,0.31,0,1.34,0.17,1.74,0,1.05,0,0.03,0,0,0.19,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.032433998,0.269260824,0.016417755,0.00249256,0.049652383,0.306941003,0.320307285,0.002494199,-0.117274232,-0.031680468,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
38,0,1.37,0.98,1,0.132225,0.163113,-0.977707,-0.091861,0.131771,-0.987015,0.021,0.149,0.150472589,-0.205649124,7.931640826,-2.7,42.8,286.1,-0.11,-0.041,0.088,0.46,1.59,0,0.53,0.61,0.28,0,1.42,0.2,1.67,0,1.02,0,0,0.01,0,0.19,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.040913474,0.239458844,0.02304415,0.002831846,0.038911518,0.262452006,0.389923066,0.002465083,-0.1835621,-0.020869602,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
39,0,1.407,0.98,1,0.141245,0.148357,-0.978795,-0.077133,0.127522,-0.988832,0.033,0.139,0.142863571,0.087821587,1.659649458,-0.2,41.8,286.2,-0.105,-0.056,0.106,0.53,1.66,0,0.5,0.56,0.33,0,1.42,0.2,1.66,0,0.95,0,0,0.07,0,0.16,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.034281354,0.272626728,0.019267151,0.003307381,0.046976462,0.237935498,0.382954508,0.002650903,-0.15412274,-0.007344216,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
40,0,1.444,0.98,1,0.141712,0.151769,-0.978204,-0.083269,0.13064,-0.987927,0.03,0.143,0.14611297,0.149228617,-47.99253454,-0.2,41.8,286.3,-0.104,-0.059,0.11,0.56,1.7,0,0.55,0.52,0.24,0,1.48,0.22,1.64,0,0.92,0,0,0.14,0,0.03,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.031269144,0.267293394,0.024632931,0.003931139,0.054511636,0.22062479,0.395032495,0.002704433,-0.125190794,-0.019466851,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
41,0,1.481,0.98,1,0.143391,0.149035,-0.97838,-0.077981,0.1434,-0.986588,0.033,0.148,0.151634429,-1.626495161,52.71812408,1.4,41.4,286,-0.101,-0.066,0.119,0.72,1.79,0,0.51,0.54,0.28,0,1.39,0.21,1.54,0,0.79,0,0.05,0.27,0,0.18,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Sadness,0.030017519,0.266749263,0.029896941,0.004631198,0.051029913,0.208175957,0.40660128,0.002897944,-0.145708859,-0.015172113,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
42,0,1.519,0.98,1,0.105735,0.105589,-0.988773,0.017379,0.024421,-0.999551,0.062,0.065,0.089827613,0.376793554,-9.941141765,5.1,39.8,278.4,-0.085,-0.077,0.139,0.84,1.77,0,0.45,0.6,0.34,0.01,1.36,0.21,1.42,0,0.73,0,0.05,0.33,0,0.29,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Sadness,0.033800501,0.094755083,0.064314999,0.006176663,0.036594618,0.151166618,0.611371636,0.001819925,-0.16473487,-0.054687116,0,1,5,0,0,92.7197,82,17.9,0.007510965,-0.017807751,0,262.6556396,-0.019365936,-0.10000062,1.92500062,8.40E-06,735.066711,767.357605,0.004372,0.00467
