frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
28,0,1,0.98,1,0.268349,0.149519,-0.951648,-0.055019,0.148561,-0.987372,0.11,0.153,0.188438319,0,0,-35.5,34.1,281.2,-0.067,-0.113,0.081,0,0.03,0,0.27,0.4,0,0.01,0,0,0,0,0.54,0,0,0,0.03,0.12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.171379313,0.041952197,0.001074409,0.001138509,0.00731194,0.611269176,0.162811354,0.003063123,-0.094607107,-0.124816909,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
29,0,1.037,0.98,1,0.27894,0.143731,-0.949491,-0.059523,0.138556,-0.988564,0.113,0.145,0.183831445,0.108780636,0,-34.1,33.8,280.6,-0.072,-0.115,0.076,0,0.02,0,0.29,0.38,0,0,0.02,0,0,0,0.64,0,0,0,0.03,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.161972195,0.04780389,0.001178869,0.000873558,0.009319838,0.619507313,0.156905144,0.00243916,-0.078169383,-0.127875671,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
30,0,1.074,0.98,1,0.270228,0.150167,-0.951014,-0.058773,0.148853,-0.987111,0.109,0.153,0.187856328,0.080150768,-0.346433582,-33.5,33.8,280.4,-0.066,-0.115,0.076,0,0,0,0.28,0.34,0,0,0.02,0,0,0,0.57,0,0,0,0,0.18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.174866289,0.048567798,0.001114807,0.000774682,0.009225646,0.585091054,0.178176656,0.002183054,-0.096584193,-0.123548537,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
31,0,1.111,0.98,1,0.267947,0.155684,-0.950772,-0.060144,0.152168,-0.986523,0.107,0.158,0.190821906,0.067332726,-1.005963375,-33,34.1,280.5,-0.063,-0.114,0.075,0,0,0,0.28,0.32,0,0,0.02,0,0,0,0.6,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.171002597,0.056917854,0.00148178,0.00114554,0.010842225,0.589431942,0.166485831,0.002692196,-0.085171856,-0.121611267,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
32,0,1.148,0.98,1,0.253476,0.147902,-0.955968,-0.044557,0.16673,-0.984995,0.107,0.161,0.193313217,0.030112081,-5.631219311,-32.6,34.5,280.6,-0.059,-0.11,0.075,0,0,0,0.3,0.29,0,0,0,0,0,0,0.54,0,0,0,0,0.23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.181906804,0.05526191,0.00146572,0.001158217,0.008483962,0.591994286,0.157092959,0.002636149,-0.095816262,-0.115359172,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
33,0,1.185,0.98,1,0.267141,0.156922,-0.950795,-0.054798,0.156981,-0.98608,0.109,0.161,0.194427364,-0.178243034,4.591637734,-32.5,34.9,280.5,-0.056,-0.109,0.078,0,0,0,0.25,0.32,0,0,0,0,0,0,0.55,0,0,0,0,0.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.18131189,0.061375577,0.001491163,0.00112743,0.00859271,0.578201234,0.165268451,0.002631504,-0.103229545,-0.111641005,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
34,0,1.222,0.98,1,0.25846,0.158415,-0.952944,-0.063301,0.151845,-0.986375,0.1,0.159,0.187832372,-0.008352438,6.10794775,-32.6,35.2,280.4,-0.05,-0.109,0.083,0,0,0,0.24,0.34,0,0,0,0,0,0,0.54,0,0,0,0,0.24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.200484082,0.055343274,0.001904667,0.001272609,0.008199616,0.549846709,0.180216193,0.002732811,-0.122169472,-0.114582181,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
35,0,1.259,0.98,1,0.258424,0.157485,-0.953108,-0.062769,0.152306,-0.986338,0.101,0.158,0.187523332,0.217641629,-4.043389424,-32.5,35.2,280.4,-0.053,-0.11,0.083,0,0,0,0.27,0.36,0,0,0,0,0,0,0.53,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.190945998,0.059397105,0.001904053,0.001298986,0.009342547,0.559232652,0.17497009,0.002908544,-0.108761184,-0.116792381,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
36,0,1.296,0.98,1,0.256347,0.161707,-0.952962,-0.052703,0.161073,-0.985534,0.105,0.165,0.195576072,0.06803622,-0.468045808,-32.8,35.4,280.3,-0.051,-0.11,0.086,0,0,0,0.24,0.35,0,0,0,0,0,0,0.54,0,0,0,0,0.33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.167432323,0.07493262,0.00160998,0.001082718,0.011765515,0.578107476,0.162189975,0.002879425,-0.081412993,-0.12563023,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
37,0,1.333,0.98,1,0.258046,0.171638,-0.950764,-0.063092,0.16328,-0.98456,0.1,0.171,0.198093412,0.050718525,2.303445441,-34.2,35.6,280.4,-0.033,-0.114,0.092,0,0,0,0.16,0.31,0,0,0,0,0,0,0.53,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.167475775,0.074669324,0.001682997,0.000962064,0.012037051,0.5802387,0.160159379,0.002774691,-0.088021837,-0.118801907,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
38,0,1.37,0.98,1,0.257382,0.173503,-0.950606,-0.059848,0.161808,-0.985006,0.102,0.172,0.199969998,0.135946007,7.456906375,-34.2,35.5,279.9,-0.033,-0.117,0.097,0,0,0,0.07,0.27,0,0,0,0,0,0,0.51,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.16132161,0.072639644,0.001306496,0.000843252,0.012298445,0.594800591,0.154066816,0.002723074,-0.080263905,-0.117669731,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
39,0,1.407,0.98,1,0.257771,0.203162,-0.944605,-0.09464,0.161524,-0.98232,0.084,0.187,0.205,0.411851543,-8.271036678,-35.8,36.1,280.4,-0.014,-0.12,0.101,0,0,0,0.07,0.22,0,0,0,0,0,0,0.47,0,0,0.02,0,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Neutral,0.125101879,0.065729372,0.001619489,0.001257539,0.012736467,0.615350783,0.174355492,0.003849002,-0.092647783,-0.145171985,0,1,7,0,0,149.7948,100,15.4,0.006259328,1.01E-05,0,259.4329834,-0.0868591,-0.099996328,1.924996328,3.57E-06,677.37561,589.460999,0.004303,0.004422
