Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
LaneOffset,std,ND_vs_CD_vs_ED_vs_MD,10.9225,0.0011092118107817678,기각 (차이 있음),0.2605,0.1913,0.2017,0.1553
gaze_0_x,std,ND_vs_CD_vs_ED_vs_MD,3.3255,0.04921137615483074,기각 (차이 있음),0.0401,0.0462,0.0488,0.0316
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,6.0385,0.006856539718383953,기각 (차이 있음),0.0567,0.0718,0.0666,0.0399
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,0.6792,0.5788894464768453,기각하지 못함 (차이 없음),0.052,0.0327,0.0532,0.0332
gaze_1_x,std,ND_vs_CD_vs_ED_vs_MD,2.8233,0.07758592587045914,기각하지 못함 (차이 없음),0.0444,0.0526,0.0431,0.0337
gaze_1_y,std,ND_vs_CD_vs_ED_vs_MD,4.5486,0.019100377570161944,기각 (차이 있음),0.0579,0.0707,0.0708,0.0406
gaze_1_z,std,ND_vs_CD_vs_ED_vs_MD,0.5259,0.6715072094478187,기각하지 못함 (차이 없음),0.0511,0.0349,0.0534,0.0339
gaze_angle_x,std,ND_vs_CD_vs_ED_vs_MD,1.1972,0.34800369957772054,기각하지 못함 (차이 없음),0.0305,0.0422,0.035,0.027
gaze_angle_y,std,ND_vs_CD_vs_ED_vs_MD,4.1599,0.02570269918051394,기각 (차이 있음),0.0553,0.0734,0.0658,0.0412
gaze_vel,std,ND_vs_CD_vs_ED_vs_MD,1.6103,0.2331070913907622,기각하지 못함 (차이 없음),33.9133,37.5757,35.9283,27.3225
gaze_amp,std,ND_vs_CD_vs_ED_vs_MD,2.0959,0.147864569800677,기각하지 못함 (차이 없음),1.2342,1.37,1.3533,0.9969
gaze_acc,std,ND_vs_CD_vs_ED_vs_MD,1.1427,0.3664869235942478,기각하지 못함 (차이 없음),1017.4133,1187.4244,1102.8012,890.7778
