Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,std,ND_vs_CD_vs_ED_vs_MD,3.8988,0.03140282388301423,기각 (차이 있음),0.4109,0.2107,0.6004,0.3104
AU02_r,std,ND_vs_CD_vs_ED_vs_MD,1.6102,0.23001790084780252,기각하지 못함 (차이 없음),0.3308,0.1917,0.357,0.19
AU04_r,std,ND_vs_CD_vs_ED_vs_MD,2.4421,0.10504297018178874,기각하지 못함 (차이 없음),0.2734,0.1104,0.323,0.1723
AU05_r,std,ND_vs_CD_vs_ED_vs_MD,0.5646,0.647352500970326,기각하지 못함 (차이 없음),0.135,0.1497,0.1771,0.1217
AU06_r,std,ND_vs_CD_vs_ED_vs_MD,0.9555,0.43980992109269446,기각하지 못함 (차이 없음),0.2567,0.3313,0.3266,0.3259
AU07_r,std,ND_vs_CD_vs_ED_vs_MD,0.8973,0.46714548791631083,기각하지 못함 (차이 없음),0.3049,0.2498,0.3904,0.3915
AU09_r,std,ND_vs_CD_vs_ED_vs_MD,0.3375,0.7985201084885698,기각하지 못함 (차이 없음),0.1579,0.1677,0.1791,0.2036
AU10_r,std,ND_vs_CD_vs_ED_vs_MD,0.4357,0.7308098739909743,기각하지 못함 (차이 없음),0.3074,0.3522,0.3252,0.4013
AU12_r,std,ND_vs_CD_vs_ED_vs_MD,1.45,0.27064609121255484,기각하지 못함 (차이 없음),0.1561,0.2636,0.2741,0.3268
AU14_r,std,ND_vs_CD_vs_ED_vs_MD,1.1298,0.36854450239510905,기각하지 못함 (차이 없음),0.3997,0.3064,0.3534,0.4245
AU15_r,std,ND_vs_CD_vs_ED_vs_MD,0.1233,0.944736287666326,기각하지 못함 (차이 없음),0.2215,0.2093,0.2357,0.2181
AU17_r,std,ND_vs_CD_vs_ED_vs_MD,0.5966,0.6268371073245433,기각하지 못함 (차이 없음),0.2889,0.2719,0.306,0.3313
AU20_r,std,ND_vs_CD_vs_ED_vs_MD,3.6565,0.03527819343832185,기각 (차이 있음),0.2558,0.1239,0.2115,0.1595
AU23_r,std,ND_vs_CD_vs_ED_vs_MD,0.9431,0.4451093350475358,기각하지 못함 (차이 없음),0.2504,0.2144,0.29,0.2097
AU25_r,std,ND_vs_CD_vs_ED_vs_MD,5.7081,0.011884196088657758,기각 (차이 있음),0.2927,0.5483,0.4521,0.6487
AU26_r,std,ND_vs_CD_vs_ED_vs_MD,0.3288,0.8045855514966737,기각하지 못함 (차이 없음),0.3323,0.3726,0.3992,0.3713
AU45_r,std,ND_vs_CD_vs_ED_vs_MD,3.1046,0.06633480737793258,기각하지 못함 (차이 없음),0.293,0.4884,0.5493,0.3589
pose_Tx,std,ND_vs_CD_vs_ED_vs_MD,1.4859,0.26216263913708404,기각하지 못함 (차이 없음),61585.0202,5.4888,6.3428,3.7976
pose_Ty,std,ND_vs_CD_vs_ED_vs_MD,0.6827,0.5766710285940099,기각하지 못함 (차이 없음),46190.5418,6.5667,6.0465,4.2023
pose_Tz,std,ND_vs_CD_vs_ED_vs_MD,2.1513,0.1370664418633647,기각하지 못함 (차이 없음),96225.9336,4.1213,4.885,3.3512
pose_Rx,std,ND_vs_CD_vs_ED_vs_MD,1.8953,0.17331528324063222,기각하지 못함 (차이 없음),0.0574,0.0724,0.0659,0.0432
pose_Ry,std,ND_vs_CD_vs_ED_vs_MD,2.6448,0.09006412895617653,기각하지 못함 (차이 없음),0.034,0.0434,0.039,0.0214
pose_Rz,std,ND_vs_CD_vs_ED_vs_MD,1.3826,0.2916117071983092,기각하지 못함 (차이 없음),0.0272,0.0451,0.0352,0.0248
Speed,std,ND_vs_CD_vs_ED_vs_MD,17.7553,5.4904180722870766e-05,기각 (차이 있음),12.7139,4.2832,5.1857,3.6557
Acceleration,std,ND_vs_CD_vs_ED_vs_MD,0.7875,0.5216102059597592,기각하지 못함 (차이 없음),4.4792,3.1482,3.7926,3.3636
Brake,std,ND_vs_CD_vs_ED_vs_MD,2.6602,0.08824387513772716,기각하지 못함 (차이 없음),56.4378,27.5402,32.6201,25.0021
Steering,std,ND_vs_CD_vs_ED_vs_MD,0.876,0.48327101556263596,기각하지 못함 (차이 없음),0.026,0.0606,0.1282,0.0239
