A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature,Metric
CD_ED,MD,1.1473546895326254,0.6175493087931494,0.529805380739476,0.3218182070212452,1.6462877773242341,16.127326531688805,0.25557967375443236,0.7274735730601779,AU07_r,mean
CD_ED,ND,1.1473546895326254,0.33835115537484806,0.8090035341577774,0.26274856404468117,3.0790026849402836,10.218908089854358,0.028111478684694102,1.4818744587909314,AU07_r,mean
MD,ND,0.6175493087931494,0.33835115537484806,0.27919815341830134,0.2260068224980954,1.2353527664885169,12.51520852674989,0.45519383915482015,0.547658402829249,AU07_r,mean
CD_ED,MD,0.9025417621587383,0.5250438228011698,0.3774979393575685,0.17947030053311552,2.1034006085475587,11.80344518859429,0.1314779190532439,0.9529770224511491,AU25_r,mean
CD_ED,ND,0.9025417621587383,0.275588560675401,0.6269532014833372,0.16416671275375244,3.819003200872746,8.703329589864996,0.010891934632080158,1.9612304909063352,AU25_r,mean
MD,ND,0.5250438228011698,0.275588560675401,0.2494552621257688,0.08666443587272454,2.878404037523754,12.209979668419082,0.03397973183503833,1.2845976253245273,AU25_r,mean
CD_ED,MD,0.4604402706052137,0.5446590606485114,-0.08421879004329774,0.11795934434227956,-0.7139645486577331,16.85180087314287,0.7587086861961849,-0.30982510586698686,AU26_r,mean
CD_ED,ND,0.4604402706052137,0.2861319196939411,0.1743083509112726,0.08294487375556381,2.10149636763514,10.719918199417494,0.1359903727622701,0.9937208212476003,AU26_r,mean
MD,ND,0.5446590606485114,0.2861319196939411,0.25852714095457036,0.09487332839845307,2.7249717630733583,11.234033424004652,0.04729260609632557,1.2445754030723444,AU26_r,mean
CD_ED,MD,71.53730450074286,73.54560719586328,-2.0083026951204204,2.441668013803467,-0.8225125953925327,14.775078700254552,0.6953532996784026,-0.36669525590075447,Speed,mean
CD_ED,ND,71.53730450074286,68.58672965187095,2.9505748488719092,2.2573624814475983,1.3070895228930042,12.65064259606444,0.41679689069790815,0.5839658487797871,Speed,mean
MD,ND,73.54560719586328,68.58672965187095,4.95887754399233,1.7711303338082152,2.7998377360123152,18.317935601625695,0.030002786263548464,1.1240962936287768,Speed,mean
CD_ED,MD,5.676605065622506,6.606777809399024,-0.9301727437765184,0.35691324691102133,-2.6061592048680975,16.981450393146982,0.046179462161727636,-1.1347076375727474,Acceleration,mean
CD_ED,ND,5.676605065622506,5.864187140273058,-0.18758207465055232,0.2686866476332012,-0.6981443860456766,12.037397075673246,0.7690485608072173,-0.31707945439604174,Acceleration,mean
MD,ND,6.606777809399024,5.864187140273058,0.742590669125966,0.28963564339199716,2.5638787423719562,12.747837917615456,0.05800410137681833,1.1310354635882618,Acceleration,mean
