Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,2.1496,0.1672638635997013,기각하지 못함 (차이 없음),0.0731,0.4316,0.4506
AU02_r,var,ND_vs_CD_ED_vs_MD,1.0314,0.3891914016888408,기각하지 못함 (차이 없음),0.0604,0.2468,0.1258
AU04_r,var,ND_vs_CD_ED_vs_MD,0.4889,0.6221355338917214,기각하지 못함 (차이 없음),0.0713,0.1196,0.078
AU05_r,var,ND_vs_CD_ED_vs_MD,0.4084,0.6723164647976191,기각하지 못함 (차이 없음),0.0201,0.0192,0.0302
AU06_r,var,ND_vs_CD_ED_vs_MD,2.1739,0.15015276313268464,기각하지 못함 (차이 없음),0.0589,0.1007,0.0954
AU07_r,var,ND_vs_CD_ED_vs_MD,0.1939,0.8255677698284669,기각하지 못함 (차이 없음),0.1334,0.1671,0.154
AU09_r,var,ND_vs_CD_ED_vs_MD,1.1946,0.32969211959776423,기각하지 못함 (차이 없음),0.0354,0.0234,0.0412
AU10_r,var,ND_vs_CD_ED_vs_MD,3.5974,0.061869001900688614,기각하지 못함 (차이 없음),0.0663,0.1396,0.1502
AU12_r,var,ND_vs_CD_ED_vs_MD,5.2332,0.022857413271228807,기각 (차이 있음),0.0309,0.0886,0.1805
AU14_r,var,ND_vs_CD_ED_vs_MD,0.6238,0.5487236329267914,기각하지 못함 (차이 없음),0.1256,0.1467,0.1911
AU15_r,var,ND_vs_CD_ED_vs_MD,1.1326,0.34860963159566494,기각하지 못함 (차이 없음),0.0396,0.0344,0.0685
AU17_r,var,ND_vs_CD_ED_vs_MD,1.8446,0.19335219194726022,기각하지 못함 (차이 없음),0.0734,0.1056,0.0891
AU20_r,var,ND_vs_CD_ED_vs_MD,4.0098,0.042531530333088804,기각 (차이 있음),0.0549,0.0166,0.0469
AU23_r,var,ND_vs_CD_ED_vs_MD,1.3991,0.2769324237811245,기각하지 못함 (차이 없음),0.0426,0.0612,0.043
AU25_r,var,ND_vs_CD_ED_vs_MD,3.4062,0.06504115968972454,기각하지 못함 (차이 없음),0.1264,0.2588,0.3431
AU26_r,var,ND_vs_CD_ED_vs_MD,13.582,0.0010542459984139501,기각 (차이 있음),0.0686,0.228,0.1899
AU45_r,var,ND_vs_CD_ED_vs_MD,3.5162,0.06665982444269675,기각하지 못함 (차이 없음),0.0949,0.2431,0.345
pose_Tx,var,ND_vs_CD_ED_vs_MD,0.3389,0.7173428077211965,기각하지 못함 (차이 없음),42.2942,32.5106,28.5209
pose_Ty,var,ND_vs_CD_ED_vs_MD,3.5394,0.05698018070194269,기각하지 못함 (차이 없음),30.5486,15.3659,41.5616
pose_Tz,var,ND_vs_CD_ED_vs_MD,3.3221,0.061947909396751565,기각하지 못함 (차이 없음),93.9788,12.9511,17.3014
pose_Rx,var,ND_vs_CD_ED_vs_MD,1.3303,0.2933462302518578,기각하지 못함 (차이 없음),0.0032,0.0022,0.0039
pose_Ry,var,ND_vs_CD_ED_vs_MD,1.1076,0.3534937542670724,기각하지 못함 (차이 없음),0.0018,0.0017,0.0009
pose_Rz,var,ND_vs_CD_ED_vs_MD,1.2701,0.3057671588540943,기각하지 못함 (차이 없음),0.0019,0.001,0.0011
Speed,var,ND_vs_CD_ED_vs_MD,12.2718,0.0009029103264246401,기각 (차이 있음),156.522,22.4417,107.3357
Acceleration,var,ND_vs_CD_ED_vs_MD,1.0759,0.3636024409445926,기각하지 못함 (차이 없음),19.7352,14.7862,12.2055
Brake,var,ND_vs_CD_ED_vs_MD,4.6021,0.028071740015649813,기각 (차이 있음),3345.6931,628.9264,2055.8918
Steering,var,ND_vs_CD_ED_vs_MD,1.0223,0.3921379691755748,기각하지 못함 (차이 없음),0.0008,0.0014,0.0025
LaneOffset,var,ND_vs_CD_ED_vs_MD,12.9522,0.0006387041407494948,기각 (차이 있음),0.0709,0.0399,0.0303
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.0933,0.9113795550342825,기각하지 못함 (차이 없음),0.0018,0.0017,0.0019
gaze_0_y,var,ND_vs_CD_ED_vs_MD,0.3323,0.7219071075399118,기각하지 못함 (차이 없음),0.0033,0.0038,0.003
gaze_0_z,var,ND_vs_CD_ED_vs_MD,4.818,0.024180600406024655,기각 (차이 있음),0.0036,0.0024,0.0009
gaze_1_x,var,ND_vs_CD_ED_vs_MD,0.6626,0.5291804982495922,기각하지 못함 (차이 없음),0.0018,0.0026,0.0017
gaze_1_y,var,ND_vs_CD_ED_vs_MD,2.328,0.135572987560732,기각하지 못함 (차이 없음),0.0026,0.0041,0.004
gaze_1_z,var,ND_vs_CD_ED_vs_MD,3.6663,0.05018075827469641,기각하지 못함 (차이 없음),0.0034,0.0025,0.001
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,0.4865,0.6247646948751866,기각하지 못함 (차이 없음),0.0011,0.0015,0.0012
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,0.8389,0.45034341653241133,기각하지 못함 (차이 없음),0.0028,0.0038,0.0036
gaze_vel,var,ND_vs_CD_ED_vs_MD,3.461,0.06292020986091545,기각하지 못함 (차이 없음),799.602,1366.9077,1486.807
gaze_amp,var,ND_vs_CD_ED_vs_MD,3.3316,0.06772993944362322,기각하지 못함 (차이 없음),1.0989,1.8392,2.032
gaze_acc,var,ND_vs_CD_ED_vs_MD,5.496,0.019610776546799394,기각 (차이 있음),741268.2513,1391277.93,1439760.6181
