Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,0.0417,0.9592496812585354,기각하지 못함 (차이 없음),0.4079,0.3922,0.437
AU02_r,std,ND_vs_CD_ED_vs_MD,0.13,0.8788213109027754,기각하지 못함 (차이 없음),0.3086,0.2603,0.2682
AU04_r,std,ND_vs_CD_ED_vs_MD,0.3597,0.7026407908692884,기각하지 못함 (차이 없음),0.2713,0.2016,0.2404
AU05_r,std,ND_vs_CD_ED_vs_MD,0.1669,0.8476658363667755,기각하지 못함 (차이 없음),0.1448,0.1609,0.1375
AU06_r,std,ND_vs_CD_ED_vs_MD,1.5812,0.23048018683120655,기각하지 못함 (차이 없음),0.2553,0.2983,0.3533
AU07_r,std,ND_vs_CD_ED_vs_MD,1.9319,0.1691916584204638,기각하지 못함 (차이 없음),0.3318,0.2809,0.4055
AU09_r,std,ND_vs_CD_ED_vs_MD,1.2377,0.30999510334702585,기각하지 못함 (차이 없음),0.1558,0.1648,0.2061
AU10_r,std,ND_vs_CD_ED_vs_MD,1.6992,0.20759104380444837,기각하지 못함 (차이 없음),0.3378,0.2948,0.4166
AU12_r,std,ND_vs_CD_ED_vs_MD,3.8051,0.041380770366731254,기각 (차이 있음),0.1515,0.2408,0.326
AU14_r,std,ND_vs_CD_ED_vs_MD,0.6445,0.5356124749188984,기각하지 못함 (차이 없음),0.3967,0.3379,0.4026
AU15_r,std,ND_vs_CD_ED_vs_MD,0.0173,0.9828301607124506,기각하지 못함 (차이 없음),0.2259,0.2276,0.2186
AU17_r,std,ND_vs_CD_ED_vs_MD,1.7431,0.20232311898281044,기각하지 못함 (차이 없음),0.2939,0.2735,0.3479
AU20_r,std,ND_vs_CD_ED_vs_MD,1.5303,0.2391850099737353,기각하지 못함 (차이 없음),0.2447,0.1744,0.174
AU23_r,std,ND_vs_CD_ED_vs_MD,1.0321,0.3754325449704254,기각하지 못함 (차이 없음),0.2914,0.2218,0.2718
AU25_r,std,ND_vs_CD_ED_vs_MD,3.5042,0.051280874461198986,기각하지 못함 (차이 없음),0.3453,0.4827,0.6104
AU26_r,std,ND_vs_CD_ED_vs_MD,0.3255,0.7258870997889,기각하지 못함 (차이 없음),0.3512,0.365,0.4063
AU45_r,std,ND_vs_CD_ED_vs_MD,5.9404,0.012437114070474894,기각 (차이 있음),0.3011,0.5631,0.392
pose_Tx,std,ND_vs_CD_ED_vs_MD,1.1303,0.3432429976779989,기각하지 못함 (차이 없음),76645.001,5.7168,4.9694
pose_Ty,std,ND_vs_CD_ED_vs_MD,1.1444,0.33711446331499356,기각하지 못함 (차이 없음),57484.9753,6.1874,5.1846
pose_Tz,std,ND_vs_CD_ED_vs_MD,1.28,0.2988612796934111,기각하지 못함 (차이 없음),119759.1127,4.4856,3.9835
pose_Rx,std,ND_vs_CD_ED_vs_MD,0.6375,0.5387032806087078,기각하지 못함 (차이 없음),0.0643,0.0666,0.0527
pose_Ry,std,ND_vs_CD_ED_vs_MD,0.5736,0.572182449161836,기각하지 못함 (차이 없음),0.0409,0.0321,0.0319
pose_Rz,std,ND_vs_CD_ED_vs_MD,0.0127,0.9873584514236956,기각하지 못함 (차이 없음),0.0325,0.0337,0.0326
Speed,std,ND_vs_CD_ED_vs_MD,27.5619,2.5238547683290214e-06,기각 (차이 있음),12.5837,4.4048,4.7682
Acceleration,std,ND_vs_CD_ED_vs_MD,1.067,0.36378712589001116,기각하지 못함 (차이 없음),4.4215,3.4659,3.7536
Brake,std,ND_vs_CD_ED_vs_MD,4.2277,0.029882393390840277,기각 (차이 있음),54.8128,26.2211,34.4143
Steering,std,ND_vs_CD_ED_vs_MD,1.3539,0.29105334721505893,기각하지 못함 (차이 없음),0.0262,0.1193,0.036
LaneOffset,std,ND_vs_CD_ED_vs_MD,11.7456,0.000896754150197859,기각 (차이 있음),0.2528,0.2024,0.1709
gaze_0_x,std,ND_vs_CD_ED_vs_MD,1.0601,0.36410742434797394,기각하지 못함 (차이 없음),0.0431,0.0467,0.0373
gaze_0_y,std,ND_vs_CD_ED_vs_MD,1.0632,0.363625775702042,기각하지 못함 (차이 없음),0.063,0.0664,0.0524
gaze_0_z,std,ND_vs_CD_ED_vs_MD,1.4899,0.24790830944504016,기각하지 못함 (차이 없음),0.0733,0.0437,0.0419
gaze_1_x,std,ND_vs_CD_ED_vs_MD,3.9072,0.038308995314410066,기각 (차이 있음),0.0485,0.0484,0.0358
gaze_1_y,std,ND_vs_CD_ED_vs_MD,2.6455,0.09519424772421012,기각하지 못함 (차이 없음),0.0635,0.0705,0.0503
gaze_1_z,std,ND_vs_CD_ED_vs_MD,1.3643,0.27698763009440974,기각하지 못함 (차이 없음),0.0728,0.045,0.0416
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,1.1332,0.34135550152030864,기각하지 못함 (차이 없음),0.0351,0.0377,0.0296
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,1.8037,0.190073267813725,기각하지 못함 (차이 없음),0.061,0.0683,0.0512
gaze_vel,std,ND_vs_CD_ED_vs_MD,0.9379,0.40725774491148553,기각하지 못함 (차이 없음),33.4902,36.8936,30.565
gaze_amp,std,ND_vs_CD_ED_vs_MD,0.975,0.39365221326933747,기각하지 못함 (차이 없음),1.2383,1.3688,1.1301
gaze_acc,std,ND_vs_CD_ED_vs_MD,1.1123,0.34765550161233283,기각하지 못함 (차이 없음),988.9382,1153.5462,972.4894
