Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,1.3095,0.2959779852988717,기각하지 못함 (차이 없음),0.3043,0.4461,0.4995
AU02_r,std,ND_vs_CD_ED_vs_MD,0.9182,0.4161060596345798,기각하지 못함 (차이 없음),0.2664,0.3543,0.3122
AU04_r,std,ND_vs_CD_ED_vs_MD,1.3366,0.2835329828908271,기각하지 못함 (차이 없음),0.1609,0.2841,0.25
AU05_r,std,ND_vs_CD_ED_vs_MD,0.3509,0.708322125506573,기각하지 못함 (차이 없음),0.1461,0.1748,0.1452
AU06_r,std,ND_vs_CD_ED_vs_MD,4.0765,0.03032682015696095,기각 (차이 있음),0.2309,0.3423,0.3384
AU07_r,std,ND_vs_CD_ED_vs_MD,0.3746,0.691632436589231,기각하지 못함 (차이 없음),0.344,0.3992,0.3725
AU09_r,std,ND_vs_CD_ED_vs_MD,1.2109,0.3168884570887154,기각하지 못함 (차이 없음),0.1575,0.2341,0.1847
AU10_r,std,ND_vs_CD_ED_vs_MD,2.4582,0.10780127641461645,기각하지 못함 (차이 없음),0.2721,0.3862,0.3809
AU12_r,std,ND_vs_CD_ED_vs_MD,13.378,0.00028401476858057404,기각 (차이 있음),0.1128,0.3547,0.2949
AU14_r,std,ND_vs_CD_ED_vs_MD,1.946,0.16698731160592423,기각하지 못함 (차이 없음),0.3194,0.4226,0.369
AU15_r,std,ND_vs_CD_ED_vs_MD,0.038,0.9627939184908975,기각하지 못함 (차이 없음),0.2004,0.207,0.2119
AU17_r,std,ND_vs_CD_ED_vs_MD,0.7326,0.49126411966976197,기각하지 못함 (차이 없음),0.2735,0.3224,0.3091
AU20_r,std,ND_vs_CD_ED_vs_MD,0.3576,0.7031332571981975,기각하지 못함 (차이 없음),0.1931,0.1654,0.1611
AU23_r,std,ND_vs_CD_ED_vs_MD,0.1232,0.8847707115780263,기각하지 못함 (차이 없음),0.2355,0.2542,0.2416
AU25_r,std,ND_vs_CD_ED_vs_MD,5.3426,0.01308210797494007,기각 (차이 있음),0.3307,0.5722,0.5461
AU26_r,std,ND_vs_CD_ED_vs_MD,2.1289,0.14283749237927737,기각하지 못함 (차이 없음),0.3374,0.4252,0.4429
AU45_r,std,ND_vs_CD_ED_vs_MD,2.2266,0.13447402184325857,기각하지 못함 (차이 없음),0.3055,0.4193,0.3885
pose_Tx,std,ND_vs_CD_ED_vs_MD,1.1333,0.33944159554155534,기각하지 못함 (차이 없음),63106.8351,5.7261,6.3624
pose_Ty,std,ND_vs_CD_ED_vs_MD,2.1017,0.14550432409785763,기각하지 못함 (차이 없음),47331.1717,6.3985,4.4699
pose_Tz,std,ND_vs_CD_ED_vs_MD,1.1067,0.34805957955507777,기각하지 못함 (차이 없음),98604.2123,4.3597,4.0878
pose_Rx,std,ND_vs_CD_ED_vs_MD,1.2105,0.31589435738407823,기각하지 못함 (차이 없음),0.0615,0.0653,0.0496
pose_Ry,std,ND_vs_CD_ED_vs_MD,1.4215,0.26536019568216396,기각하지 못함 (차이 없음),0.037,0.029,0.0425
pose_Rz,std,ND_vs_CD_ED_vs_MD,0.204,0.8170203498052718,기각하지 못함 (차이 없음),0.0307,0.0345,0.0323
Speed,std,ND_vs_CD_ED_vs_MD,17.8618,3.681470264236091e-05,기각 (차이 있음),11.5488,4.769,7.5115
Acceleration,std,ND_vs_CD_ED_vs_MD,0.238,0.7905374980481975,기각하지 못함 (차이 없음),3.5198,3.7656,3.9883
Brake,std,ND_vs_CD_ED_vs_MD,0.4513,0.6435991749391727,기각하지 못함 (차이 없음),41.0204,31.8751,39.8128
Steering,std,ND_vs_CD_ED_vs_MD,1.5807,0.23865584554213906,기각하지 못함 (차이 없음),0.0237,0.0944,0.0471
LaneOffset,std,ND_vs_CD_ED_vs_MD,8.2758,0.003250005127676799,기각 (차이 있음),0.2512,0.1769,0.1955
gaze_0_x,std,ND_vs_CD_ED_vs_MD,0.3193,0.7299074557819659,기각하지 못함 (차이 없음),0.0431,0.0399,0.0441
gaze_0_y,std,ND_vs_CD_ED_vs_MD,0.5676,0.5750959810917234,기각하지 못함 (차이 없음),0.0545,0.0611,0.0604
gaze_0_z,std,ND_vs_CD_ED_vs_MD,2.1037,0.14547436619101517,기각하지 못함 (차이 없음),0.0693,0.0335,0.0438
gaze_1_x,std,ND_vs_CD_ED_vs_MD,1.0339,0.37392030240081237,기각하지 못함 (차이 없음),0.0458,0.0396,0.0482
gaze_1_y,std,ND_vs_CD_ED_vs_MD,0.2449,0.7849283237549237,기각하지 못함 (차이 없음),0.0575,0.0617,0.0621
gaze_1_z,std,ND_vs_CD_ED_vs_MD,2.025,0.15555465798334564,기각하지 못함 (차이 없음),0.0687,0.033,0.0453
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,1.1806,0.32645768241329803,기각하지 못함 (차이 없음),0.0364,0.03,0.0378
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,0.298,0.7452847337557376,기각하지 못함 (차이 없음),0.0556,0.0602,0.0596
gaze_vel,std,ND_vs_CD_ED_vs_MD,1.0815,0.35655025085719066,기각하지 못함 (차이 없음),32.1644,38.0851,39.1732
gaze_amp,std,ND_vs_CD_ED_vs_MD,1.0093,0.3808124425003438,기각하지 못함 (차이 없음),1.1895,1.3977,1.439
gaze_acc,std,ND_vs_CD_ED_vs_MD,1.8393,0.1831383086743921,기각하지 못함 (차이 없음),964.2146,1179.9491,1223.4285
