Feature,Comparison_Set,A,B,diff,se,T,df,pval,hedges,mean_A,mean_B
AU26_r,ND_CD_ED_MD,CD,ND,0.3193286767798417,0.093708974330587,3.4076637703163026,12.753180502705371,0.0217368488733648,1.417878275735148,0.6034409457914106,0.2841122690115689
AU26_r,ND_CD_ED_MD,ED,MD,0.18989417666420988,0.08634627356048756,2.1992168142749624,16.152959016079294,0.1652779932596824,0.9419624901143542,0.5332562364559317,0.3433620597917218
AU26_r,ND_CD_ED_MD,ED,ND,0.2491439674443628,0.059500326515942864,4.18727059216399,16.047227570130445,0.0034804813240593147,1.777396570446777,0.5332562364559317,0.2841122690115689
AU26_r,ND_CD_ED_MD,MD,ND,0.05924979078015291,0.07785527031693547,0.76102479047285,12.803587038141623,0.8703602200201179,0.3316978862307347,0.3433620597917218,0.2841122690115689
AU45_r,ND_CD_MD,CD,MD,-0.4648399881026059,0.10999300327721201,-4.226086880554428,9.962112290268148,0.004571496226106864,-1.8536628296098527,0.17229670804194347,0.6371366961445494
AU45_r,ND_CD_MD,CD,ND,-0.0004503562570672137,0.0287969615406735,-0.01563901998588011,16.41415303736236,0.9998651668365243,-0.006421464214741969,0.17229670804194347,0.17274706429901068
AU45_r,ND_CD_MD,MD,ND,0.4643896318455387,0.1081671124543189,4.29326087484918,9.338177379247696,0.004733488558660515,1.9386943702279018,0.6371366961445494,0.17274706429901068
AU45_r,ND_ED_MD,ED,MD,-0.44103958212991873,0.11100002246278622,-3.973328764665623,10.30389546662825,0.006387384453454881,-1.7018452355009484,0.19609711401463065,0.6371366961445494
AU45_r,ND_ED_MD,ED,ND,0.023350049715619964,0.032431608205164615,0.7199781635220159,13.50143121620541,0.7561017421979748,0.3119421927907221,0.19609711401463065,0.17274706429901068
AU45_r,ND_ED_MD,MD,ND,0.4643896318455387,0.1081671124543189,4.29326087484918,9.338177379247696,0.004733488558660515,1.9386943702279018,0.6371366961445494,0.17274706429901068
AU45_r,ND_CD_ED_MD,CD,ED,-0.023800405972687178,0.038080779456423984,-0.6249978680169112,18.223792139035393,0.9227095321157043,-0.26356322826450235,0.17229670804194347,0.19609711401463065
AU45_r,ND_CD_ED_MD,CD,MD,-0.4648399881026059,0.10999300327721201,-4.226086880554428,9.962112290268148,0.008033929702883191,-1.8536628296098527,0.17229670804194347,0.6371366961445494
AU45_r,ND_CD_ED_MD,CD,ND,-0.0004503562570672137,0.0287969615406735,-0.01563901998588011,16.41415303736236,0.9999985646427832,-0.006421464214741969,0.17229670804194347,0.17274706429901068
AU45_r,ND_CD_ED_MD,ED,MD,-0.44103958212991873,0.11100002246278622,-3.973328764665623,10.30389546662825,0.011195127814058847,-1.7018452355009484,0.19609711401463065,0.6371366961445494
AU45_r,ND_CD_ED_MD,ED,ND,0.023350049715619964,0.032431608205164615,0.7199781635220159,13.50143121620541,0.887453857713566,0.3119421927907221,0.19609711401463065,0.17274706429901068
AU45_r,ND_CD_ED_MD,MD,ND,0.4643896318455387,0.1081671124543189,4.29326087484918,9.338177379247696,0.008266808727674935,1.9386943702279018,0.6371366961445494,0.17274706429901068
pose_Rx,ND_ED_MD,ED,MD,-0.14731686949890663,0.06158654558558593,-2.3920300789428515,17.09488720721829,0.06969101707368652,-1.0245477367052038,-0.0464420591123493,0.10087481038655732
pose_Rx,ND_ED_MD,ED,ND,0.0011757841295963883,0.06689511981119965,0.017576530738189027,19.59738763477564,0.9998296916273789,0.007206608436632011,-0.0464420591123493,-0.047617843241945686
pose_Rx,ND_ED_MD,MD,ND,0.148492653628503,0.0600183882261642,2.474119316049371,19.840032015926962,0.05614573975190251,0.9927002651543222,0.10087481038655732,-0.047617843241945686
Speed,ND_CD_ED,CD,ED,3.190281619639066,1.4828964491822232,2.151385298277853,17.197210497011735,0.10873110330570568,0.9126942548632374,75.02291703701343,71.83263541737436
Speed,ND_CD_ED,CD,ND,5.183807798790795,1.2435872114374116,4.168431253646492,20.850366592420613,0.0012270779690550793,1.6766141290442216,75.02291703701343,69.83910923822263
Speed,ND_CD_ED,ED,ND,1.9935261791517291,1.4634760474345152,1.3621857239456676,17.161639657771843,0.3817459164657645,0.5730160610494333,71.83263541737436,69.83910923822263
Speed,ND_CD_MD,CD,MD,8.09418917133408,2.4064601889317734,3.3635250682983817,11.849960968212006,0.014652455068293824,1.4613037845165964,75.02291703701343,66.92872786567935
Speed,ND_CD_MD,CD,ND,5.183807798790795,1.2435872114374116,4.168431253646492,20.850366592420613,0.0012270779690550793,1.6766141290442216,75.02291703701343,69.83910923822263
Speed,ND_CD_MD,MD,ND,-2.9103813725432843,2.3945418984287685,-1.2154230312081802,11.674242603506103,0.46758478377110047,-0.5352181070643923,66.92872786567935,69.83910923822263
Speed,ND_CD_ED_MD,CD,ED,3.190281619639066,1.4828964491822232,2.151385298277853,17.197210497011735,0.17660317423756766,0.9126942548632374,75.02291703701343,71.83263541737436
Speed,ND_CD_ED_MD,CD,MD,8.09418917133408,2.4064601889317734,3.3635250682983817,11.849960968212006,0.02549270881753163,1.4613037845165964,75.02291703701343,66.92872786567935
Speed,ND_CD_ED_MD,CD,ND,5.183807798790795,1.2435872114374116,4.168431253646492,20.850366592420613,0.0022980097842121294,1.6766141290442216,75.02291703701343,69.83910923822263
Speed,ND_CD_ED_MD,ED,MD,4.9039075516950135,2.5271136954789784,1.9405171838798285,13.674005915555977,0.2570833896442093,0.8311569767802792,71.83263541737436,66.92872786567935
Speed,ND_CD_ED_MD,ED,ND,1.9935261791517291,1.4634760474345152,1.3621857239456676,17.161639657771843,0.5382335885484456,0.5730160610494333,71.83263541737436,69.83910923822263
Speed,ND_CD_ED_MD,MD,ND,-2.9103813725432843,2.3945418984287685,-1.2154230312081802,11.674242603506103,0.6296643212836851,-0.5352181070643923,66.92872786567935,69.83910923822263
gaze_0_y,ND_CD_MD,CD,MD,-0.10184185706609625,0.05593297712911252,-1.820783771816942,16.090741854547293,0.19438656686884015,-0.7443594653773512,0.1818089583457521,0.28365081541184833
