Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,0.4737,0.6313458625217963,기각하지 못함 (차이 없음),0.3322,0.4887,0.3279
AU02_r,std,ND_vs_CD_ED_vs_MD,0.7267,0.49743821051076875,기각하지 못함 (차이 없음),0.2821,0.338,0.2184
AU04_r,std,ND_vs_CD_ED_vs_MD,0.1368,0.873167129218209,기각하지 못함 (차이 없음),0.2353,0.1961,0.2191
AU05_r,std,ND_vs_CD_ED_vs_MD,1.049,0.37445088872982935,기각하지 못함 (차이 없음),0.1299,0.1563,0.1638
AU06_r,std,ND_vs_CD_ED_vs_MD,9.747,0.0013379296593318943,기각 (차이 있음),0.209,0.2732,0.3933
AU07_r,std,ND_vs_CD_ED_vs_MD,1.7112,0.20716276837632155,기각하지 못함 (차이 없음),0.2888,0.3013,0.4227
AU09_r,std,ND_vs_CD_ED_vs_MD,0.7105,0.5031787956738082,기각하지 못함 (차이 없음),0.1523,0.175,0.199
AU10_r,std,ND_vs_CD_ED_vs_MD,5.4238,0.014898066022451858,기각 (차이 있음),0.2414,0.3335,0.3988
AU12_r,std,ND_vs_CD_ED_vs_MD,8.0871,0.003958788330795274,기각 (차이 있음),0.1015,0.2326,0.3512
AU14_r,std,ND_vs_CD_ED_vs_MD,0.8223,0.45440527184171076,기각하지 못함 (차이 없음),0.3134,0.3327,0.3905
AU15_r,std,ND_vs_CD_ED_vs_MD,2.3954,0.11978483729539881,기각하지 못함 (차이 없음),0.162,0.2368,0.1961
AU17_r,std,ND_vs_CD_ED_vs_MD,2.367,0.12093429692423187,기각하지 못함 (차이 없음),0.241,0.3039,0.3018
AU20_r,std,ND_vs_CD_ED_vs_MD,0.1985,0.8221006514523612,기각하지 못함 (차이 없음),0.1642,0.1507,0.153
AU23_r,std,ND_vs_CD_ED_vs_MD,0.8525,0.44421879238335216,기각하지 못함 (차이 없음),0.2175,0.2698,0.2508
AU25_r,std,ND_vs_CD_ED_vs_MD,7.4602,0.004816813405119009,기각 (차이 있음),0.3132,0.4696,0.6517
AU26_r,std,ND_vs_CD_ED_vs_MD,5.0016,0.01803160558345764,기각 (차이 있음),0.2938,0.4343,0.4136
AU45_r,std,ND_vs_CD_ED_vs_MD,4.3602,0.033354079463398086,기각 (차이 있음),0.2787,0.4566,0.4167
pose_Tx,std,ND_vs_CD_ED_vs_MD,1.978,0.16795258189625006,기각하지 못함 (차이 없음),31626.1587,6.632,4.5895
pose_Ty,std,ND_vs_CD_ED_vs_MD,0.4972,0.6152276076540426,기각하지 못함 (차이 없음),23721.5504,5.5994,5.9004
pose_Tz,std,ND_vs_CD_ED_vs_MD,0.5394,0.590993101080246,기각하지 못함 (차이 없음),49417.2155,4.5559,4.295
pose_Rx,std,ND_vs_CD_ED_vs_MD,0.2052,0.8162102557237043,기각하지 못함 (차이 없음),0.0593,0.0529,0.0602
pose_Ry,std,ND_vs_CD_ED_vs_MD,1.5237,0.2433966834530473,기각하지 못함 (차이 없음),0.0303,0.0424,0.0313
pose_Rz,std,ND_vs_CD_ED_vs_MD,0.5453,0.5881822291260547,기각하지 못함 (차이 없음),0.0294,0.0294,0.0374
Speed,std,ND_vs_CD_ED_vs_MD,24.024,1.226990077771722e-05,기각 (차이 있음),12.2834,7.2753,3.6796
Acceleration,std,ND_vs_CD_ED_vs_MD,2.654,0.10105757550747953,기각하지 못함 (차이 없음),4.4345,2.9622,3.6938
Brake,std,ND_vs_CD_ED_vs_MD,5.878,0.01157638299820013,기각 (차이 있음),54.1517,24.5991,24.799
Steering,std,ND_vs_CD_ED_vs_MD,3.0062,0.08508618167493459,기각하지 못함 (차이 없음),0.0223,0.0643,0.033
LaneOffset,std,ND_vs_CD_ED_vs_MD,12.5555,0.0005680528268498704,기각 (차이 있음),0.2653,0.2324,0.1456
gaze_0_x,std,ND_vs_CD_ED_vs_MD,1.4962,0.2506737201366261,기각하지 못함 (차이 없음),0.0365,0.0478,0.0398
gaze_0_y,std,ND_vs_CD_ED_vs_MD,0.1096,0.8967523212321242,기각하지 못함 (차이 없음),0.0591,0.0625,0.0581
gaze_0_z,std,ND_vs_CD_ED_vs_MD,3.4432,0.05140388875864981,기각하지 못함 (차이 없음),0.0631,0.0314,0.0295
gaze_1_x,std,ND_vs_CD_ED_vs_MD,5.1175,0.0190989670498772,기각 (차이 있음),0.0379,0.0614,0.0369
gaze_1_y,std,ND_vs_CD_ED_vs_MD,0.2317,0.7953376536338945,기각하지 못함 (차이 없음),0.06,0.0637,0.0577
gaze_1_z,std,ND_vs_CD_ED_vs_MD,3.2677,0.05878635460004181,기각하지 못함 (차이 없음),0.0633,0.0336,0.0293
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,3.5434,0.050843051398262055,기각하지 못함 (차이 없음),0.0293,0.0471,0.0315
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,0.0752,0.9278696702826257,기각하지 못함 (차이 없음),0.0577,0.0612,0.0588
gaze_vel,std,ND_vs_CD_ED_vs_MD,2.049,0.16037930260140398,기각하지 못함 (차이 없음),28.1725,39.1265,29.593
gaze_amp,std,ND_vs_CD_ED_vs_MD,2.0733,0.15739330077097471,기각하지 못함 (차이 없음),1.047,1.4549,1.0929
gaze_acc,std,ND_vs_CD_ED_vs_MD,2.5867,0.104732011508535,기각하지 못함 (차이 없음),855.6611,1207.77,916.0046
