A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature,Metric
CD_ED,MD,0.8065983854857091,0.5400849669135429,0.26651341857216615,0.18516091243641417,1.439361121444512,9.747260648510347,0.3597513550284337,0.7074202710554992,AU25_r,mean
CD_ED,ND,0.8065983854857091,0.2763995801728714,0.5301988053128377,0.1725592849039011,3.072560283314267,7.523642530397583,0.03892965259548453,1.7304544882934276,AU25_r,mean
MD,ND,0.5400849669135429,0.2763995801728714,0.2636853867406715,0.08147034161055335,3.2365813316598975,15.170040934049723,0.01424314098787094,1.3053872647163707,AU25_r,mean
CD_ED,MD,0.5195075083468708,0.5227634176067645,-0.003255909259893719,0.11129307717257314,-0.029255272139209924,16.66468616436643,0.9995282592366772,-0.012396501154135611,AU26_r,mean
CD_ED,ND,0.5195075083468708,0.28970867118249133,0.22979883716437943,0.08883979641208063,2.5866655085347636,10.018609528883271,0.0642652059324943,1.2566330208894232,AU26_r,mean
MD,ND,0.5227634176067645,0.28970867118249133,0.23305474642427315,0.08500890048917265,2.741533475708896,16.042637889074967,0.03648708970164305,1.0972671663670892,AU26_r,mean
CD_ED,MD,0.17795422580017917,0.38930839113830024,-0.21135416533812107,0.09344146713581268,-2.2618883437577875,13.488833000871322,0.09631937619346298,-0.8257981492356725,AU45_r,mean
CD_ED,ND,0.17795422580017917,0.14615085135248038,0.03180337444769879,0.032500301564066615,0.9785562877010849,8.877440392299686,0.6078677297669575,0.503016015955506,AU45_r,mean
MD,ND,0.38930839113830024,0.14615085135248038,0.24315753978581986,0.08899252100830375,2.7323367967419556,11.345622198954194,0.04637802223465792,1.147837863926612,AU45_r,mean
CD_ED,MD,0.36882617402055723,0.402762831988593,-0.033936657968035744,0.19656542575620542,-0.17264815436121725,17.409995043308015,0.9837169941232099,-0.07174066278509951,gaze_acc,mean
CD_ED,ND,0.36882617402055723,0.05979595635985539,0.3090302176607018,0.1427278789993016,2.1651706718223847,8.450218639557953,0.13464936655343107,1.1414503763989303,gaze_acc,mean
MD,ND,0.402762831988593,0.05979595635985539,0.34296687562873757,0.1483997159960327,2.3111019675934314,13.057275557284749,0.08951365190720217,0.9516197180195933,gaze_acc,mean
