Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,1.8008,0.1939252703321286,기각하지 못함 (차이 없음),0.2817,0.1234,0.4924
AU02_r,var,ND_vs_CD_ED_vs_MD,0.5681,0.5752682047684237,기각하지 못함 (차이 없음),0.1804,0.085,0.1475
AU04_r,var,ND_vs_CD_ED_vs_MD,0.5573,0.5822970144520104,기각하지 못함 (차이 없음),0.0807,0.0949,0.1449
AU05_r,var,ND_vs_CD_ED_vs_MD,0.556,0.5863472022669035,기각하지 못함 (차이 없음),0.0223,0.0416,0.0303
AU06_r,var,ND_vs_CD_ED_vs_MD,1.3225,0.29328055927012064,기각하지 못함 (차이 없음),0.0693,0.1079,0.1122
AU07_r,var,ND_vs_CD_ED_vs_MD,1.1754,0.33199725822268095,기각하지 못함 (차이 없음),0.15,0.234,0.1444
AU09_r,var,ND_vs_CD_ED_vs_MD,1.6459,0.22804512855958098,기각하지 못함 (차이 없음),0.0213,0.1088,0.0274
AU10_r,var,ND_vs_CD_ED_vs_MD,0.0512,0.9502599568460858,기각하지 못함 (차이 없음),0.1379,0.1495,0.135
AU12_r,var,ND_vs_CD_ED_vs_MD,5.5325,0.019039437605045423,기각 (차이 있음),0.0228,0.1263,0.1118
AU14_r,var,ND_vs_CD_ED_vs_MD,1.0795,0.36200769562345153,기각하지 못함 (차이 없음),0.128,0.2068,0.1654
AU15_r,var,ND_vs_CD_ED_vs_MD,0.4811,0.6271921725613979,기각하지 못함 (차이 없음),0.0516,0.0727,0.0462
AU17_r,var,ND_vs_CD_ED_vs_MD,0.3836,0.686993238171375,기각하지 못함 (차이 없음),0.0932,0.1083,0.1174
AU20_r,var,ND_vs_CD_ED_vs_MD,0.0302,0.9703362569100566,기각하지 못함 (차이 없음),0.0336,0.0334,0.031
AU23_r,var,ND_vs_CD_ED_vs_MD,0.5082,0.6119594358378201,기각하지 못함 (차이 없음),0.1063,0.1314,0.0741
AU25_r,var,ND_vs_CD_ED_vs_MD,1.6814,0.2191825726105664,기각하지 못함 (차이 없음),0.191,0.4314,0.3348
AU26_r,var,ND_vs_CD_ED_vs_MD,2.0427,0.15981219814068148,기각하지 못함 (차이 없음),0.1531,0.2142,0.2599
AU45_r,var,ND_vs_CD_ED_vs_MD,2.6764,0.10166170798732008,기각하지 못함 (차이 없음),0.0942,0.1611,0.2337
pose_Tx,var,ND_vs_CD_ED_vs_MD,0.5221,0.6012346591695138,기각하지 못함 (차이 없음),3326919232554.238,30.6746,34.7502
pose_Ty,var,ND_vs_CD_ED_vs_MD,1.5052,0.25297224501721377,기각하지 못함 (차이 없음),1871427006007.5444,89.1164,36.5097
pose_Tz,var,ND_vs_CD_ED_vs_MD,1.4049,0.2744632169189683,기각하지 못함 (차이 없음),8122244272534.566,32.6019,17.9406
pose_Rx,var,ND_vs_CD_ED_vs_MD,0.8126,0.457096171345012,기각하지 못함 (차이 없음),0.0093,0.0039,0.0036
pose_Ry,var,ND_vs_CD_ED_vs_MD,1.6161,0.22337385930085163,기각하지 못함 (차이 없음),0.0089,0.0007,0.0012
pose_Rz,var,ND_vs_CD_ED_vs_MD,1.6339,0.23016086824015447,기각하지 못함 (차이 없음),0.0042,0.0012,0.0008
Speed,var,ND_vs_CD_ED_vs_MD,20.1143,2.6884987401331876e-05,기각 (차이 있음),180.3674,18.7381,80.6709
Acceleration,var,ND_vs_CD_ED_vs_MD,0.072,0.9307935545449668,기각하지 못함 (차이 없음),16.5539,15.211,17.5347
Brake,var,ND_vs_CD_ED_vs_MD,2.2337,0.13341970705675063,기각하지 못함 (차이 없음),3343.4503,1557.0954,1994.0891
Steering,var,ND_vs_CD_ED_vs_MD,2.3857,0.13345226438156296,기각하지 못함 (차이 없음),0.0007,0.001,0.0029
LaneOffset,var,ND_vs_CD_ED_vs_MD,36.4163,2.1646838547017322e-07,기각 (차이 있음),0.0668,0.019,0.0358
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.7167,0.5044004031905476,기각하지 못함 (차이 없음),0.0032,0.0018,0.0016
gaze_0_y,var,ND_vs_CD_ED_vs_MD,0.6349,0.5419336521159862,기각하지 못함 (차이 없음),0.0042,0.0035,0.0034
gaze_0_z,var,ND_vs_CD_ED_vs_MD,1.3519,0.2808530489151128,기각하지 못함 (차이 없음),0.022,0.0006,0.0009
gaze_1_x,var,ND_vs_CD_ED_vs_MD,1.4126,0.26602028831760927,기각하지 못함 (차이 없음),0.0032,0.0016,0.0023
gaze_1_y,var,ND_vs_CD_ED_vs_MD,0.9661,0.3976863792943325,기각하지 못함 (차이 없음),0.0041,0.0031,0.0043
gaze_1_z,var,ND_vs_CD_ED_vs_MD,1.6227,0.22188261217631855,기각하지 못함 (차이 없음),0.0224,0.0005,0.001
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,1.1937,0.3231556967043712,기각하지 못함 (차이 없음),0.0029,0.0009,0.0012
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,0.5247,0.60024496941569,기각하지 못함 (차이 없음),0.0041,0.0031,0.0036
gaze_vel,var,ND_vs_CD_ED_vs_MD,2.3507,0.12115852338010615,기각하지 못함 (차이 없음),1277.8843,996.8358,1907.9676
gaze_amp,var,ND_vs_CD_ED_vs_MD,2.4162,0.11432216190355685,기각하지 못함 (차이 없음),1.7129,1.3737,2.5788
gaze_acc,var,ND_vs_CD_ED_vs_MD,2.2067,0.13586315885013445,기각하지 못함 (차이 없음),1151336.4383,997489.9713,1751286.0051
