Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,1.3646,0.2875177250978395,기각하지 못함 (차이 없음),0.0545,0.0583,0.0589,0.0735
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,1.821,0.18483091167301346,기각하지 못함 (차이 없음),0.0944,0.0237,0.0241,0.0569
gaze_1_x,std,ND_vs_CD_vs_ED_vs_MD,0.936,0.4451229084325894,기각하지 못함 (차이 없음),0.0526,0.0481,0.04,0.0432
gaze_1_y,std,ND_vs_CD_vs_ED_vs_MD,1.6702,0.21068551529383234,기각하지 못함 (차이 없음),0.0553,0.0583,0.0608,0.074
gaze_1_z,std,ND_vs_CD_vs_ED_vs_MD,1.95,0.16311448276574542,기각하지 못함 (차이 없음),0.0953,0.0231,0.0233,0.0582
gaze_angle_x,std,ND_vs_CD_vs_ED_vs_MD,1.1056,0.37408433730542834,기각하지 못함 (차이 없음),0.0463,0.0374,0.03,0.0346
gaze_angle_y,std,ND_vs_CD_vs_ED_vs_MD,1.5443,0.23876403274672986,기각하지 못함 (차이 없음),0.0553,0.0575,0.059,0.0735
gaze_vel,std,ND_vs_CD_vs_ED_vs_MD,1.1324,0.3667370267066859,기각하지 못함 (차이 없음),32.1363,40.5842,33.3751,40.9975
gaze_amp,std,ND_vs_CD_vs_ED_vs_MD,1.0792,0.38655626397979326,기각하지 못함 (차이 없음),1.1728,1.4831,1.2457,1.5125
gaze_acc,std,ND_vs_CD_vs_ED_vs_MD,1.6203,0.22468210839761646,기각하지 못함 (차이 없음),993.056,1291.1072,1024.6739,1273.1093
