A,B,mean_A,mean_B,diff,se,T,df,pval,hedges,Feature,Metric
CD_ED,MD,0.014861708750714984,0.182453088219157,-0.16759137946844202,0.06712434418243993,-2.4967302326699645,8.240743029190227,0.08345397423052114,-1.1209237322631103,AU04_r,var
CD_ED,ND,0.014861708750714984,0.09222834540011383,-0.07736663664939886,0.021713696064470694,-3.563033968039692,18.138711631412544,0.005930111642962754,-1.1692420433520376,AU04_r,var
MD,ND,0.182453088219157,0.09222834540011383,0.09022474281904318,0.06959564246689078,1.2964136779391962,9.480144015596471,0.4301476842576951,0.6423827913069913,AU04_r,var
CD_ED,MD,0.1928946397179521,0.10706741231032907,0.08582722740762302,0.06209997432977559,1.382081527954364,12.715293038636949,0.3787246019859304,0.6204947432185369,AU12_r,var
CD_ED,ND,0.1928946397179521,0.034402669250957515,0.1584919704669946,0.05800442591894792,2.7324116730068537,10.558705650053767,0.04877892610853718,1.2992053638270922,AU12_r,var
MD,ND,0.10706741231032907,0.034402669250957515,0.07266474305937155,0.037476122077015804,1.9389611046212547,15.50093215014793,0.1610922996728097,0.8123748505065725,AU12_r,var
CD_ED,MD,0.5199502400289331,0.36105659960149405,0.15889364042743903,0.181573226731473,0.8750939953412041,14.31002942048892,0.6639635278240036,0.3928793004961234,AU25_r,var
CD_ED,ND,0.5199502400289331,0.12003839130813629,0.39991184872079677,0.1516646966786206,2.636815669557003,8.620632421506395,0.06560784101609662,1.3598065116686366,AU25_r,var
MD,ND,0.36105659960149405,0.12003839130813629,0.24101820829335777,0.10803870725805959,2.2308505387579785,9.27797328983408,0.11737353828664143,1.1151029111946131,AU25_r,var
CD_ED,MD,0.19612175561006606,0.30754276081597987,-0.1114210052059138,0.11534500240284765,-0.965980344920111,15.710893821781601,0.6081605292288716,-0.4336833348482097,AU45_r,var
CD_ED,ND,0.19612175561006606,0.09512325843303986,0.1009984971770262,0.08865793849649657,1.1391929351145165,8.652237386643563,0.5166496750935798,0.5865368972950386,AU45_r,var
MD,ND,0.30754276081597987,0.09512325843303986,0.21241950238294,0.0778167313654432,2.7297407466959105,8.858693632035123,0.05576233795841368,1.3911592711795866,AU45_r,var
CD_ED,MD,50.67416267444277,19.55077460122948,31.123388073213288,24.637361505750142,1.2632597880235417,8.703455809833548,0.4498506820151029,0.567148928578874,Speed,var
CD_ED,ND,50.67416267444277,139.36505484153938,-88.6908921670966,29.15781583321669,-3.04175363046431,15.245099246805959,0.020895951302411064,-1.2810345475824811,Speed,var
MD,ND,19.55077460122948,139.36505484153938,-119.8142802403099,17.158103037013124,-6.9829560984596535,16.532348316006225,7.3553010929705565e-06,-2.2474171280019766,Speed,var
CD_ED,MD,0.061396566204338116,0.03254352864941254,0.028853037554925576,0.01915804683845262,1.5060531899845804,10.670859430476826,0.3266231252200986,0.6761526498195103,LaneOffset,var
CD_ED,ND,0.061396566204338116,0.07137014393646735,-0.00997357773212923,0.018250531657327075,-0.5464814899310135,9.026916264075428,0.8507811810131043,-0.2762885765499378,LaneOffset,var
MD,ND,0.03254352864941254,0.07137014393646735,-0.038826615287054805,0.00858516005513132,-4.5225266666808706,13.915333134736025,0.0013183612446631132,-1.9597688235660817,LaneOffset,var
