Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,1.3302,0.29269411108339344,기각하지 못함 (차이 없음),0.1028,0.6753,0.1315
AU02_r,var,ND_vs_CD_ED_vs_MD,1.0002,0.38963134101962116,기각하지 못함 (차이 없음),0.0579,0.3601,0.0496
AU04_r,var,ND_vs_CD_ED_vs_MD,0.1557,0.8570419479068846,기각하지 못함 (차이 없음),0.0834,0.1091,0.0902
AU05_r,var,ND_vs_CD_ED_vs_MD,0.1984,0.8221431609836003,기각하지 못함 (차이 없음),0.0223,0.0268,0.0282
AU06_r,var,ND_vs_CD_ED_vs_MD,2.3827,0.12612899910850245,기각하지 못함 (차이 없음),0.0739,0.1195,0.1186
AU07_r,var,ND_vs_CD_ED_vs_MD,0.0415,0.9594651405377614,기각하지 못함 (차이 없음),0.1634,0.1746,0.1556
AU09_r,var,ND_vs_CD_ED_vs_MD,1.1954,0.3276582994758474,기각하지 못함 (차이 없음),0.0242,0.08,0.0435
AU10_r,var,ND_vs_CD_ED_vs_MD,2.2835,0.13007207260146128,기각하지 못함 (차이 없음),0.0788,0.173,0.1244
AU12_r,var,ND_vs_CD_ED_vs_MD,6.7402,0.008647503098696777,기각 (차이 있음),0.0247,0.098,0.116
AU14_r,var,ND_vs_CD_ED_vs_MD,0.1373,0.8726497825847932,기각하지 못함 (차이 없음),0.1344,0.153,0.1261
AU15_r,var,ND_vs_CD_ED_vs_MD,0.0026,0.9974013263919682,기각하지 못함 (차이 없음),0.0433,0.0429,0.042
AU17_r,var,ND_vs_CD_ED_vs_MD,0.1105,0.8958956950276996,기각하지 못함 (차이 없음),0.104,0.0919,0.0976
AU20_r,var,ND_vs_CD_ED_vs_MD,0.8615,0.4370697247605729,기각하지 못함 (차이 없음),0.0435,0.0284,0.026
AU23_r,var,ND_vs_CD_ED_vs_MD,0.6443,0.5396274159824584,기각하지 못함 (차이 없음),0.0646,0.1032,0.1018
AU25_r,var,ND_vs_CD_ED_vs_MD,5.9173,0.015494166873168095,기각 (차이 있음),0.0967,0.2633,0.3823
AU26_r,var,ND_vs_CD_ED_vs_MD,1.1483,0.3394704102878016,기각하지 못함 (차이 없음),0.1564,0.2397,0.2119
AU45_r,var,ND_vs_CD_ED_vs_MD,2.3205,0.13768079971301186,기각하지 못함 (차이 없음),0.096,0.2484,0.1962
pose_Tx,var,ND_vs_CD_ED_vs_MD,1.0331,0.373727453951783,기각하지 못함 (차이 없음),45587967880.774,44.7366,36.4733
pose_Ty,var,ND_vs_CD_ED_vs_MD,0.962,0.4010075628338801,기각하지 못함 (차이 없음),25643345835.5234,50.2051,40.1134
pose_Tz,var,ND_vs_CD_ED_vs_MD,1.0129,0.381425368049707,기각하지 못함 (차이 없음),111297028277.8792,24.8311,20.3581
pose_Rx,var,ND_vs_CD_ED_vs_MD,0.7634,0.47865060250174657,기각하지 못함 (차이 없음),0.0055,0.0041,0.0033
pose_Ry,var,ND_vs_CD_ED_vs_MD,0.8213,0.4557887051460872,기각하지 못함 (차이 없음),0.0021,0.0022,0.0012
pose_Rz,var,ND_vs_CD_ED_vs_MD,0.8946,0.4277159938542174,기각하지 못함 (차이 없음),0.0014,0.0025,0.0012
Speed,var,ND_vs_CD_ED_vs_MD,10.3357,0.0007336242618897388,기각 (차이 있음),155.5268,34.9976,36.1592
Acceleration,var,ND_vs_CD_ED_vs_MD,0.3539,0.7081985227195097,기각하지 못함 (차이 없음),15.2448,20.9482,17.34
Brake,var,ND_vs_CD_ED_vs_MD,0.2121,0.8111251391691122,기각하지 못함 (차이 없음),2310.6345,2172.1195,1717.8454
Steering,var,ND_vs_CD_ED_vs_MD,1.8166,0.20396327358797534,기각하지 못함 (차이 없음),0.0007,0.0015,0.0051
LaneOffset,var,ND_vs_CD_ED_vs_MD,22.3321,9.155530851271803e-06,기각 (차이 있음),0.0731,0.0262,0.0388
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.1992,0.821056116914398,기각하지 못함 (차이 없음),0.0022,0.0022,0.0019
gaze_0_y,var,ND_vs_CD_ED_vs_MD,1.1212,0.34751919375823354,기각하지 못함 (차이 없음),0.0036,0.0053,0.0034
gaze_0_z,var,ND_vs_CD_ED_vs_MD,2.0025,0.1654643462345628,기각하지 못함 (차이 없음),0.0037,0.004,0.0012
gaze_1_x,var,ND_vs_CD_ED_vs_MD,1.265,0.3070797882337787,기각하지 못함 (차이 없음),0.0023,0.0017,0.0027
gaze_1_y,var,ND_vs_CD_ED_vs_MD,0.8785,0.43231674229137895,기각하지 못함 (차이 없음),0.0038,0.0049,0.0037
gaze_1_z,var,ND_vs_CD_ED_vs_MD,1.6217,0.22616027316858633,기각하지 못함 (차이 없음),0.0036,0.0041,0.0013
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,1.2322,0.3145037355668825,기각하지 못함 (차이 없음),0.0017,0.0011,0.0017
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,0.7567,0.4840753796156647,기각하지 못함 (차이 없음),0.0035,0.0048,0.0037
gaze_vel,var,ND_vs_CD_ED_vs_MD,1.21,0.32235379180521245,기각하지 못함 (차이 없음),1104.406,1458.4859,1822.7641
gaze_amp,var,ND_vs_CD_ED_vs_MD,1.2037,0.32393755680074215,기각하지 못함 (차이 없음),1.5076,1.9631,2.4532
gaze_acc,var,ND_vs_CD_ED_vs_MD,1.6459,0.2242009919562144,기각하지 못함 (차이 없음),1012693.4314,1479344.3591,1683960.4782
