Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU12_r,ND_vs_CD_ED_vs_MD,ND,0.5823,1.7606841243376318e-05,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8597,0.09516587195537349,True,정규성 만족
AU12_r,ND_vs_CD_ED_vs_MD,MD,0.6029,5.9954581078275946e-05,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,ND,0.8948,0.07933274237063821,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9117,0.32809602793836234,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,MD,0.9064,0.25733377631955756,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,ND,0.9106,0.13843416137644154,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,CD_ED,0.955,0.7447819031279891,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,MD,0.9148,0.31564277247650485,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,ND,0.9181,0.18043462184419834,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,CD_ED,0.848,0.07083509756494576,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,MD,0.9113,0.28987251752145654,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.9215,0.20339799503654854,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,CD_ED,0.954,0.7339261715021701,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,MD,0.8274,0.031148060486563753,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,ND,0.8083,0.004710004114458744,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8854,0.17862112937145092,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,MD,0.818,0.023977677882008896,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,ND,0.7755,0.0018140714102562912,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9032,0.27097444443012564,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,MD,0.9933,0.999329122937692,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,ND,0.9151,0.16236085725075572,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8629,0.10307534831998832,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,MD,0.9327,0.47456590993575015,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,ND,0.8865,0.059406824830377875,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,CD_ED,0.729,0.003091333434457893,False,정규성 위배
AU45_r,ND_vs_CD_ED_vs_MD,MD,0.7975,0.013511450252350026,False,정규성 위배
pose_Tx,ND_vs_CD_ED_vs_MD,ND,0.2902,1.0764703694982042e-07,False,정규성 위배
pose_Tx,ND_vs_CD_ED_vs_MD,CD_ED,0.9229,0.4171037264845863,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,MD,0.9101,0.2819476472465814,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,ND,0.2933,1.1271436861016956e-07,False,정규성 위배
pose_Ty,ND_vs_CD_ED_vs_MD,CD_ED,0.9214,0.40422300367772324,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,MD,0.9236,0.3875361660309674,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,ND,0.2875,1.0346383784929794e-07,False,정규성 위배
pose_Tz,ND_vs_CD_ED_vs_MD,CD_ED,0.9139,0.34376776151424404,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,MD,0.9505,0.6739993641713038,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,ND,0.9032,0.10667480588593653,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,CD_ED,0.8552,0.08498889281026033,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,MD,0.943,0.5863252740500587,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,ND,0.9714,0.8776588181713239,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,CD_ED,0.9832,0.9786909370444258,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,MD,0.918,0.340310022553424,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,ND,0.9672,0.814969205778502,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,CD_ED,0.9794,0.9611220877870469,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,MD,0.9578,0.7603972493601311,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,ND,0.9312,0.28407006598632606,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,CD_ED,0.5759,4.9844916647077896e-05,False,정규성 위배
Speed,ND_vs_CD_ED_vs_MD,MD,0.8961,0.1985284114211145,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,ND,0.9568,0.6361624248704034,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,CD_ED,0.6832,0.0009021137766591704,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,MD,0.9134,0.30511196025017095,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,ND,0.7646,0.0013388766248518327,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,CD_ED,0.5859,6.53293290739112e-05,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,MD,0.7683,0.005958202621424536,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,ND,0.8521,0.018608705496821913,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,CD_ED,0.9019,0.263340845497275,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,MD,0.4368,6.658144082125536e-07,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,ND,0.8734,0.03781820625889783,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,CD_ED,0.9412,0.5949655953227062,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,MD,0.941,0.5639967172679605,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,ND,0.9022,0.10275834554394364,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9338,0.518384541702978,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,MD,0.9172,0.3344806439417061,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.8969,0.0854731818459639,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9576,0.7726998892262635,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.8697,0.09921930833108278,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.8952,0.08038451261779461,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.7361,0.0037376830068201867,False,정규성 위배
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.8938,0.18707438654806446,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9726,0.8951226945121706,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9465,0.6518970396229313,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.94,0.5530737184034025,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.8985,0.09030184311499911,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9732,0.9204816506173961,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.8415,0.046016452450379476,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.9388,0.36700978929961,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.6985,0.0013617161777772092,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.8414,0.045910231426716935,False,정규성 위배
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.8878,0.062038058719249486,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9312,0.49248082091149437,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.9205,0.3612860598647527,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.8808,0.04878991654349137,False,정규성 위배
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9509,0.7003406658352913,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.8384,0.04223928266767045,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.8063,0.004428098936636306,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.916,0.3598460676183648,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.9818,0.9741126720388423,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.7911,0.002835687578604096,False,정규성 위배
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.9243,0.42937481691712154,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.9875,0.9927456680329124,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.8793,0.046292756653448036,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.8555,0.08568762274907477,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.9109,0.28691620874859686,True,정규성 만족
