Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,var,ND_vs_CD_vs_ED_vs_MD,1.3872,0.29689854614495836,기각하지 못함 (차이 없음),0.0931,0.1286,0.8619,0.2416
AU02_r,var,ND_vs_CD_vs_ED_vs_MD,1.3729,0.29903729417243247,기각하지 못함 (차이 없음),0.0426,0.0917,0.4542,0.0778
AU04_r,var,ND_vs_CD_vs_ED_vs_MD,0.3026,0.8230514625211265,기각하지 못함 (차이 없음),0.096,0.063,0.0821,0.1189
AU05_r,var,ND_vs_CD_vs_ED_vs_MD,0.8418,0.4935008698826264,기각하지 못함 (차이 없음),0.0191,0.0475,0.0195,0.0306
AU06_r,var,ND_vs_CD_vs_ED_vs_MD,1.8766,0.18017486370777913,기각하지 못함 (차이 없음),0.0672,0.0819,0.1254,0.1248
AU07_r,var,ND_vs_CD_vs_ED_vs_MD,0.3649,0.7793109893239799,기각하지 못함 (차이 없음),0.131,0.1385,0.2024,0.1477
AU09_r,var,ND_vs_CD_vs_ED_vs_MD,0.3841,0.7660357978695002,기각하지 못함 (차이 없음),0.0338,0.0455,0.0439,0.0308
AU10_r,var,ND_vs_CD_vs_ED_vs_MD,2.7452,0.08849286621437699,기각하지 못함 (차이 없음),0.066,0.1409,0.1304,0.1541
AU12_r,var,ND_vs_CD_vs_ED_vs_MD,3.7394,0.042898455518541864,기각 (차이 있음),0.0234,0.1566,0.1213,0.1203
AU14_r,var,ND_vs_CD_vs_ED_vs_MD,0.1335,0.9386309565813685,기각하지 못함 (차이 없음),0.136,0.1526,0.1622,0.1718
AU15_r,var,ND_vs_CD_vs_ED_vs_MD,1.6476,0.22431986808322935,기각하지 못함 (차이 없음),0.05,0.0617,0.0502,0.0303
AU17_r,var,ND_vs_CD_vs_ED_vs_MD,0.6167,0.6141227713946248,기각하지 못함 (차이 없음),0.1231,0.0919,0.0934,0.0842
AU20_r,var,ND_vs_CD_vs_ED_vs_MD,1.1586,0.35664520289779444,기각하지 못함 (차이 없음),0.0495,0.0259,0.0466,0.0309
