Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,0.6072,0.6214283357866892,기각하지 못함 (차이 없음),0.0678,0.0534,0.1173,0.0519
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,1.8619,0.18205797444337904,기각하지 못함 (차이 없음),0.1706,0.417,0.3035,0.2637
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,2.5178,0.0988707712114508,기각하지 못함 (차이 없음),0.1326,0.2094,0.2744,0.1346
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,1.5431,0.25210589091585206,기각하지 못함 (차이 없음),0.1113,0.1576,0.3065,0.2419
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,2.6411,0.09600289955068314,기각하지 못함 (차이 없음),51.1403,17.4528,53.4965,42.8279
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,0.2836,0.8363291601817944,기각하지 못함 (차이 없음),30.6617,32.0548,36.3449,58.3273
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,2.6545,0.09004629768538687,기각하지 못함 (차이 없음),47.074,10.7256,25.3942,17.4318
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,3.1131,0.05583710839624051,기각하지 못함 (차이 없음),0.0056,0.0022,0.0023,0.005
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,2.0941,0.14681019137393425,기각하지 못함 (차이 없음),0.0029,0.0008,0.0009,0.0016
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,0.7679,0.5289878463218805,기각하지 못함 (차이 없음),0.0017,0.0008,0.0012,0.0018
Speed,var,ND_vs_CD_vs_ED_vs_MD,7.0651,0.0047955193041636255,기각 (차이 있음),142.7911,19.8133,152.2125,31.0623
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,0.5333,0.6659346329548053,기각하지 못함 (차이 없음),24.1016,14.0886,17.0619,17.9326
Brake,var,ND_vs_CD_vs_ED_vs_MD,1.9182,0.17545261336805426,기각하지 못함 (차이 없음),3733.1886,1266.3892,2400.7278,885.1698
Steering,var,ND_vs_CD_vs_ED_vs_MD,0.5492,0.6584384917080484,기각하지 못함 (차이 없음),0.001,0.0015,0.0022,0.0766
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,22.1414,1.306445710016841e-05,기각 (차이 있음),0.0769,0.0261,0.0312,0.0339
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,3.1018,0.06178646055935853,기각하지 못함 (차이 없음),0.0019,0.0011,0.0027,0.002
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,4.6402,0.018437946377378164,기각 (차이 있음),0.0041,0.0022,0.0047,0.0039
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,3.776,0.03980331902395985,기각 (차이 있음),0.0033,0.0004,0.0013,0.0045
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,0.3727,0.7738159216857531,기각하지 못함 (차이 없음),0.0024,0.0021,0.0019,0.0018
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,2.1381,0.13692301778303176,기각하지 못함 (차이 없음),0.0041,0.0029,0.0054,0.0041
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,3.0174,0.06987618733492229,기각하지 못함 (차이 없음),0.0033,0.0005,0.0013,0.0046
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,0.2516,0.8589789367271914,기각하지 못함 (차이 없음),0.0016,0.0011,0.0012,0.0012
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,1.8741,0.17545736332968914,기각하지 못함 (차이 없음),0.004,0.0026,0.0046,0.0039
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,2.9271,0.07080396279394642,기각하지 못함 (차이 없음),900.4872,1186.9376,2079.558,1474.8147
gaze_amp,var,ND_vs_CD_vs_ED_vs_MD,3.3154,0.05138345597838873,기각하지 못함 (차이 없음),1.2618,1.5609,2.8517,1.9549
gaze_acc,var,ND_vs_CD_vs_ED_vs_MD,2.2265,0.13008655740031053,기각하지 못함 (차이 없음),878234.6949,1259834.7293,1945493.3895,1326398.6064
