Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.6198,3.8918096091780064e-05,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8761,0.07813387946725593,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,MD,0.8462,0.08723192923469622,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,ND,0.977,0.9447080698209108,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8832,0.09634440680663625,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,MD,0.6076,0.0001952533752048806,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,ND,0.9303,0.27538581462943923,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8956,0.13919619418788853,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,MD,0.9691,0.8908669078835195,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,ND,0.8991,0.0920802979393226,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9653,0.8564430674493022,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,MD,0.9771,0.9469805632877186,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,ND,0.8885,0.0637409211288446,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8601,0.04895805389725829,False,정규성 위배
AU45_r,ND_vs_CD_ED_vs_MD,MD,0.9041,0.3140778374553749,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,ND,0.2895,1.0653561303703283e-07,False,정규성 위배
pose_Tx,ND_vs_CD_ED_vs_MD,CD_ED,0.9201,0.28704299989119386,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,MD,0.9785,0.9549846842159481,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,ND,0.294,1.1402051271592177e-07,False,정규성 위배
pose_Ty,ND_vs_CD_ED_vs_MD,CD_ED,0.8904,0.1192516440635989,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,MD,0.9681,0.882784879016232,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,ND,0.2879,1.039621348429278e-07,False,정규성 위배
pose_Tz,ND_vs_CD_ED_vs_MD,CD_ED,0.9698,0.9086000947808408,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,MD,0.9542,0.7530431766058472,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,ND,0.9167,0.17181852073841736,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,CD_ED,0.9195,0.28180690104034467,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,MD,0.9803,0.9644633955444196,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,ND,0.9459,0.46242169831025326,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,CD_ED,0.94,0.498360626979761,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,MD,0.9597,0.8072657301194852,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,ND,0.9608,0.7070705728727781,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,CD_ED,0.972,0.9305174752005592,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,MD,0.9061,0.32736092689916435,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,ND,0.8897,0.0664530326939806,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,CD_ED,0.9497,0.6318973105473136,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,MD,0.8078,0.03469575392100278,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,ND,0.8385,0.011979843159274105,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,CD_ED,0.8998,0.1577265797845097,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,MD,0.9949,0.9994707719246735,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,ND,0.7122,0.000336221107007148,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,CD_ED,0.8115,0.01269116895941646,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,MD,0.8826,0.19954615358312772,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,ND,0.9077,0.12488488382984819,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,CD_ED,0.8338,0.02330842028536116,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,MD,0.6152,0.00023942189243500764,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,ND,0.9335,0.30744352700139393,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,CD_ED,0.9412,0.5135954005566163,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,MD,0.8988,0.2815702895656518,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,ND,0.8812,0.04952073345962519,False,정규성 위배
gaze_0_x,ND_vs_CD_ED_vs_MD,CD_ED,0.8867,0.10681507892135628,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,MD,0.774,0.01499689963863913,False,정규성 위배
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.9433,0.4258304003203795,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9595,0.7771351901723708,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.9834,0.9776396509242479,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.9041,0.10990191622163914,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.9402,0.501298699529924,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.6858,0.0015550424353381871,False,정규성 위배
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9674,0.818079128094199,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9671,0.8778727205002002,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.8642,0.1322338284276866,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.9519,0.555568324644224,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9597,0.7792687163328791,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.9739,0.9265081659197012,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.6886,0.00018814967665873428,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.902,0.1681653107315118,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.9156,0.3955160624829259,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.9204,0.19531434398112368,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9139,0.23906181445904623,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.8866,0.21749683323581387,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.9494,0.515140377765219,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9592,0.771784131549708,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.9757,0.9387977958016309,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.9595,0.6841733723637503,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.944,0.5509345369668948,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.9388,0.5993876949027412,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.9582,0.6615785385440585,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.9489,0.6209979499556308,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.9224,0.44945345360500066,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.9744,0.9175084225468604,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.8912,0.12211325283846736,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.9076,0.33728290718393517,True,정규성 만족
