experiment,ablation,removed_type,removed_name,removed_group,num_features,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,spec_mean,spec_std,auc_mean,auc_std
3Class_ND_CDED_MD,feature_minus_Speed,feature,Speed,VEHICLE,38,0.7904395604395604,0.027164728444810046,0.7936582914360288,0.02899779833032782,0.7903400082518677,0.026994729178654923,0.7901908564981669,0.02675482209764567,0.8951834308798642,0.01353448751978581,0.9117463847444169,0.024404564114742185
3Class_ND_CDED_MD,feature_minus_Acceleration,feature,Acceleration,VEHICLE,38,0.8053519917582417,0.02603932525802327,0.8107765562520394,0.026307488498923247,0.8050791493190866,0.026525009418157722,0.8046038066333855,0.02702089296785691,0.9026579193816691,0.013002085099584147,0.9206104748674768,0.020635876548654744
3Class_ND_CDED_MD,feature_minus_Brake,feature,Brake,VEHICLE,38,0.8036692994505493,0.01781597212657019,0.8105000218835723,0.021499304780409473,0.8038683826003077,0.017550907567501134,0.8039400586854057,0.01802940957483677,0.9017977024802842,0.008919831951848154,0.9160361106236667,0.014649157665636401
3Class_ND_CDED_MD,feature_minus_Steering,feature,Steering,VEHICLE,38,0.7876717032967033,0.021918615518497872,0.7964181300815519,0.02272521124020341,0.787833345358219,0.021822019977144672,0.7875359362618561,0.02113345668174836,0.8938705612782876,0.010805019758192088,0.9121823259467252,0.013996982326287164
3Class_ND_CDED_MD,feature_minus_LaneOffset,feature,LaneOffset,VEHICLE,38,0.7935336538461539,0.02169178477487905,0.7992954359351995,0.028304872020226614,0.7936401524503239,0.021536949200968457,0.7931777426012969,0.02229681760476198,0.8967325222971134,0.010830468687916055,0.915665340797517,0.015084941909349113
3Class_ND_CDED_MD,feature_minus_gaze_0_x,feature,gaze_0_x,GAZE,38,0.8071548763736264,0.012586175608246854,0.8121417264529882,0.012005212441172372,0.8072541002191997,0.012443100267326895,0.8072369126045545,0.01240976088665605,0.9035949348278354,0.006400461820907739,0.9211907033417713,0.013783626418977736
3Class_ND_CDED_MD,feature_minus_gaze_0_y,feature,gaze_0_y,GAZE,38,0.7902197802197801,0.03783326250818541,0.7974705539332474,0.03413820775935767,0.7902857808503181,0.03760386688412277,0.7904600356199473,0.03686690023989882,0.8951600463658156,0.018852847158849755,0.9174734485882438,0.018392609058985432
3Class_ND_CDED_MD,feature_minus_gaze_0_z,feature,gaze_0_z,GAZE,38,0.8010714285714287,0.019544778477960587,0.8030736097726295,0.02012980081483525,0.8011083140159926,0.019521460784544992,0.8004186944106074,0.019846578058254596,0.9005109190466609,0.009777032131016737,0.916890759262188,0.011665223985377159
3Class_ND_CDED_MD,feature_minus_gaze_1_x,feature,gaze_1_x,GAZE,38,0.804114010989011,0.012344429844171853,0.8113595889703358,0.008611997827431954,0.8040284093135238,0.012385398789242814,0.8034758298688305,0.013104422075770554,0.902154434110283,0.006168988437779736,0.9167187407923925,0.012961954096360936
3Class_ND_CDED_MD,feature_minus_gaze_1_y,feature,gaze_1_y,GAZE,38,0.7934769917582418,0.0308983965397162,0.7986782978253594,0.03127093034066982,0.7935702729436316,0.030781087598709962,0.7938738624039884,0.030931101851517873,0.8967660012392112,0.015520071745911633,0.9228663208355126,0.01960277099231693
3Class_ND_CDED_MD,feature_minus_gaze_1_z,feature,gaze_1_z,GAZE,38,0.798125,0.02467365117893985,0.805275599027841,0.02149450777896431,0.7982127553846586,0.02414892900386199,0.798726771631606,0.02380612794741725,0.898921686517171,0.012465599730929897,0.9163225440851862,0.016725204763080044
3Class_ND_CDED_MD,feature_minus_gaze_angle_x,feature,gaze_angle_x,GAZE,38,0.8059392170329671,0.02632534954737421,0.8091778466874467,0.02652021466829083,0.8058703602410493,0.026218793176352895,0.8063801856060877,0.025765767217466946,0.9029759811522057,0.013208527900670366,0.918927089756593,0.018359043958730212
3Class_ND_CDED_MD,feature_minus_gaze_angle_y,feature,gaze_angle_y,GAZE,38,0.8118801510989011,0.026840759295693302,0.8168893285851127,0.02745714904469561,0.8119838078032492,0.026837582268206966,0.8116976330807715,0.02781379702674467,0.9060135217728155,0.013357799386378096,0.9234613816414873,0.019066954036691033
3Class_ND_CDED_MD,feature_minus_gaze_vel,feature,gaze_vel,GAZE,38,0.7872458791208791,0.031487050829709,0.792649146994097,0.03507447237672786,0.787416158998094,0.03137458777663723,0.7861044073341341,0.0326436621469087,0.8936701721203842,0.015824904994299064,0.917418749411328,0.026866688887382306
3Class_ND_CDED_MD,feature_minus_gaze_amp,feature,gaze_amp,GAZE,38,0.7786830357142858,0.022335486644529574,0.7858334899327376,0.021468358733892322,0.7785229870380214,0.02219985324551623,0.7789869243462799,0.021917543744776675,0.8891857641900407,0.01130654431157347,0.9146404871028159,0.01445539660504594
3Class_ND_CDED_MD,feature_minus_gaze_acc,feature,gaze_acc,GAZE,38,0.8124192994505494,0.03958932889775149,0.813330362616959,0.040182150045072765,0.8123697475479839,0.039611346882949774,0.812043070667643,0.03963058456601641,0.9062229951216219,0.019859505932582254,0.9188788695143459,0.028607461856744426
3Class_ND_CD_MD,baseline_all_features,baseline,none,none,39,0.8101089015151516,0.040073373580907234,0.8200006839640558,0.036933857954096184,0.8103563160944203,0.04031152297897734,0.8107184652969499,0.04007937035083539,0.9051015573923124,0.020043732157133124,0.923616126788582,0.025659371589976884
3Class_ND_CD_MD,group_minus_AU,group,AU,AU,22,0.653332497771836,0.036238089036299666,0.6615883429119612,0.043738563766433605,0.6525755879791355,0.035455297010895406,0.6487677001023748,0.03520392349039883,0.8265704553021145,0.017933329349939707,0.8245834112637151,0.029316231449180066
3Class_ND_CD_MD,group_minus_POSE,group,POSE,POSE,33,0.8141418783422459,0.029352080188428598,0.8211757234101608,0.02790573240866032,0.8140963308261029,0.029316220415463973,0.8143593920317326,0.02908761275667999,0.907024394600486,0.014670546198092993,0.9269006554910908,0.018820061377969502
3Class_ND_CD_MD,group_minus_VEHICLE,group,VEHICLE,VEHICLE,34,0.7925983177361855,0.03924774466782075,0.7962467747565769,0.04083323936390901,0.7925307406969094,0.039218537133699424,0.7929375946839892,0.03940164697032799,0.8962894280246667,0.01958292995528995,0.9147903006948515,0.03339046976546185
3Class_ND_CD_MD,group_minus_GAZE,group,GAZE,GAZE,28,0.7761071189839572,0.03311213933243422,0.794411963896263,0.03086111643292373,0.77620471673082,0.03336718126996486,0.7763331664820005,0.03393166756990867,0.8880605896863759,0.01655046576775486,0.913636257218078,0.022141611453337408
3Class_ND_CD_MD,feature_minus_AU01_r,feature,AU01_r,AU,38,0.8186079545454547,0.025192538031427052,0.8305126875000525,0.01966358035525422,0.8185857331855582,0.02520839573966945,0.8194257199718548,0.024854360064061245,0.9093119119789765,0.01258157466079266,0.9372348594017611,0.013259346390841203
3Class_ND_CD_MD,feature_minus_AU02_r,feature,AU02_r,AU,38,0.8162586341354723,0.036417824395154036,0.82250782089453,0.035976568028069394,0.8165593995467024,0.03652180222968066,0.8158673460256607,0.036858359069252014,0.9081335420511737,0.018199125266242205,0.9332133103202855,0.018101934672904507
3Class_ND_CD_MD,feature_minus_AU04_r,feature,AU04_r,AU,38,0.8292307263814618,0.03143331021435915,0.8304065389977501,0.030231866554307513,0.8294506033349366,0.03142603726224446,0.8289924080832536,0.030935927393345056,0.9146006789782645,0.015710815169323395,0.9343870979351607,0.02523857764935523
3Class_ND_CD_MD,feature_minus_AU05_r,feature,AU05_r,AU,38,0.8127395276292335,0.04173734961724859,0.820182882372959,0.03544004385551425,0.813013085876789,0.041952081569652896,0.8136060982317126,0.04123314859651044,0.9063383185856984,0.02080009309004688,0.930146399074328,0.021834957104285745
3Class_ND_CD_MD,feature_minus_AU06_r,feature,AU06_r,AU,38,0.8147629790552585,0.029736847316189873,0.819942792677222,0.03129162888340863,0.8147201872040215,0.029773148584938104,0.8152317406779028,0.030147993234170598,0.9074505763813658,0.01484527143307899,0.9279720285787304,0.023829223192073437
3Class_ND_CD_MD,feature_minus_AU07_r,feature,AU07_r,AU,38,0.8113873106060607,0.021917998271450793,0.8151406117434039,0.02530018917126142,0.8109397563008439,0.02173744690281167,0.8106690710581435,0.0219735554325088,0.9056314634618221,0.010900473016165283,0.92296375616943,0.018387652914920442
3Class_ND_CD_MD,feature_minus_AU09_r,feature,AU09_r,AU,38,0.8147643716577541,0.026729981887256705,0.8211427974206396,0.022342709595744494,0.8146319972821056,0.026461319056272754,0.8150224975932925,0.026228404324698723,0.9074089668634432,0.013374974131888017,0.9344566316435985,0.013248848725968848
3Class_ND_CD_MD,feature_minus_AU10_r,feature,AU10_r,AU,38,0.8196245543672014,0.024458853875855002,0.8245154871632016,0.024545646693410913,0.8195181423527579,0.024647675448194066,0.8196152474519447,0.024826549725225893,0.9098289214431965,0.012279626677197472,0.9323690399695697,0.015044371602888799
3Class_ND_CD_MD,feature_minus_AU12_r,feature,AU12_r,AU,38,0.8089544340463458,0.03157921574495453,0.8144633177307959,0.028581516970218178,0.8087978009421304,0.03155810018099873,0.8082706574393761,0.0317470041879888,0.9045293658663074,0.015789048272930005,0.9230386269479309,0.01766068112084452
3Class_ND_CD_MD,feature_minus_AU14_r,feature,AU14_r,AU,38,0.8215003899286988,0.032790211262801384,0.8236864155061856,0.03161824504634095,0.8216260339261471,0.033178200822618034,0.8217410794570558,0.03278118343981263,0.9107372570703867,0.01639231426910403,0.9352877867590383,0.01994047302811115
3Class_ND_CD_MD,feature_minus_AU15_r,feature,AU15_r,AU,38,0.8116895053475937,0.03812343622927379,0.8188560793195985,0.034911888713726864,0.8119045549881097,0.03836046687174964,0.8116532189708625,0.03747984151634591,0.9057744213112242,0.019071861307511023,0.9288092768258931,0.0278258478108772
3Class_ND_CD_MD,feature_minus_AU17_r,feature,AU17_r,AU,38,0.8102230949197861,0.02345357271772409,0.8150299844600253,0.02029895674674508,0.8102274001855815,0.02345931797867426,0.8102493926118257,0.023447610634229277,0.9051282572684285,0.011711438210613694,0.9291928279155531,0.015829924711732876
3Class_ND_CD_MD,feature_minus_AU20_r,feature,AU20_r,AU,38,0.8172947303921567,0.0293647669122553,0.8221679877503274,0.031194885454432483,0.8172648334091674,0.029218347944758558,0.8170502656763367,0.0289937082969524,0.908641858527055,0.014686205053696508,0.9267356173583632,0.021327931532466027
3Class_ND_CD_MD,feature_minus_AU23_r,feature,AU23_r,AU,38,0.8134010138146166,0.04217673990699263,0.8196689284043295,0.04108048918350238,0.813288782329552,0.04209181913071893,0.8141484735279295,0.042381817057616435,0.9066663320252892,0.021048716232597277,0.930029662443147,0.02561113180098939
3Class_ND_CD_MD,feature_minus_AU25_r,feature,AU25_r,AU,38,0.7858831885026738,0.026241468311520383,0.794457627487933,0.020931184953906907,0.786041582322156,0.02625892317559096,0.7858861148875433,0.024782155355105993,0.8930087430952834,0.013089369682726755,0.9150075083526603,0.016271431579851014
3Class_ND_CD_MD,feature_minus_AU26_r,feature,AU26_r,AU,38,0.8086243872549019,0.02696736657815453,0.8126509957709404,0.028415937138107347,0.808220192387564,0.027064403435828225,0.8080674665104406,0.02733847869788095,0.9043597193813581,0.013467011636958695,0.9236353422865544,0.019787137425651115
3Class_ND_CD_MD,feature_minus_AU45_r,feature,AU45_r,AU,38,0.7758801247771836,0.03541728761562318,0.7845043572159085,0.0289031263807563,0.7757831129861257,0.035876389676032266,0.7739378556412772,0.03917019884696384,0.8879181087446757,0.017772560837982163,0.9070962224902882,0.018974779613532066
