Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9005,0.1610913854210147,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.9846,0.9863875328100533,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.8921,0.07223110205287706,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.963,0.8256838331010654,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.9341,0.4541340762389962,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.9611,0.7107703134300959,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.8317,0.022006277929125982,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.9445,0.5747537847405269,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.9501,0.5256200457439524,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.8344,0.023655850139395248,False,정규성 위배
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.9436,0.563269919994331,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.926,0.23721759391155428,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.8425,0.029670025098703763,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.971,0.896223949780691,True,정규성 만족
