experiment,ablation,removed_type,removed_name,removed_group,num_features,acc_mean,acc_std,bacc_mean,bacc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,spec_mean,spec_std,auc_mean,auc_std
4Class_ND_CD_ED_MD,feature_minus_AU25_r,feature,AU25_r,AU,38,0.44932317579072006,0.007527481230352831,0.44932317579072006,0.007527481230352838,0.46652987098697835,0.010307091380066708,0.44932317579072006,0.007527481230352838,0.45092945748952384,0.006880889472141871,0.8164410585969067,0.002509160410117573,0.69171357155678,0.009388661773068607
4Class_ND_CD_ED_MD,feature_minus_AU26_r,feature,AU26_r,AU,38,0.4583135211485385,0.010106912386338714,0.4583135211485385,0.010106912386338695,0.47517107391122765,0.01260283707316495,0.4583135211485385,0.010106912386338695,0.4592822141036802,0.014321418035917589,0.8194378403828461,0.0033689707954462625,0.6951205249290606,0.005399106494542972
4Class_ND_CD_ED_MD,feature_minus_AU45_r,feature,AU45_r,AU,38,0.44551706146364023,0.01178345969170118,0.44551706146364023,0.011783459691701179,0.4558624793665336,0.0125919824585198,0.44551706146364023,0.011783459691701179,0.44568116988873624,0.011524097689116327,0.8151723538212133,0.0039278198972337326,0.6930656080652922,0.011625014886676171
4Class_ND_CD_ED_MD,feature_minus_pose_Tx,feature,pose_Tx,POSE,38,0.46082107997994604,0.01027947406799468,0.46082107997994604,0.010279474067994683,0.4774586215130164,0.016508145151720506,0.46082107997994604,0.010279474067994683,0.4620831089890832,0.012530726877661451,0.8202736933266486,0.0034264913559982134,0.7013626503409175,0.010593959140895006
4Class_ND_CD_ED_MD,feature_minus_pose_Ty,feature,pose_Ty,POSE,38,0.46517024634712795,0.009682625983153892,0.46517024634712795,0.00968262598315391,0.48219860432728223,0.016891293769222798,0.46517024634712795,0.00968262598315391,0.4664750251344322,0.011849839745252605,0.8217234154490427,0.003227541994384651,0.7034624460508343,0.01243118718724211
4Class_ND_CD_ED_MD,feature_minus_pose_Tz,feature,pose_Tz,POSE,38,0.45659608646875843,0.012064053175901953,0.45659608646875843,0.01206405317590196,0.4730306504155669,0.019563816911758534,0.45659608646875843,0.01206405317590196,0.45711377351314003,0.013552775785205997,0.8188653621562528,0.004021351058633994,0.6996586121475273,0.011169035106360393
4Class_ND_CD_ED_MD,feature_minus_pose_Rx,feature,pose_Rx,POSE,38,0.46310746865987784,0.007623674581088492,0.46310746865987784,0.007623674581088501,0.48140771042831465,0.015163224506572601,0.46310746865987784,0.007623674581088501,0.46447769873239936,0.008110778974466869,0.8210358228866259,0.002541224860362801,0.7023188870743676,0.011838595218064355
4Class_ND_CD_ED_MD,feature_minus_pose_Ry,feature,pose_Ry,POSE,38,0.46137626691095085,0.012896017697138117,0.46137626691095096,0.012896017697138117,0.4807745555157684,0.019269323294929717,0.46137626691095096,0.012896017697138117,0.4635818123529979,0.01233020715650342,0.8204587556369838,0.0042986725657127006,0.7013168888920769,0.010966236881573874
4Class_ND_CD_ED_MD,feature_minus_pose_Rz,feature,pose_Rz,POSE,38,0.46068305681733773,0.010532697230506004,0.46068305681733773,0.010532697230506007,0.47918999637036075,0.018349817857614838,0.46068305681733773,0.010532697230506007,0.4630205545907069,0.01203349490551615,0.8202276856057791,0.0035108990768353593,0.6993380480441485,0.013483196080712936
4Class_ND_CD_ED_MD,feature_minus_Speed,feature,Speed,VEHICLE,38,0.4530442306445428,0.008525319604011152,0.4530442306445428,0.008525319604011174,0.47000097835197413,0.013099506043605654,0.4530442306445428,0.008525319604011174,0.45454782040626396,0.007885082651166065,0.8176814102148476,0.0028417732013370765,0.6939320047462744,0.009815052560310955
4Class_ND_CD_ED_MD,feature_minus_Acceleration,feature,Acceleration,VEHICLE,38,0.46056240301081736,0.01140848865693364,0.4605624030108174,0.011408488656933655,0.4784740068932617,0.021788984725723735,0.4605624030108174,0.011408488656933655,0.46319515589846727,0.013827867764678226,0.8201874676702724,0.003802829552311203,0.701512916091531,0.01012643439158114
4Class_ND_CD_ED_MD,feature_minus_Brake,feature,Brake,VEHICLE,38,0.4598997117407827,0.014652713546430225,0.4598997117407827,0.014652713546430232,0.4750301851233254,0.02055424511109301,0.4598997117407827,0.014652713546430232,0.46064925510803184,0.01345201899636762,0.8199665705802609,0.004884237848810076,0.699396888122863,0.015281637871705582
4Class_ND_CD_ED_MD,feature_minus_Steering,feature,Steering,VEHICLE,38,0.45746198956089545,0.016334029868831316,0.45746198956089545,0.016334029868831357,0.4757985543559159,0.020117776746281624,0.45746198956089545,0.016334029868831357,0.4583540762107634,0.016319056757491446,0.8191539965202985,0.005444676622943756,0.6969994349947669,0.014079253727582118
4Class_ND_CD_ED_MD,feature_minus_LaneOffset,feature,LaneOffset,VEHICLE,38,0.46132554594213787,0.016064886290019,0.461325545942138,0.016064886290019023,0.473692050452631,0.022734408663419258,0.461325545942138,0.016064886290019023,0.4604515105958266,0.0167704308771217,0.8204418486473793,0.005354962096673015,0.7045154922445608,0.013355866215416717
4Class_ND_CD_ED_MD,feature_minus_gaze_0_x,feature,gaze_0_x,GAZE,38,0.4577442065351619,0.020323261897218885,0.4577442065351619,0.020323261897218885,0.4741838701557032,0.026086053376124373,0.4577442065351619,0.020323261897218885,0.45967678047155386,0.02140355848529475,0.8192480688450541,0.0067744206324063,0.7002473470165279,0.013153503116627111
4Class_ND_CD_ED_MD,feature_minus_gaze_0_y,feature,gaze_0_y,GAZE,38,0.46658551157954886,0.014169589106590441,0.46658551157954886,0.014169589106590436,0.4817535631280266,0.018761748086082216,0.46658551157954886,0.014169589106590436,0.46716722642838115,0.013402921819918758,0.8221951705265163,0.004723196368863477,0.7054243543920735,0.012718410484343058
4Class_ND_CD_ED_MD,feature_minus_gaze_0_z,feature,gaze_0_z,GAZE,38,0.46061210262365815,0.00911741258243264,0.46061210262365815,0.009117412582432684,0.47874902211022474,0.016073644111765286,0.46061210262365815,0.009117412582432684,0.46243692038471307,0.010570036548804037,0.8202040342078861,0.003039137527477554,0.701149101043352,0.012958221038709247
4Class_ND_CD_ED_MD,feature_minus_gaze_1_x,feature,gaze_1_x,GAZE,38,0.4627081399300373,0.010238602958053298,0.4627081399300373,0.010238602958053298,0.4789739647971521,0.01804105909315516,0.4627081399300373,0.010238602958053298,0.4642765463035451,0.012474680302651526,0.8209027133100125,0.0034128676526844442,0.704867308426153,0.010286307505883524
4Class_ND_CD_ED_MD,feature_minus_gaze_1_y,feature,gaze_1_y,GAZE,38,0.4590195474564386,0.01322465944501354,0.45901954745643864,0.013224659445013554,0.47661558507258794,0.020035500735589958,0.45901954745643864,0.013224659445013554,0.4602413336817574,0.012199154630564557,0.8196731824854796,0.004408219815004486,0.7008986418522054,0.01277047498401441
4Class_ND_CD_ED_MD,feature_minus_gaze_1_z,feature,gaze_1_z,GAZE,38,0.45950359708369054,0.010181622718472212,0.4595035970836906,0.010181622718472236,0.47900897322495856,0.015332246368081195,0.4595035970836906,0.010181622718472236,0.46173446117884226,0.01107833422468282,0.8198345323612302,0.0033938742394907496,0.7002026475720424,0.013232219234671857
4Class_ND_CD_ED_MD,feature_minus_gaze_angle_x,feature,gaze_angle_x,GAZE,38,0.46021627331353265,0.016005324902732994,0.46021627331353265,0.016005324902732994,0.4768150304906703,0.022652186367637057,0.46021627331353265,0.016005324902732994,0.4621765817806267,0.016866705786060348,0.820072091104511,0.005335108300910996,0.7016256679095589,0.011324050407878017
4Class_ND_CD_ED_MD,feature_minus_gaze_angle_y,feature,gaze_angle_y,GAZE,38,0.45985928916204866,0.012645703086862916,0.4598592891620486,0.012645703086862928,0.47670585850983127,0.015437254662969073,0.4598592891620486,0.012645703086862928,0.4607086242212318,0.009508380144228211,0.8199530963873496,0.004215234362287646,0.7009076432606003,0.014423630472895634
4Class_ND_CD_ED_MD,feature_minus_gaze_vel,feature,gaze_vel,GAZE,38,0.46182554439624524,0.01368490517622408,0.46182554439624524,0.01368490517622409,0.4797750846488304,0.019411557637237748,0.46182554439624524,0.01368490517622409,0.4638527278407407,0.013494989476195611,0.8206085147987483,0.004561635058741336,0.700429550642112,0.011103636535408993
4Class_ND_CD_ED_MD,feature_minus_gaze_amp,feature,gaze_amp,GAZE,38,0.46275613134234483,0.013018072083699478,0.46275613134234483,0.013018072083699471,0.4803478511586673,0.018718716127727648,0.46275613134234483,0.013018072083699471,0.4646245528574006,0.012902814898693167,0.8209187104474482,0.004339357361233188,0.7007201660549418,0.010982771212456601
4Class_ND_CD_ED_MD,feature_minus_gaze_acc,feature,gaze_acc,GAZE,38,0.4581341774864864,0.014496050177987531,0.4581341774864864,0.014496050177987559,0.47510527517047424,0.019631005040990093,0.4581341774864864,0.014496050177987559,0.4596742547196991,0.013899314417269307,0.8193780591621621,0.004832016725995875,0.7005756727893013,0.011613893037158313
3Class_ND_ED_MD,baseline_all_features,baseline,none,none,39,0.6903511190941056,0.028030186236738582,0.6903511190941056,0.02803018623673854,0.7051131270894507,0.0331271366756264,0.6903511190941056,0.02803018623673854,0.6909460918475465,0.02841020702311634,0.8451755595470528,0.014015093118369307,0.8481009316647162,0.020031672399283492
3Class_ND_ED_MD,group_minus_AU,group,AU,AU,22,0.5555171736242279,0.042909263797657485,0.5555171736242279,0.0429092637976575,0.5620355598548439,0.049090044373572644,0.5555171736242279,0.0429092637976575,0.5567503186522212,0.04597080182201092,0.7777585868121139,0.021454631898828718,0.7394083924545062,0.03332035114808661
3Class_ND_ED_MD,group_minus_POSE,group,POSE,POSE,33,0.681955686154685,0.03213549922917148,0.681955686154685,0.03213549922917151,0.701171503507022,0.03417013034348348,0.681955686154685,0.03213549922917151,0.6824067010162354,0.03214953040541424,0.8409778430773425,0.016067749614585722,0.8436202087401611,0.01968683094459861
3Class_ND_ED_MD,group_minus_VEHICLE,group,VEHICLE,VEHICLE,34,0.6698997912303856,0.03531590470186127,0.6698997912303855,0.03531590470186127,0.686929735651321,0.03869435832339947,0.6698997912303855,0.03531590470186127,0.669250537992397,0.036971171150203014,0.8349498956151928,0.017657952350930643,0.8421948370318836,0.022754540955904273
3Class_ND_ED_MD,group_minus_GAZE,group,GAZE,GAZE,28,0.6688987485570541,0.031440565873755155,0.6688987485570542,0.03144056587375519,0.6960152915954213,0.03129003252359934,0.6688987485570542,0.03144056587375519,0.6658647910787923,0.03307688622625382,0.834449374278527,0.01572028293687754,0.8376001484506197,0.02219747651921839
3Class_ND_ED_MD,feature_minus_AU01_r,feature,AU01_r,AU,38,0.6861361883663084,0.02501021466405268,0.6861361883663084,0.0250102146640527,0.7004975586686907,0.03043468103416795,0.6861361883663084,0.0250102146640527,0.6866957704264499,0.025834592172500503,0.8430680941831543,0.012505107332026368,0.8481963842665993,0.01727741109769206
3Class_ND_ED_MD,feature_minus_AU02_r,feature,AU02_r,AU,38,0.6846509073521102,0.022130840822042537,0.6846509073521102,0.022130840822042537,0.7001764118860285,0.028679976792331523,0.6846509073521102,0.022130840822042537,0.684814925976639,0.02178682719671875,0.8423254536760553,0.011065420411021232,0.8473437430840363,0.020300534270636585
3Class_ND_ED_MD,feature_minus_AU04_r,feature,AU04_r,AU,38,0.6994327595169795,0.027938058916842434,0.6994327595169794,0.027938058916842437,0.7142518678299178,0.033794402670734816,0.6994327595169794,0.027938058916842437,0.7007553105893883,0.027729712846569686,0.8497163797584898,0.013969029458421205,0.8538742634651761,0.020213671800648734
3Class_ND_ED_MD,feature_minus_AU05_r,feature,AU05_r,AU,38,0.6902245236839409,0.025603900115970656,0.6902245236839409,0.025603900115970635,0.7075356555861876,0.02916407191588231,0.6902245236839409,0.025603900115970635,0.6910953055435096,0.025120399882571035,0.8451122618419706,0.012801950057985319,0.8489542975554851,0.019627022839901795
3Class_ND_ED_MD,feature_minus_AU06_r,feature,AU06_r,AU,38,0.691707758597783,0.02785398493310285,0.691707758597783,0.02785398493310285,0.7037481397616079,0.03217069864463266,0.691707758597783,0.02785398493310285,0.6915024831494991,0.02803703733920876,0.8458538792988917,0.013926992466551403,0.8500893019046998,0.019256179746799773
3Class_ND_ED_MD,feature_minus_AU07_r,feature,AU07_r,AU,38,0.6838467648938621,0.032257413953656194,0.6838467648938621,0.032257413953656194,0.6970068866206616,0.036061012591218466,0.6838467648938621,0.032257413953656194,0.6836911192911836,0.03305075315436595,0.8419233824469309,0.01612870697682812,0.844247584604048,0.022253734142756644
3Class_ND_ED_MD,feature_minus_AU09_r,feature,AU09_r,AU,38,0.6848396442366986,0.026545629971040423,0.6848396442366987,0.026545629971040412,0.7012694791330872,0.031235250433378645,0.6848396442366987,0.026545629971040412,0.6852454586110994,0.026474229259603868,0.8424198221183493,0.013272814985520258,0.8471953274990547,0.020933434612789032
