Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,mean,ND_vs_CD_ED_vs_MD,1.9054,0.18164903461226217,기각하지 못함 (차이 없음),0.1796,0.2514,0.4183
AU02_r,mean,ND_vs_CD_ED_vs_MD,0.0735,0.9293920735815127,기각하지 못함 (차이 없음),0.1333,0.1507,0.1338
AU04_r,mean,ND_vs_CD_ED_vs_MD,0.0009,0.9991282349932767,기각하지 못함 (차이 없음),0.5872,0.5881,0.5765
AU05_r,mean,ND_vs_CD_ED_vs_MD,1.9227,0.1830471338417957,기각하지 못함 (차이 없음),0.0521,0.1027,0.0478
AU06_r,mean,ND_vs_CD_ED_vs_MD,1.1276,0.347548205153194,기각하지 못함 (차이 없음),0.638,0.8962,0.8598
AU07_r,mean,ND_vs_CD_ED_vs_MD,4.846,0.024701353773226412,기각 (차이 있음),0.3384,1.1474,0.6175
AU09_r,mean,ND_vs_CD_ED_vs_MD,1.7334,0.20719192953178525,기각하지 못함 (차이 없음),0.0687,0.1218,0.083
AU10_r,mean,ND_vs_CD_ED_vs_MD,2.0502,0.15932296789696052,기각하지 못함 (차이 없음),0.5818,0.8714,1.0497
AU12_r,mean,ND_vs_CD_ED_vs_MD,1.324,0.29167307100451645,기각하지 못함 (차이 없음),0.1307,0.3323,0.2397
AU14_r,mean,ND_vs_CD_ED_vs_MD,0.4419,0.6494322053074951,기각하지 못함 (차이 없음),0.7362,0.8499,0.9686
AU15_r,mean,ND_vs_CD_ED_vs_MD,1.5608,0.2378281214847437,기각하지 못함 (차이 없음),0.1264,0.1405,0.0914
AU17_r,mean,ND_vs_CD_ED_vs_MD,2.3267,0.12406907590414434,기각하지 못함 (차이 없음),0.3079,0.2622,0.3749
AU20_r,mean,ND_vs_CD_ED_vs_MD,0.1417,0.869052773993202,기각하지 못함 (차이 없음),0.0852,0.0918,0.0978
AU23_r,mean,ND_vs_CD_ED_vs_MD,1.0505,0.372367110647775,기각하지 못함 (차이 없음),0.1237,0.1045,0.1742
AU25_r,mean,ND_vs_CD_ED_vs_MD,10.1257,0.0021117571811202886,기각 (차이 있음),0.2756,0.9025,0.525
AU26_r,mean,ND_vs_CD_ED_vs_MD,5.049,0.022222216117459278,기각 (차이 있음),0.2861,0.4604,0.5447
AU45_r,mean,ND_vs_CD_ED_vs_MD,2.9376,0.09243224443289849,기각하지 못함 (차이 없음),0.1658,0.3467,0.3787
pose_Tx,mean,ND_vs_CD_ED_vs_MD,0.5964,0.5600848503113567,기각하지 못함 (차이 없음),-801.5268,-33.2945,-38.022
pose_Ty,mean,ND_vs_CD_ED_vs_MD,2.3284,0.12687687035233675,기각하지 못함 (차이 없음),-550.8558,22.5254,37.3032
pose_Tz,mean,ND_vs_CD_ED_vs_MD,0.478,0.6272759216890751,기각하지 못함 (차이 없음),1451.2763,272.7899,272.7159
pose_Rx,mean,ND_vs_CD_ED_vs_MD,0.159,0.8542210187435547,기각하지 못함 (차이 없음),0.0209,0.0123,-0.0166
pose_Ry,mean,ND_vs_CD_ED_vs_MD,1.7395,0.20517451423119704,기각하지 못함 (차이 없음),-0.0214,0.0167,-0.051
pose_Rz,mean,ND_vs_CD_ED_vs_MD,3.0164,0.07170566351566554,기각하지 못함 (차이 없음),0.0152,0.038,0.0079
Speed,mean,ND_vs_CD_ED_vs_MD,3.9077,0.04030594019206919,기각 (차이 있음),68.5867,71.5373,73.5456
Acceleration,mean,ND_vs_CD_ED_vs_MD,3.8289,0.04492115314488056,기각 (차이 있음),5.8642,5.6766,6.6068
Brake,mean,ND_vs_CD_ED_vs_MD,0.9878,0.39088494751108194,기각하지 못함 (차이 없음),21.3652,10.2968,13.1542
Steering,mean,ND_vs_CD_ED_vs_MD,1.3952,0.2747719665486295,기각하지 못함 (차이 없음),0.0003,-0.0,0.0075
LaneOffset,mean,ND_vs_CD_ED_vs_MD,1.3113,0.29269582619137513,기각하지 못함 (차이 없음),-0.0525,-0.1161,-0.0422
gaze_0_x,mean,ND_vs_CD_ED_vs_MD,0.8997,0.4226354903207318,기각하지 못함 (차이 없음),0.1755,0.1302,0.1649
gaze_0_y,mean,ND_vs_CD_ED_vs_MD,0.1916,0.827353236212546,기각하지 못함 (차이 없음),0.1939,0.1755,0.1598
gaze_0_z,mean,ND_vs_CD_ED_vs_MD,0.7956,0.46670022950687723,기각하지 못함 (차이 없음),-0.9389,-0.9529,-0.956
gaze_1_x,mean,ND_vs_CD_ED_vs_MD,0.6155,0.551287151721098,기각하지 못함 (차이 없음),-0.0299,-0.0533,-0.017
gaze_1_y,mean,ND_vs_CD_ED_vs_MD,0.3327,0.721201000239633,기각하지 못함 (차이 없음),0.2068,0.1872,0.1581
gaze_1_z,mean,ND_vs_CD_ED_vs_MD,1.0792,0.36156021454510895,기각하지 못함 (차이 없음),-0.9511,-0.9575,-0.9695
gaze_angle_x,mean,ND_vs_CD_ED_vs_MD,0.8743,0.4334891645985675,기각하지 못함 (차이 없음),0.0769,0.0398,0.076
