Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,var,ND_vs_CD_vs_ED_vs_MD,1.0299,0.405877030154369,기각하지 못함 (차이 없음),0.1277,0.718,0.0963,0.1207
AU02_r,var,ND_vs_CD_vs_ED_vs_MD,0.5898,0.6312800965450626,기각하지 못함 (차이 없음),0.0551,0.35,0.0585,0.0525
AU04_r,var,ND_vs_CD_vs_ED_vs_MD,1.1561,0.3550835086401607,기각하지 못함 (차이 없음),0.1143,0.1662,0.0579,0.0973
AU05_r,var,ND_vs_CD_vs_ED_vs_MD,0.5746,0.6398710130050472,기각하지 못함 (차이 없음),0.0233,0.0396,0.0192,0.0335
AU06_r,var,ND_vs_CD_vs_ED_vs_MD,0.7676,0.5288501438959159,기각하지 못함 (차이 없음),0.0805,0.0985,0.1263,0.1417
AU07_r,var,ND_vs_CD_vs_ED_vs_MD,0.9325,0.44769644690853916,기각하지 못함 (차이 없음),0.1582,0.1102,0.1741,0.1907
AU09_r,var,ND_vs_CD_vs_ED_vs_MD,1.2948,0.31164165341110356,기각하지 못함 (차이 없음),0.0255,0.0295,0.0908,0.0519
AU10_r,var,ND_vs_CD_vs_ED_vs_MD,0.2517,0.8590166918766287,기각하지 못함 (차이 없음),0.1192,0.1332,0.1484,0.1662
AU12_r,var,ND_vs_CD_vs_ED_vs_MD,1.3714,0.288136370237097,기각하지 못함 (차이 없음),0.0421,0.0791,0.139,0.1304
AU14_r,var,ND_vs_CD_vs_ED_vs_MD,0.1703,0.9149412977265625,기각하지 못함 (차이 없음),0.1541,0.1802,0.1405,0.1778
AU15_r,var,ND_vs_CD_vs_ED_vs_MD,0.8741,0.4749499353207699,기각하지 못함 (차이 없음),0.0639,0.0389,0.0673,0.059
AU17_r,var,ND_vs_CD_vs_ED_vs_MD,1.2084,0.33612873932630566,기각하지 못함 (차이 없음),0.1027,0.0923,0.0777,0.1327
AU20_r,var,ND_vs_CD_vs_ED_vs_MD,0.8931,0.4646816419036033,기각하지 못함 (차이 없음),0.0625,0.0373,0.0321,0.0349
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,0.9111,0.45839844566013044,기각하지 못함 (차이 없음),0.0621,0.0496,0.0714,0.137
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,1.2906,0.3155738010229657,기각하지 못함 (차이 없음),0.173,0.1828,0.3027,0.4467
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,0.0916,0.9636084439352097,기각하지 못함 (차이 없음),0.1684,0.1877,0.1726,0.1988
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,2.7298,0.08526837229406536,기각하지 못함 (차이 없음),0.1096,0.3398,0.2806,0.2001
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,1.0869,0.3851684402905404,기각하지 못함 (차이 없음),20271449196.207,40.7168,78.3316,26.2617
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,0.9842,0.4240427389143815,기각하지 못함 (차이 없음),11402753626.5553,68.9526,28.9425,51.7652
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,0.4536,0.7184850970814195,기각하지 못함 (차이 없음),49490099396.5071,25.0156,27.1071,20.1765
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,0.1777,0.9100599895293199,기각하지 못함 (차이 없음),0.0053,0.0043,0.0048,0.0038
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,1.2705,0.32116159209699263,기각하지 못함 (차이 없음),0.0028,0.001,0.0026,0.0013
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,1.2695,0.320340956279063,기각하지 못함 (차이 없음),0.0012,0.0008,0.0022,0.0018
Speed,var,ND_vs_CD_vs_ED_vs_MD,5.7315,0.008311109151750474,기각 (차이 있음),133.0414,103.5519,58.6817,31.3639
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,0.1934,0.8994201057193977,기각하지 못함 (차이 없음),20.0882,20.4142,15.6847,16.9033
Brake,var,ND_vs_CD_vs_ED_vs_MD,0.2992,0.8254849382442104,기각하지 못함 (차이 없음),2744.512,1870.4431,1786.6652,2491.042
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.4927,0.26501535611555926,기각하지 못함 (차이 없음),0.0008,0.0029,0.1033,0.0016
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,5.9802,0.006456358251117352,기각 (차이 있음),0.0751,0.0379,0.0616,0.0281
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,0.4774,0.7022853852414905,기각하지 못함 (차이 없음),0.002,0.002,0.0027,0.0019
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,0.4093,0.7484203375929579,기각하지 못함 (차이 없음),0.0036,0.0047,0.0045,0.0043
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,0.8426,0.48980135693735827,기각하지 못함 (차이 없음),0.0096,0.0029,0.0045,0.0021
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,3.0267,0.06541811874430495,기각하지 못함 (차이 없음),0.003,0.0021,0.004,0.0013
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,0.9778,0.42584799467175705,기각하지 못함 (차이 없음),0.0036,0.0049,0.0053,0.0039
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,0.8861,0.4686438889376465,기각하지 못함 (차이 없음),0.0096,0.003,0.0048,0.002
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,3.0058,0.06507035202681259,기각하지 못함 (차이 없음),0.0019,0.0013,0.0025,0.0008
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,0.6721,0.5810578386154239,기각하지 못함 (차이 없음),0.0035,0.0045,0.0049,0.0041
