Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,std,ND_vs_CD_vs_ED_vs_MD,0.4482,0.7222589061047445,기각하지 못함 (차이 없음),0.3723,0.5115,0.4529,0.3532
AU02_r,std,ND_vs_CD_vs_ED_vs_MD,1.2676,0.32232958625281155,기각하지 못함 (차이 없음),0.353,0.3558,0.2088,0.266
AU04_r,std,ND_vs_CD_vs_ED_vs_MD,0.7553,0.5378948333426061,기각하지 못함 (차이 없음),0.1538,0.2198,0.2157,0.3381
AU05_r,std,ND_vs_CD_vs_ED_vs_MD,0.713,0.5614329920194006,기각하지 못함 (차이 없음),0.1417,0.1657,0.1399,0.214
AU06_r,std,ND_vs_CD_vs_ED_vs_MD,8.514,0.002441164557751041,기각 (차이 있음),0.2025,0.3149,0.3237,0.3574
AU07_r,std,ND_vs_CD_vs_ED_vs_MD,2.8131,0.0774195740070109,기각하지 못함 (차이 없음),0.2524,0.4375,0.3419,0.4193
AU09_r,std,ND_vs_CD_vs_ED_vs_MD,1.2155,0.33737954780166557,기각하지 못함 (차이 없음),0.1426,0.2624,0.1647,0.1826
AU10_r,std,ND_vs_CD_vs_ED_vs_MD,6.7126,0.004307225030653027,기각 (차이 있음),0.2103,0.3738,0.3556,0.3675
AU12_r,std,ND_vs_CD_vs_ED_vs_MD,14.2481,0.0003334504355082252,기각 (차이 있음),0.0641,0.3233,0.3074,0.3434
AU14_r,std,ND_vs_CD_vs_ED_vs_MD,1.1692,0.3524864619511764,기각하지 못함 (차이 없음),0.2793,0.3766,0.3912,0.3449
AU15_r,std,ND_vs_CD_vs_ED_vs_MD,1.5909,0.23470353572483746,기각하지 못함 (차이 없음),0.1511,0.1921,0.22,0.2096
AU17_r,std,ND_vs_CD_vs_ED_vs_MD,2.1888,0.1332901118525686,기각하지 못함 (차이 없음),0.2372,0.2782,0.3008,0.3455
AU20_r,std,ND_vs_CD_vs_ED_vs_MD,1.7323,0.20719383593980797,기각하지 못함 (차이 없음),0.1325,0.1505,0.2043,0.1803
AU23_r,std,ND_vs_CD_vs_ED_vs_MD,1.5445,0.24497451080400698,기각하지 못함 (차이 없음),0.2064,0.3078,0.2978,0.2419
AU25_r,std,ND_vs_CD_vs_ED_vs_MD,11.6223,0.000540351427643288,기각 (차이 있음),0.2642,0.4769,0.4677,0.6503
AU26_r,std,ND_vs_CD_vs_ED_vs_MD,6.243,0.005726991206211422,기각 (차이 있음),0.2815,0.5457,0.3746,0.3924
AU45_r,std,ND_vs_CD_vs_ED_vs_MD,2.1915,0.13764449680162782,기각하지 못함 (차이 없음),0.3123,0.3383,0.4854,0.555
pose_Tx,std,ND_vs_CD_vs_ED_vs_MD,0.3281,0.8051049516428719,기각하지 못함 (차이 없음),6.5373,6.6354,6.4579,5.5507
pose_Ty,std,ND_vs_CD_vs_ED_vs_MD,0.1999,0.8947697597093904,기각하지 못함 (차이 없음),6.3083,5.7794,5.0693,5.1442
pose_Tz,std,ND_vs_CD_vs_ED_vs_MD,0.1629,0.9198168647144837,기각하지 못함 (차이 없음),5.7844,4.6701,4.4119,4.713
pose_Rx,std,ND_vs_CD_vs_ED_vs_MD,0.24,0.8670633543766124,기각하지 못함 (차이 없음),0.0538,0.0531,0.0606,0.0627
pose_Ry,std,ND_vs_CD_vs_ED_vs_MD,0.0638,0.9782030846005217,기각하지 못함 (차이 없음),0.0359,0.0357,0.0395,0.0389
pose_Rz,std,ND_vs_CD_vs_ED_vs_MD,0.2633,0.8507696894802974,기각하지 못함 (차이 없음),0.0317,0.0393,0.0351,0.0331
Speed,std,ND_vs_CD_vs_ED_vs_MD,14.1868,9.526749462635669e-05,기각 (차이 있음),11.7749,6.901,6.272,2.5728
Acceleration,std,ND_vs_CD_vs_ED_vs_MD,0.3805,0.7686983297563132,기각하지 못함 (차이 없음),3.7412,3.1675,4.03,3.1722
Brake,std,ND_vs_CD_vs_ED_vs_MD,1.7668,0.2012460138107658,기각하지 못함 (차이 없음),48.3838,33.6294,31.9665,22.2551
Steering,std,ND_vs_CD_vs_ED_vs_MD,1.7283,0.2189370618872824,기각하지 못함 (차이 없음),0.022,0.0381,0.1443,0.041
LaneOffset,std,ND_vs_CD_vs_ED_vs_MD,8.7484,0.0022836588040869668,기각 (차이 있음),0.2602,0.166,0.2079,0.2066
gaze_0_x,std,ND_vs_CD_vs_ED_vs_MD,0.9053,0.46033814815450946,기각하지 못함 (차이 없음),0.0423,0.0431,0.0524,0.0425
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,0.5953,0.6281079673447039,기각하지 못함 (차이 없음),0.052,0.0608,0.0602,0.0629
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,1.1611,0.3561526944512545,기각하지 못함 (차이 없음),0.0402,0.0348,0.0611,0.0265
