Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
pose_Tz,ND_vs_CD_ED_vs_MD,CD_ED,0.8875,0.18787582040311962,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,MD,0.9257,0.336956416865125,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,ND,0.9023,0.10333895277974414,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,CD_ED,0.9425,0.6079800811820214,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,MD,0.9407,0.5075358467734978,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,ND,0.9639,0.7603032721813257,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,CD_ED,0.9375,0.556349791563636,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,MD,0.939,0.48550941025461364,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,ND,0.9258,0.23624811137294566,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,CD_ED,0.9366,0.546320806502254,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,MD,0.9274,0.353430507326132,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,ND,0.8948,0.07927834785509125,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,CD_ED,0.882,0.16495289591150492,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,MD,0.9026,0.17125473428264842,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,ND,0.8254,0.00793238204437166,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,CD_ED,0.9609,0.8079904453575633,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,MD,0.9164,0.25736085672837716,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,ND,0.6738,0.00013230923046280755,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,CD_ED,0.7632,0.0077127896370294165,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,MD,0.7386,0.00203728417917324,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,ND,0.9801,0.9704905356166682,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,CD_ED,0.8028,0.021972241197740692,False,정규성 위배
Steering,ND_vs_CD_ED_vs_MD,MD,0.4026,3.680289429501572e-06,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,ND,0.9611,0.7116850867885501,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,CD_ED,0.817,0.031897734325925194,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,MD,0.9029,0.17295427075285758,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,ND,0.9611,0.7122425021704168,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9043,0.27770722923687857,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,MD,0.9576,0.749035007424558,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.9427,0.4172023273629925,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9785,0.9561168264948442,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.9344,0.4294935561043628,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.8897,0.06632547528538413,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.8405,0.05847435159683235,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.9055,0.18664452364708556,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9686,0.8361984199370183,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.903,0.2701334181804775,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.9002,0.15979407739556784,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.9548,0.6029135771284444,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9637,0.8359846402386175,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.9593,0.7739819271520051,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.8589,0.023286147299634265,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.851,0.07647636506191947,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.8904,0.11914658267839334,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.9792,0.9637435708462841,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9139,0.3443296461325446,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.91,0.21317084500961403,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.939,0.3701798899736787,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9709,0.9021872311663344,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.9564,0.7321801368490162,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.923,0.21362439027779512,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.8252,0.03946780771891918,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.8257,0.018635565947033708,False,정규성 위배
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.913,0.15039656330279455,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.8839,0.17248077645079363,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.8116,0.012748903096693551,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.8328,0.010013759114016871,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.9181,0.3766165066791849,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.8732,0.07174061605123563,True,정규성 만족
