Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU01_r,ND_vs_CD_ED_vs_MD,ND,0.7796,0.0020331092324659366,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7322,0.0033684252790100386,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,MD,0.8273,0.01945362227172992,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,ND,0.9079,0.12580407869192145,True,정규성 만족
AU02_r,ND_vs_CD_ED_vs_MD,CD_ED,0.5257,1.2822257838316118e-05,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,MD,0.9412,0.5140279410623977,True,정규성 만족
AU04_r,ND_vs_CD_ED_vs_MD,ND,0.8236,0.007495953359923845,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8172,0.03199531040529103,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,MD,0.6437,0.000254366004672225,False,정규성 위배
AU05_r,ND_vs_CD_ED_vs_MD,ND,0.8597,0.02392083635463207,False,정규성 위배
AU05_r,ND_vs_CD_ED_vs_MD,CD_ED,0.933,0.5108696081900741,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,MD,0.958,0.7555260517230009,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,ND,0.9647,0.7736780921792621,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8672,0.11463716562297299,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,MD,0.9164,0.25756442912134075,True,정규성 만족
AU07_r,ND_vs_CD_ED_vs_MD,ND,0.8405,0.012768180559159768,False,정규성 위배
AU07_r,ND_vs_CD_ED_vs_MD,CD_ED,0.6983,0.001356102073518641,False,정규성 위배
AU07_r,ND_vs_CD_ED_vs_MD,MD,0.9057,0.18762686359619024,True,정규성 만족
AU09_r,ND_vs_CD_ED_vs_MD,ND,0.8937,0.07617900101777583,True,정규성 만족
AU09_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8275,0.04187293592730266,False,정규성 위배
AU09_r,ND_vs_CD_ED_vs_MD,MD,0.882,0.09284730584477105,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,ND,0.8961,0.08291593137370773,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9317,0.49775491261561566,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,MD,0.8014,0.00971477273443213,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,ND,0.4749,2.2206565720868935e-06,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8213,0.03561336927108957,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,MD,0.7641,0.003765988476295936,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,ND,0.8612,0.025091535291456104,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9196,0.38880809307232217,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,MD,0.8885,0.11264859814617684,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,ND,0.8231,0.007391822129410961,False,정규성 위배
AU15_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9173,0.3702891650186238,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,MD,0.8094,0.012005182189799807,False,정규성 위배
AU17_r,ND_vs_CD_ED_vs_MD,ND,0.8084,0.004725424985111516,False,정규성 위배
AU17_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9625,0.823923304276184,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,MD,0.8511,0.03789829874735852,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.8643,0.02788214442829401,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9092,0.3101238179950734,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,MD,0.9507,0.6468661292804075,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,ND,0.8495,0.017074216789942278,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7113,0.0019225769090126111,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,MD,0.7778,0.005297999287116954,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,ND,0.7124,0.00033822608552277523,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,CD_ED,0.6856,0.0009626009980108776,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,MD,0.9307,0.3872313545994366,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,ND,0.7864,0.002475684602281142,False,정규성 위배
AU26_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8855,0.17935296210441004,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,MD,0.9429,0.5371444185469323,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,ND,0.9221,0.20737130011976312,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,CD_ED,0.888,0.19048426866837465,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,MD,0.8787,0.08422848218864318,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,ND,0.4217,8.745269753617169e-07,False,정규성 위배
pose_Tx,ND_vs_CD_ED_vs_MD,CD_ED,0.95,0.6896423476681048,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,MD,0.9595,0.776147575233951,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,ND,0.4223,8.841247690990223e-07,False,정규성 위배
pose_Ty,ND_vs_CD_ED_vs_MD,CD_ED,0.9302,0.4833692514780522,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,MD,0.8604,0.04944821393954671,False,정규성 위배
pose_Tz,ND_vs_CD_ED_vs_MD,ND,0.4208,8.609360555088904e-07,False,정규성 위배
