Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
Speed,mean,ND_vs_CD_vs_ED_vs_MD,1.3867,0.2814578624740613,기각하지 못함 (차이 없음),68.4263,73.1297,71.6449,70.3037
Acceleration,mean,ND_vs_CD_vs_ED_vs_MD,0.505,0.6846790733045998,기각하지 못함 (차이 없음),5.8326,6.0292,5.8233,5.4344
Brake,mean,ND_vs_CD_vs_ED_vs_MD,0.815,0.502775350611633,기각하지 못함 (차이 없음),23.0533,15.4316,8.4035,13.9848
Steering,mean,ND_vs_CD_vs_ED_vs_MD,1.2496,0.3280205833163211,기각하지 못함 (차이 없음),0.0006,0.0081,0.001,-0.0
LaneOffset,mean,ND_vs_CD_vs_ED_vs_MD,1.364,0.2876730595212178,기각하지 못함 (차이 없음),0.0018,-0.065,-0.0844,-0.0617
gaze_0_x,mean,ND_vs_CD_vs_ED_vs_MD,0.1712,0.914360704011933,기각하지 못함 (차이 없음),0.1377,0.1605,0.1663,0.1528
gaze_0_y,mean,ND_vs_CD_vs_ED_vs_MD,2.6959,0.07885563711360177,기각하지 못함 (차이 없음),0.1435,0.0846,0.2889,0.1955
gaze_0_z,mean,ND_vs_CD_vs_ED_vs_MD,1.5496,0.23878893583310107,기각하지 못함 (차이 없음),-0.9552,-0.9625,-0.9197,-0.9555
gaze_1_x,mean,ND_vs_CD_vs_ED_vs_MD,0.5009,0.6865398990058196,기각하지 못함 (차이 없음),-0.0362,-0.0311,-0.0709,-0.0378
gaze_1_y,mean,ND_vs_CD_vs_ED_vs_MD,2.7681,0.07316797456593674,기각하지 못함 (차이 없음),0.1527,0.0893,0.3064,0.2016
gaze_1_z,mean,ND_vs_CD_vs_ED_vs_MD,2.7039,0.08008429072208853,기각하지 못함 (차이 없음),-0.9571,-0.9754,-0.9272,-0.9651
gaze_angle_x,mean,ND_vs_CD_vs_ED_vs_MD,0.0639,0.9782148211349395,기각하지 못함 (차이 없음),0.0511,0.0661,0.0517,0.059
gaze_angle_y,mean,ND_vs_CD_vs_ED_vs_MD,2.7634,0.07378211666459089,기각하지 못함 (차이 없음),0.1525,0.0888,0.3111,0.2036
gaze_vel,mean,ND_vs_CD_vs_ED_vs_MD,0.5126,0.6791816745483753,기각하지 못함 (차이 없음),22.4413,24.0411,24.3309,26.0602
gaze_amp,mean,ND_vs_CD_vs_ED_vs_MD,0.4466,0.7230220689699995,기각하지 못함 (차이 없음),0.8459,0.8869,0.8879,0.9634
gaze_acc,mean,ND_vs_CD_vs_ED_vs_MD,0.993,0.4214705519309394,기각하지 못함 (차이 없음),0.1252,0.2818,0.1721,0.445
