Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,mean,ND_vs_CD_vs_ED_vs_MD,1.4332,0.26930313563646013,기각하지 못함 (차이 없음),0.1924,0.2126,0.1575,0.4814
AU02_r,mean,ND_vs_CD_vs_ED_vs_MD,0.9656,0.43514310875080153,기각하지 못함 (차이 없음),0.0942,0.1319,0.0737,0.1888
AU04_r,mean,ND_vs_CD_vs_ED_vs_MD,2.4202,0.10058464011723883,기각하지 못함 (차이 없음),0.6685,0.3185,0.1754,1.0418
AU05_r,mean,ND_vs_CD_vs_ED_vs_MD,2.7608,0.08267369893897229,기각하지 못함 (차이 없음),0.0476,0.0861,0.0739,0.0666
AU06_r,mean,ND_vs_CD_vs_ED_vs_MD,1.9895,0.15646424348003915,기각하지 못함 (차이 없음),0.8501,0.9032,0.7305,0.4905
AU07_r,mean,ND_vs_CD_vs_ED_vs_MD,1.1335,0.3641222424476212,기각하지 못함 (차이 없음),0.5476,1.0866,0.6811,0.4636
AU09_r,mean,ND_vs_CD_vs_ED_vs_MD,2.1421,0.14100114769013414,기각하지 못함 (차이 없음),0.0613,0.108,0.1256,0.0703
AU10_r,mean,ND_vs_CD_vs_ED_vs_MD,0.5717,0.6410135698115462,기각하지 못함 (차이 없음),0.973,0.8828,0.7791,0.6438
AU12_r,mean,ND_vs_CD_vs_ED_vs_MD,0.8615,0.48075544721485053,기각하지 못함 (차이 없음),0.1432,0.3022,0.2947,0.1482
AU14_r,mean,ND_vs_CD_vs_ED_vs_MD,0.6508,0.5930148542248441,기각하지 못함 (차이 없음),0.7822,0.5851,0.7081,0.9533
AU15_r,mean,ND_vs_CD_vs_ED_vs_MD,0.0378,0.9897945899108692,기각하지 못함 (차이 없음),0.1308,0.1441,0.1348,0.1367
AU17_r,mean,ND_vs_CD_vs_ED_vs_MD,0.6568,0.5900413010816536,기각하지 못함 (차이 없음),0.3606,0.2921,0.2935,0.3436
AU20_r,mean,ND_vs_CD_vs_ED_vs_MD,2.6576,0.08107893872861675,기각하지 못함 (차이 없음),0.1073,0.0859,0.0552,0.1125
AU23_r,mean,ND_vs_CD_vs_ED_vs_MD,1.2698,0.3192150406606791,기각하지 못함 (차이 없음),0.1159,0.214,0.1618,0.1127
AU25_r,mean,ND_vs_CD_vs_ED_vs_MD,5.5924,0.009293899398881564,기각 (차이 있음),0.284,0.7227,0.8022,0.5377
AU26_r,mean,ND_vs_CD_vs_ED_vs_MD,3.1784,0.055345733522490184,기각하지 못함 (차이 없음),0.2955,0.5096,0.5168,0.4764
AU45_r,mean,ND_vs_CD_vs_ED_vs_MD,3.29,0.05237143962402757,기각하지 못함 (차이 없음),0.1707,0.2038,0.2604,0.5369
pose_Tx,mean,ND_vs_CD_vs_ED_vs_MD,0.6223,0.6099759790136272,기각하지 못함 (차이 없음),-3195.9057,-38.4554,-36.8784,-39.7817
pose_Ty,mean,ND_vs_CD_vs_ED_vs_MD,0.7985,0.5111106498901974,기각하지 못함 (차이 없음),-2348.7864,28.9138,26.7719,22.2964
pose_Tz,mean,ND_vs_CD_vs_ED_vs_MD,1.601,0.22605590408136364,기각하지 못함 (차이 없음),5201.4465,265.8399,273.4369,280.2987
pose_Rx,mean,ND_vs_CD_vs_ED_vs_MD,2.3865,0.10572404539832207,기각하지 못함 (차이 없음),-0.0403,-0.0948,0.1315,0.0397
pose_Ry,mean,ND_vs_CD_vs_ED_vs_MD,0.1067,0.9550331073933092,기각하지 못함 (차이 없음),-0.0115,-0.0253,0.0011,-0.007
pose_Rz,mean,ND_vs_CD_vs_ED_vs_MD,1.3401,0.2951603545028178,기각하지 못함 (차이 없음),0.009,-0.0012,0.0118,0.0461
