Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,std,ND_vs_CD_vs_ED_vs_MD,1.6148,0.22477855197933375,기각하지 못함 (차이 없음),0.2973,0.2938,0.653,0.4549
AU02_r,std,ND_vs_CD_vs_ED_vs_MD,1.6181,0.2244105728134725,기각하지 못함 (차이 없음),0.2535,0.2129,0.4161,0.3172
AU04_r,std,ND_vs_CD_vs_ED_vs_MD,0.4035,0.7522669542080145,기각하지 못함 (차이 없음),0.1733,0.2403,0.2621,0.2466
AU05_r,std,ND_vs_CD_vs_ED_vs_MD,0.4234,0.7386312953928151,기각하지 못함 (차이 없음),0.1526,0.1397,0.1927,0.146
AU06_r,std,ND_vs_CD_vs_ED_vs_MD,1.679,0.20587252006247178,기각하지 못함 (차이 없음),0.2316,0.3157,0.3123,0.3545
AU07_r,std,ND_vs_CD_vs_ED_vs_MD,0.4336,0.7315508621475946,기각하지 못함 (차이 없음),0.3135,0.3229,0.3829,0.3694
AU09_r,std,ND_vs_CD_vs_ED_vs_MD,0.0989,0.9596417098696567,기각하지 못함 (차이 없음),0.1777,0.1889,0.2002,0.191
AU10_r,std,ND_vs_CD_vs_ED_vs_MD,0.9029,0.45833427846617547,기각하지 못함 (차이 없음),0.3048,0.3382,0.351,0.408
AU12_r,std,ND_vs_CD_vs_ED_vs_MD,6.846,0.0034539864359151404,기각 (차이 있음),0.1288,0.2716,0.322,0.3253
AU14_r,std,ND_vs_CD_vs_ED_vs_MD,0.149,0.9289984770930578,기각하지 못함 (차이 없음),0.3562,0.3788,0.3984,0.3691
AU15_r,std,ND_vs_CD_vs_ED_vs_MD,0.2791,0.8397708196197552,기각하지 못함 (차이 없음),0.1976,0.1855,0.2116,0.2351
AU17_r,std,ND_vs_CD_vs_ED_vs_MD,1.9552,0.15627908666266682,기각하지 못함 (차이 없음),0.2583,0.3366,0.267,0.3357
AU20_r,std,ND_vs_CD_vs_ED_vs_MD,0.602,0.6218220815534687,기각하지 못함 (차이 없음),0.2088,0.1451,0.1767,0.1579
AU23_r,std,ND_vs_CD_vs_ED_vs_MD,0.1413,0.9338764283768335,기각하지 못함 (차이 없음),0.2407,0.2475,0.2284,0.269
AU25_r,std,ND_vs_CD_vs_ED_vs_MD,1.7501,0.1928906851390233,기각하지 못함 (차이 없음),0.3513,0.5182,0.5101,0.5996
AU26_r,std,ND_vs_CD_vs_ED_vs_MD,4.6416,0.014512341170876193,기각 (차이 있음),0.2992,0.3588,0.434,0.4788
AU45_r,std,ND_vs_CD_vs_ED_vs_MD,2.8817,0.06551345948828484,기각하지 못함 (차이 없음),0.3221,0.5549,0.4621,0.3204
pose_Tx,std,ND_vs_CD_vs_ED_vs_MD,1.2272,0.32799676073159917,기각하지 못함 (차이 없음),86052.1801,6.4891,4.7315,6.4015
pose_Ty,std,ND_vs_CD_vs_ED_vs_MD,2.4182,0.0991852221973638,기각하지 못함 (차이 없음),64540.4615,8.2088,4.4615,4.2285
pose_Tz,std,ND_vs_CD_vs_ED_vs_MD,1.5195,0.2424501434210671,기각하지 못함 (차이 없음),134457.495,4.982,3.6059,4.1942
pose_Rx,std,ND_vs_CD_vs_ED_vs_MD,0.2669,0.848362316538485,기각하지 못함 (차이 없음),0.0574,0.0642,0.0538,0.0542
pose_Ry,std,ND_vs_CD_vs_ED_vs_MD,1.1532,0.3558841578006073,기각하지 못함 (차이 없음),0.0369,0.0298,0.0271,0.0476
pose_Rz,std,ND_vs_CD_vs_ED_vs_MD,0.1502,0.9281259705505781,기각하지 못함 (차이 없음),0.03,0.0302,0.0313,0.0366
Speed,std,ND_vs_CD_vs_ED_vs_MD,10.1139,0.0004719680876996278,기각 (차이 있음),12.2612,4.6816,6.0589,6.0462
Acceleration,std,ND_vs_CD_vs_ED_vs_MD,1.0288,0.4043669579812102,기각하지 못함 (차이 없음),3.5176,4.0554,2.9125,4.298
Brake,std,ND_vs_CD_vs_ED_vs_MD,1.115,0.37087104465791737,기각하지 못함 (차이 없음),42.5683,41.1227,20.7322,40.5886
Steering,std,ND_vs_CD_vs_ED_vs_MD,1.1485,0.36446799907593525,기각하지 못함 (차이 없음),0.0254,0.1208,0.0407,0.042
LaneOffset,std,ND_vs_CD_vs_ED_vs_MD,6.5904,0.0045928207962556864,기각 (차이 있음),0.2505,0.1881,0.1702,0.1967
gaze_0_x,std,ND_vs_CD_vs_ED_vs_MD,1.8311,0.17719447097767496,기각하지 못함 (차이 없음),0.0446,0.0465,0.0352,0.0468
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,0.7433,0.5402393170538176,기각하지 못함 (차이 없음),0.0525,0.0644,0.0587,0.062
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,2.9817,0.061693120833048315,기각하지 못함 (차이 없음),0.0751,0.0407,0.0225,0.0495
gaze_1_x,std,ND_vs_CD_vs_ED_vs_MD,1.1298,0.36419346391172225,기각하지 못함 (차이 없음),0.048,0.0446,0.0382,0.0502
gaze_1_y,std,ND_vs_CD_vs_ED_vs_MD,0.2841,0.836131222698303,기각하지 못함 (차이 없음),0.0565,0.0597,0.0646,0.0621
gaze_1_z,std,ND_vs_CD_vs_ED_vs_MD,2.43,0.10168355154694908,기각하지 못함 (차이 없음),0.0744,0.0393,0.0245,0.0504
