Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.9513,0.5449043505110894,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9768,0.945551072040812,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.9188,0.27593996967477324,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.8551,0.020530096446696098,False,정규성 위배
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.8194,0.04593568712700788,False,정규성 위배
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.8326,0.022537713663314664,False,정규성 위배
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9641,0.7632967099721795,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.915,0.39078914920347574,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.9464,0.5849404617035127,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.9542,0.592276896331634,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9832,0.9769069039147532,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.9415,0.5177850927912049,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.8097,0.004912884980191813,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.793,0.024104392492360176,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.8912,0.1220934839845238,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.8723,0.03642758725672752,False,정규성 위배
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9748,0.9331070029809747,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.9718,0.9288893864951889,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.952,0.5565023378548309,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9743,0.9293291614248189,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.9235,0.3163054471166799,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.8684,0.03191731988617947,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.8285,0.057268923237060565,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.9824,0.9914849061574651,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.8591,0.02339141958337596,False,정규성 위배
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.8475,0.08978595191685185,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.9685,0.894113770547065,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.922,0.20658247328799012,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.8514,0.09832343936954172,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.8713,0.06781679988656944,True,정규성 만족
