Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,2.4688,0.12396425817715964,기각하지 못함 (차이 없음),0.0917,0.2985,0.6405
AU02_r,var,ND_vs_CD_ED_vs_MD,1.6273,0.2231956210769892,기각하지 못함 (차이 없음),0.0706,0.0571,0.3715
AU04_r,var,ND_vs_CD_ED_vs_MD,2.8972,0.08656102387445268,기각하지 못함 (차이 없음),0.0486,0.1735,0.1096
AU05_r,var,ND_vs_CD_ED_vs_MD,0.2365,0.792097945670797,기각하지 못함 (차이 없음),0.0236,0.0279,0.0345
AU06_r,var,ND_vs_CD_ED_vs_MD,6.5233,0.009323936924844647,기각 (차이 있음),0.0618,0.1291,0.1353
AU07_r,var,ND_vs_CD_ED_vs_MD,0.1497,0.8618476912758313,기각하지 못함 (차이 없음),0.1474,0.1686,0.1719
AU09_r,var,ND_vs_CD_ED_vs_MD,0.9418,0.40755173061777866,기각하지 못함 (차이 없음),0.0349,0.0286,0.0798
AU10_r,var,ND_vs_CD_ED_vs_MD,3.8857,0.04184472994494873,기각 (차이 있음),0.0786,0.1411,0.1727
AU12_r,var,ND_vs_CD_ED_vs_MD,12.819,0.0007538670777813127,기각 (차이 있음),0.0186,0.1736,0.11
AU14_r,var,ND_vs_CD_ED_vs_MD,5.1488,0.017877493307073625,기각 (차이 있음),0.0981,0.2083,0.1985
AU15_r,var,ND_vs_CD_ED_vs_MD,0.5064,0.611627920187276,기각하지 못함 (차이 없음),0.0433,0.0625,0.0487
AU17_r,var,ND_vs_CD_ED_vs_MD,0.4533,0.641643370692504,기각하지 못함 (차이 없음),0.0927,0.1217,0.1012
AU20_r,var,ND_vs_CD_ED_vs_MD,0.3252,0.7264467071956046,기각하지 못함 (차이 없음),0.0511,0.0355,0.0324
AU23_r,var,ND_vs_CD_ED_vs_MD,0.6987,0.5102886029493012,기각하지 못함 (차이 없음),0.1228,0.0588,0.0637
AU25_r,var,ND_vs_CD_ED_vs_MD,5.4796,0.016907374875722306,기각 (차이 있음),0.1261,0.39,0.3944
AU26_r,var,ND_vs_CD_ED_vs_MD,1.2993,0.2953724256600149,기각하지 못함 (차이 없음),0.1478,0.1944,0.2331
AU45_r,var,ND_vs_CD_ED_vs_MD,7.2748,0.006006999101043244,기각 (차이 있음),0.0787,0.3818,0.1785
pose_Tx,var,ND_vs_CD_ED_vs_MD,0.4974,0.6157317460714807,기각하지 못함 (차이 없음),14998232017.6777,48.4488,43.7223
pose_Ty,var,ND_vs_CD_ED_vs_MD,1.2053,0.3233313006355875,기각하지 못함 (차이 없음),8436586722.2263,74.7888,35.3486
pose_Tz,var,ND_vs_CD_ED_vs_MD,0.6907,0.5125113774432434,기각하지 못함 (차이 없음),36616357844.844,19.9164,25.5951
pose_Rx,var,ND_vs_CD_ED_vs_MD,0.5153,0.6048214347895409,기각하지 못함 (차이 없음),0.0048,0.0048,0.0034
pose_Ry,var,ND_vs_CD_ED_vs_MD,1.1815,0.32698195384347495,기각하지 못함 (차이 없음),0.0018,0.0011,0.001
pose_Rz,var,ND_vs_CD_ED_vs_MD,2.7608,0.09230339023164623,기각하지 못함 (차이 없음),0.0017,0.0007,0.0014
Speed,var,ND_vs_CD_ED_vs_MD,13.0915,0.00026385315903919656,기각 (차이 있음),164.9804,32.4788,93.7176
Acceleration,var,ND_vs_CD_ED_vs_MD,1.0796,0.3639625011913444,기각하지 못함 (차이 없음),14.2279,23.053,18.1968
Brake,var,ND_vs_CD_ED_vs_MD,0.0872,0.9168899381908469,기각하지 못함 (차이 없음),2186.8458,2272.1889,1852.4076
Steering,var,ND_vs_CD_ED_vs_MD,1.559,0.2479067730507366,기각하지 못함 (차이 없음),0.0006,0.07,0.0021
LaneOffset,var,ND_vs_CD_ED_vs_MD,16.7285,7.416420927637813e-05,기각 (차이 있음),0.0776,0.0394,0.0326
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.1229,0.8849996699874475,기각하지 못함 (차이 없음),0.002,0.0019,0.0017
gaze_0_y,var,ND_vs_CD_ED_vs_MD,0.5442,0.5887506563091041,기각하지 못함 (차이 없음),0.0034,0.0034,0.0043
gaze_0_z,var,ND_vs_CD_ED_vs_MD,0.3022,0.7426209000396317,기각하지 못함 (차이 없음),0.0036,0.0025,0.0022
gaze_1_x,var,ND_vs_CD_ED_vs_MD,0.5423,0.5894061891123482,기각하지 못함 (차이 없음),0.0023,0.0018,0.0018
gaze_1_y,var,ND_vs_CD_ED_vs_MD,0.2204,0.8040452739317004,기각하지 못함 (차이 없음),0.0036,0.0038,0.0042
gaze_1_z,var,ND_vs_CD_ED_vs_MD,0.2477,0.783023275913989,기각하지 못함 (차이 없음),0.0036,0.0025,0.0023
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,0.3794,0.6887266015664719,기각하지 못함 (차이 없음),0.0014,0.0011,0.0011
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,0.1797,0.8368668803942023,기각하지 못함 (차이 없음),0.0035,0.0036,0.004
gaze_vel,var,ND_vs_CD_ED_vs_MD,1.4653,0.25510926202076967,기각하지 못함 (차이 없음),973.8063,1322.7461,1470.8852
gaze_amp,var,ND_vs_CD_ED_vs_MD,1.3804,0.27443325103645844,기각하지 못함 (차이 없음),1.3395,1.8019,1.9746
gaze_acc,var,ND_vs_CD_ED_vs_MD,2.8641,0.08328219719768805,기각하지 못함 (차이 없음),862939.1727,1278098.2605,1464575.1519
