Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,mean,ND_vs_CD_ED_vs_MD,3.2111,0.06893150950051058,기각하지 못함 (차이 없음),0.1388,0.3912,0.1419
AU02_r,mean,ND_vs_CD_ED_vs_MD,2.2972,0.13418946355006134,기각하지 못함 (차이 없음),0.0817,0.2074,0.0655
AU04_r,mean,ND_vs_CD_ED_vs_MD,0.9312,0.40955887891291753,기각하지 못함 (차이 없음),0.5886,0.7769,0.3501
AU05_r,mean,ND_vs_CD_ED_vs_MD,1.0799,0.3668401846175155,기각하지 못함 (차이 없음),0.0478,0.0728,0.0493
AU06_r,mean,ND_vs_CD_ED_vs_MD,2.8818,0.0792603979275221,기각하지 못함 (차이 없음),0.5927,0.9212,0.5125
AU07_r,mean,ND_vs_CD_ED_vs_MD,9.1894,0.00145486364682637,기각 (차이 있음),0.7061,0.76,0.1525
AU09_r,mean,ND_vs_CD_ED_vs_MD,1.352,0.2886646730287835,기각하지 못함 (차이 없음),0.0664,0.0932,0.1206
AU10_r,mean,ND_vs_CD_ED_vs_MD,0.673,0.5224925595250789,기각하지 못함 (차이 없음),0.6416,0.8852,0.7424
AU12_r,mean,ND_vs_CD_ED_vs_MD,1.069,0.3617827746277619,기각하지 못함 (차이 없음),0.1438,0.3232,0.206
AU14_r,mean,ND_vs_CD_ED_vs_MD,0.0269,0.9735239404691097,기각하지 못함 (차이 없음),0.915,0.8765,0.8506
AU15_r,mean,ND_vs_CD_ED_vs_MD,0.0945,0.9103426972403545,기각하지 못함 (차이 없음),0.1168,0.1085,0.1178
AU17_r,mean,ND_vs_CD_ED_vs_MD,3.8017,0.044384639124107436,기각 (차이 있음),0.24,0.3158,0.3496
AU20_r,mean,ND_vs_CD_ED_vs_MD,1.7462,0.19800884856205822,기각하지 못함 (차이 없음),0.1003,0.0915,0.0638
AU23_r,mean,ND_vs_CD_ED_vs_MD,1.8799,0.18354949364217335,기각하지 못함 (차이 없음),0.1099,0.1646,0.1719
AU25_r,mean,ND_vs_CD_ED_vs_MD,11.1152,0.001371206402499492,기각 (차이 있음),0.2455,0.679,0.5303
AU26_r,mean,ND_vs_CD_ED_vs_MD,4.4249,0.028516849419367687,기각 (차이 있음),0.2935,0.5452,0.3773
AU45_r,mean,ND_vs_CD_ED_vs_MD,5.0935,0.024474697428626926,기각 (차이 있음),0.1576,0.2769,0.4028
pose_Tx,mean,ND_vs_CD_ED_vs_MD,2.9589,0.07777331110111112,기각하지 못함 (차이 없음),-44.1672,-29.4407,-43.1223
pose_Ty,mean,ND_vs_CD_ED_vs_MD,1.0051,0.38531567295891284,기각하지 못함 (차이 없음),25.2839,27.8079,15.2668
pose_Tz,mean,ND_vs_CD_ED_vs_MD,1.7198,0.2070210480612084,기각하지 못함 (차이 없음),279.0837,267.1552,274.4335
pose_Rx,mean,ND_vs_CD_ED_vs_MD,2.2774,0.12874707566910748,기각하지 못함 (차이 없음),-0.0126,-0.028,0.0974
pose_Ry,mean,ND_vs_CD_ED_vs_MD,0.1789,0.8374512554863071,기각하지 못함 (차이 없음),-0.0228,-0.0067,-0.0218
pose_Rz,mean,ND_vs_CD_ED_vs_MD,1.201,0.32169169553066024,기각하지 못함 (차이 없음),0.0087,0.0367,0.0248
Speed,mean,ND_vs_CD_ED_vs_MD,0.5423,0.5930190430006527,기각하지 못함 (차이 없음),70.8427,71.2237,67.9826
Acceleration,mean,ND_vs_CD_ED_vs_MD,1.3897,0.28126185804099346,기각하지 못함 (차이 없음),5.9697,6.1168,5.3376
Brake,mean,ND_vs_CD_ED_vs_MD,3.2173,0.07516454632987944,기각하지 못함 (차이 없음),7.5283,13.9078,25.594
Steering,mean,ND_vs_CD_ED_vs_MD,0.749,0.4933001983728244,기각하지 못함 (차이 없음),0.0002,0.0055,0.0008
LaneOffset,mean,ND_vs_CD_ED_vs_MD,1.9556,0.16744536140518748,기각하지 못함 (차이 없음),-0.0634,-0.066,0.0085
gaze_0_x,mean,ND_vs_CD_ED_vs_MD,0.8059,0.46265585401757936,기각하지 못함 (차이 없음),0.1614,0.1354,0.1763
gaze_0_y,mean,ND_vs_CD_ED_vs_MD,3.1271,0.06631566485738326,기각하지 못함 (차이 없음),0.1619,0.1414,0.2717
gaze_0_z,mean,ND_vs_CD_ED_vs_MD,1.2697,0.3091107103861409,기각하지 못함 (차이 없음),-0.9565,-0.9533,-0.9321
gaze_1_x,mean,ND_vs_CD_ED_vs_MD,0.2538,0.7783852072762166,기각하지 못함 (차이 없음),-0.0389,-0.0544,-0.0373
gaze_1_y,mean,ND_vs_CD_ED_vs_MD,2.8992,0.07844939568809255,기각하지 못함 (차이 없음),0.1833,0.1328,0.2828
gaze_1_z,mean,ND_vs_CD_ED_vs_MD,0.7254,0.4975170982744333,기각하지 못함 (차이 없음),-0.9615,-0.9629,-0.9447
gaze_angle_x,mean,ND_vs_CD_ED_vs_MD,0.6625,0.5271299622502704,기각하지 못함 (차이 없음),0.0627,0.0419,0.0737
gaze_angle_y,mean,ND_vs_CD_ED_vs_MD,2.8881,0.0796265858694448,기각하지 못함 (차이 없음),0.1774,0.1425,0.2874
gaze_vel,mean,ND_vs_CD_ED_vs_MD,7.7831,0.00441281647371343,기각 (차이 있음),18.9458,26.3029,27.552
gaze_amp,mean,ND_vs_CD_ED_vs_MD,7.0433,0.006415506230343398,기각 (차이 있음),0.7089,0.9695,1.0061
gaze_acc,mean,ND_vs_CD_ED_vs_MD,1.5741,0.24116649702717688,기각하지 못함 (차이 없음),0.0554,0.175,0.3453
