Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,std,ND_vs_CD_vs_ED_vs_MD,2.6571,0.09614246505545795,기각하지 못함 (차이 없음),0.2789,0.7006,0.2348,0.3384
AU02_r,std,ND_vs_CD_vs_ED_vs_MD,3.364,0.04399688179693696,기각 (차이 있음),0.2038,0.4984,0.2249,0.1413
AU04_r,std,ND_vs_CD_vs_ED_vs_MD,3.4347,0.048383747444745065,기각 (차이 있음),0.27,0.2897,0.093,0.2114
AU05_r,std,ND_vs_CD_vs_ED_vs_MD,0.616,0.6162311045997361,기각하지 못함 (차이 없음),0.1475,0.1764,0.1631,0.1237
AU06_r,std,ND_vs_CD_vs_ED_vs_MD,0.7567,0.5368013196163819,기각하지 못함 (차이 없음),0.2619,0.3203,0.2846,0.2681
AU07_r,std,ND_vs_CD_vs_ED_vs_MD,2.577,0.09657123068098449,기각하지 못함 (차이 없음),0.3036,0.4228,0.2275,0.4471
AU09_r,std,ND_vs_CD_vs_ED_vs_MD,1.6467,0.22875181572633382,기각하지 못함 (차이 없음),0.1456,0.2211,0.1636,0.2425
AU10_r,std,ND_vs_CD_vs_ED_vs_MD,1.5091,0.2578338878096247,기각하지 못함 (차이 없음),0.2944,0.4025,0.3219,0.2624
AU12_r,std,ND_vs_CD_vs_ED_vs_MD,6.1399,0.008009870062848841,기각 (차이 있음),0.1397,0.3635,0.2224,0.2002
AU14_r,std,ND_vs_CD_vs_ED_vs_MD,1.1048,0.38139338162754105,기각하지 못함 (차이 없음),0.3869,0.3961,0.3101,0.2986
AU15_r,std,ND_vs_CD_vs_ED_vs_MD,0.3131,0.8156470226328889,기각하지 못함 (차이 없음),0.1969,0.2275,0.1947,0.1773
AU17_r,std,ND_vs_CD_vs_ED_vs_MD,3.358,0.04681227502671348,기각 (차이 있음),0.2719,0.3388,0.278,0.2336
AU20_r,std,ND_vs_CD_vs_ED_vs_MD,4.9188,0.016995801659903963,기각 (차이 있음),0.1686,0.19,0.1021,0.1459
AU23_r,std,ND_vs_CD_vs_ED_vs_MD,0.4417,0.7271132858945994,기각하지 못함 (차이 없음),0.2502,0.3217,0.2409,0.2297
AU25_r,std,ND_vs_CD_vs_ED_vs_MD,2.9883,0.06569464664337099,기각하지 못함 (차이 없음),0.3836,0.6013,0.4841,0.3916
AU26_r,std,ND_vs_CD_vs_ED_vs_MD,3.0236,0.0680744783391904,기각하지 못함 (차이 없음),0.3251,0.4998,0.4138,0.3709
AU45_r,std,ND_vs_CD_vs_ED_vs_MD,1.1703,0.36012988452944544,기각하지 못함 (차이 없음),0.3255,0.366,0.4274,0.5543
pose_Tx,std,ND_vs_CD_vs_ED_vs_MD,0.8706,0.4790718573727347,기각하지 못함 (차이 없음),683893.8133,6.5849,5.0915,5.0792
pose_Ty,std,ND_vs_CD_vs_ED_vs_MD,1.2772,0.3150068654960942,기각하지 못함 (차이 없음),512925.5187,5.808,6.7316,3.9797
pose_Tz,std,ND_vs_CD_vs_ED_vs_MD,0.3638,0.780239414543774,기각하지 못함 (차이 없음),1068575.9058,4.2413,4.0664,4.2663
pose_Rx,std,ND_vs_CD_vs_ED_vs_MD,1.1243,0.3726255932640357,기각하지 못함 (차이 없음),0.0798,0.0491,0.0622,0.0458
pose_Ry,std,ND_vs_CD_vs_ED_vs_MD,0.3782,0.7702457514005437,기각하지 못함 (차이 없음),0.0607,0.0368,0.0324,0.035
pose_Rz,std,ND_vs_CD_vs_ED_vs_MD,0.2624,0.8513495130347809,기각하지 못함 (차이 없음),0.0471,0.0332,0.0369,0.0336
Speed,std,ND_vs_CD_vs_ED_vs_MD,9.7097,0.0006105175209080487,기각 (차이 있음),10.8153,7.982,4.207,2.887
Acceleration,std,ND_vs_CD_vs_ED_vs_MD,1.9493,0.16858816226416984,기각하지 못함 (차이 없음),4.3301,4.1549,2.9585,2.514
Brake,std,ND_vs_CD_vs_ED_vs_MD,3.135,0.05933133922129187,기각하지 못함 (차이 없음),52.2761,43.502,20.7109,21.1066
Steering,std,ND_vs_CD_vs_ED_vs_MD,0.9807,0.4336302235344296,기각하지 못함 (차이 없음),0.0249,0.0358,0.0534,0.0306
LaneOffset,std,ND_vs_CD_vs_ED_vs_MD,10.3695,0.0009285117919288561,기각 (차이 있음),0.2626,0.1764,0.1803,0.1613
gaze_0_x,std,ND_vs_CD_vs_ED_vs_MD,0.1909,0.9008442092342553,기각하지 못함 (차이 없음),0.0506,0.0437,0.0456,0.0409
gaze_0_y,std,ND_vs_CD_vs_ED_vs_MD,0.8984,0.46459228594409363,기각하지 못함 (차이 없음),0.0582,0.0623,0.0687,0.0564
gaze_0_z,std,ND_vs_CD_vs_ED_vs_MD,1.1971,0.34049062487365556,기각하지 못함 (차이 없음),0.0904,0.0325,0.0297,0.0208
gaze_1_x,std,ND_vs_CD_vs_ED_vs_MD,0.7803,0.5216392720341854,기각하지 못함 (차이 없음),0.0488,0.0434,0.0543,0.0411
gaze_1_y,std,ND_vs_CD_vs_ED_vs_MD,0.146,0.9305691401042651,기각하지 못함 (차이 없음),0.0623,0.0623,0.0665,0.0623
gaze_1_z,std,ND_vs_CD_vs_ED_vs_MD,0.8568,0.48212680406811803,기각하지 못함 (차이 없음),0.0905,0.0308,0.0316,0.0251
gaze_angle_x,std,ND_vs_CD_vs_ED_vs_MD,0.7574,0.5352021048095796,기각하지 못함 (차이 없음),0.0452,0.0326,0.0411,0.0324
gaze_angle_y,std,ND_vs_CD_vs_ED_vs_MD,0.6108,0.6186220443978749,기각하지 못함 (차이 없음),0.06,0.0592,0.0687,0.059
gaze_vel,std,ND_vs_CD_vs_ED_vs_MD,1.422,0.27185404864902485,기각하지 못함 (차이 없음),32.5621,40.9368,41.6215,31.852
gaze_amp,std,ND_vs_CD_vs_ED_vs_MD,1.2886,0.3115430644754083,기각하지 못함 (차이 없음),1.2079,1.5034,1.5255,1.1882
gaze_acc,std,ND_vs_CD_vs_ED_vs_MD,1.3134,0.3043230788874406,기각하지 못함 (차이 없음),996.2766,1266.6825,1302.7871,1019.3507
