Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
pose_Rx,var,ND_vs_CD_vs_ED_vs_MD,0.5917,0.6288934397673982,기각하지 못함 (차이 없음),0.0036,0.0048,0.0048,0.0029
pose_Ry,var,ND_vs_CD_vs_ED_vs_MD,0.6705,0.5822521145461862,기각하지 못함 (차이 없음),0.002,0.0014,0.0024,0.0012
pose_Rz,var,ND_vs_CD_vs_ED_vs_MD,0.296,0.8276741443814959,기각하지 못함 (차이 없음),0.0011,0.0021,0.0013,0.0016
Speed,var,ND_vs_CD_vs_ED_vs_MD,9.2321,0.0011416072867964804,기각 (차이 있음),151.4353,41.1915,113.6045,8.5295
Acceleration,var,ND_vs_CD_vs_ED_vs_MD,3.5091,0.03989822748835965,기각 (차이 있음),21.3819,25.4904,14.6446,8.6884
Brake,var,ND_vs_CD_vs_ED_vs_MD,7.5426,0.003066377890821642,기각 (차이 있음),2746.3952,2962.8166,2358.7309,282.1432
Steering,var,ND_vs_CD_vs_ED_vs_MD,1.376,0.292085079931788,기각하지 못함 (차이 없음),0.0006,0.0011,0.0071,0.0008
LaneOffset,var,ND_vs_CD_vs_ED_vs_MD,8.3037,0.001219314347452211,기각 (차이 있음),0.0699,0.0282,0.0579,0.0289
gaze_0_x,var,ND_vs_CD_vs_ED_vs_MD,1.5672,0.23644326764961573,기각하지 못함 (차이 없음),0.0018,0.0026,0.0025,0.0015
gaze_0_y,var,ND_vs_CD_vs_ED_vs_MD,0.7907,0.515985611473867,기각하지 못함 (차이 없음),0.004,0.0047,0.0052,0.0033
gaze_0_z,var,ND_vs_CD_vs_ED_vs_MD,2.3573,0.1148138685422821,기각하지 못함 (차이 없음),0.0098,0.0052,0.0017,0.0006
gaze_1_x,var,ND_vs_CD_vs_ED_vs_MD,2.1085,0.14018310561124644,기각하지 못함 (차이 없음),0.0027,0.0014,0.0031,0.0025
gaze_1_y,var,ND_vs_CD_vs_ED_vs_MD,0.3196,0.811083178168601,기각하지 못함 (차이 없음),0.0038,0.0049,0.0048,0.0042
gaze_1_z,var,ND_vs_CD_vs_ED_vs_MD,2.2662,0.12490699107061036,기각하지 못함 (차이 없음),0.0098,0.0052,0.0018,0.0007
gaze_angle_x,var,ND_vs_CD_vs_ED_vs_MD,1.8991,0.16896277316349992,기각하지 못함 (차이 없음),0.0016,0.0009,0.0021,0.0014
gaze_angle_y,var,ND_vs_CD_vs_ED_vs_MD,0.5067,0.682921319301704,기각하지 못함 (차이 없음),0.0036,0.0047,0.0048,0.0036
gaze_vel,var,ND_vs_CD_vs_ED_vs_MD,1.7837,0.18938536177819848,기각하지 못함 (차이 없음),963.8997,1617.4182,1693.2695,1612.3189
gaze_amp,var,ND_vs_CD_vs_ED_vs_MD,1.6553,0.21486762590906022,기각하지 못함 (차이 없음),1.343,2.2477,2.3192,2.1465
gaze_acc,var,ND_vs_CD_vs_ED_vs_MD,3.2706,0.049011208872256885,기각 (차이 있음),806476.0736,1532033.3465,1614988.7867,1539636.8788
