Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_Value,ED_Value,MD_Value
AU01_r,var,ND_vs_CD_vs_ED_vs_MD,1.4542,0.2676844197652373,기각하지 못함 (차이 없음),0.1316,0.3802,0.6717,0.104
AU02_r,var,ND_vs_CD_vs_ED_vs_MD,1.6824,0.2129144847187278,기각하지 못함 (차이 없음),0.0459,0.0694,0.3473,0.1044
AU04_r,var,ND_vs_CD_vs_ED_vs_MD,0.5584,0.6500249808012823,기각하지 못함 (차이 없음),0.1263,0.1532,0.0996,0.0744
AU05_r,var,ND_vs_CD_vs_ED_vs_MD,0.9884,0.4258570507204741,기각하지 못함 (차이 없음),0.0201,0.0227,0.0171,0.058
AU06_r,var,ND_vs_CD_vs_ED_vs_MD,0.6937,0.568803485984137,기각하지 못함 (차이 없음),0.0761,0.0985,0.1274,0.1148
AU07_r,var,ND_vs_CD_vs_ED_vs_MD,0.1843,0.9055556501949212,기각하지 못함 (차이 없음),0.142,0.1955,0.1491,0.167
AU09_r,var,ND_vs_CD_vs_ED_vs_MD,3.7035,0.039580055540289934,기각 (차이 있음),0.0162,0.1086,0.0315,0.045
AU10_r,var,ND_vs_CD_vs_ED_vs_MD,0.4435,0.7251197077100364,기각하지 못함 (차이 없음),0.1032,0.1808,0.1362,0.1523
AU12_r,var,ND_vs_CD_vs_ED_vs_MD,1.2508,0.324445414313153,기각하지 못함 (차이 없음),0.0461,0.1371,0.0835,0.1158
AU14_r,var,ND_vs_CD_vs_ED_vs_MD,0.7106,0.5595903234294395,기각하지 못함 (차이 없음),0.1408,0.2254,0.1207,0.1297
AU15_r,var,ND_vs_CD_vs_ED_vs_MD,0.2532,0.8579431525956158,기각하지 못함 (차이 없음),0.0526,0.0656,0.0469,0.0649
AU17_r,var,ND_vs_CD_vs_ED_vs_MD,0.8083,0.5064006053084233,기각하지 못함 (차이 없음),0.0686,0.1085,0.1025,0.1148
AU20_r,var,ND_vs_CD_vs_ED_vs_MD,1.6689,0.21326332932032585,기각하지 못함 (차이 없음),0.0428,0.0552,0.0254,0.029
AU23_r,var,ND_vs_CD_vs_ED_vs_MD,0.7214,0.5542772089244346,기각하지 못함 (차이 없음),0.06,0.1742,0.0639,0.0607
AU25_r,var,ND_vs_CD_vs_ED_vs_MD,1.6104,0.2293211409407792,기각하지 못함 (차이 없음),0.1511,0.248,0.216,0.5949
AU26_r,var,ND_vs_CD_vs_ED_vs_MD,1.5974,0.22964198798165042,기각하지 못함 (차이 없음),0.1123,0.2601,0.1526,0.1849
AU45_r,var,ND_vs_CD_vs_ED_vs_MD,3.197,0.05930429977943172,기각하지 못함 (차이 없음),0.0851,0.306,0.301,0.1329
pose_Tx,var,ND_vs_CD_vs_ED_vs_MD,2.8924,0.06971412937310109,기각하지 못함 (차이 없음),20271449198.5625,36.7773,59.6039,16.8714
pose_Ty,var,ND_vs_CD_vs_ED_vs_MD,3.1597,0.05984781567905383,기각하지 못함 (차이 없음),11402753622.1609,49.7994,57.5679,11.1924
pose_Tz,var,ND_vs_CD_vs_ED_vs_MD,2.2162,0.12825740895471407,기각하지 못함 (차이 없음),49490099451.8295,30.8275,26.8636,13.4867
