Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,var,ND_vs_CD_ED_vs_MD,0.8994,0.42594462404869543,기각하지 못함 (차이 없음),0.1411,0.5811,0.1222
AU02_r,var,ND_vs_CD_ED_vs_MD,0.4895,0.6217195020929827,기각하지 못함 (차이 없음),0.0686,0.2845,0.0637
AU04_r,var,ND_vs_CD_ED_vs_MD,0.2302,0.7965003426859847,기각하지 못함 (차이 없음),0.1139,0.1323,0.0881
AU05_r,var,ND_vs_CD_ED_vs_MD,0.6612,0.5304932756688039,기각하지 못함 (차이 없음),0.0219,0.0376,0.0306
AU06_r,var,ND_vs_CD_ED_vs_MD,0.8078,0.46082403464628996,기각하지 못함 (차이 없음),0.0918,0.0949,0.1347
AU07_r,var,ND_vs_CD_ED_vs_MD,2.1944,0.13631195111149233,기각하지 못함 (차이 없음),0.1465,0.0949,0.2056
AU09_r,var,ND_vs_CD_ED_vs_MD,1.3677,0.27833098062980427,기각하지 못함 (차이 없음),0.0241,0.0259,0.0784
AU10_r,var,ND_vs_CD_ED_vs_MD,1.9941,0.15980673350419872,기각하지 못함 (차이 없음),0.1671,0.1012,0.1639
AU12_r,var,ND_vs_CD_ED_vs_MD,3.4604,0.05434135018357007,기각하지 못함 (차이 없음),0.035,0.106,0.1229
AU14_r,var,ND_vs_CD_ED_vs_MD,0.1593,0.8536804291067859,기각하지 못함 (차이 없음),0.1804,0.1559,0.1553
AU15_r,var,ND_vs_CD_ED_vs_MD,0.1994,0.8206454253363424,기각하지 못함 (차이 없음),0.0713,0.0583,0.0575
AU17_r,var,ND_vs_CD_ED_vs_MD,0.424,0.6596636826634852,기각하지 못함 (차이 없음),0.1128,0.0955,0.1113
AU20_r,var,ND_vs_CD_ED_vs_MD,2.4371,0.11501227814155103,기각하지 못함 (차이 없음),0.0632,0.0416,0.031
AU23_r,var,ND_vs_CD_ED_vs_MD,0.5309,0.5960102127654043,기각하지 못함 (차이 없음),0.0761,0.0694,0.1138
AU25_r,var,ND_vs_CD_ED_vs_MD,1.876,0.1774547987106254,기각하지 못함 (차이 없음),0.1697,0.2012,0.4155
AU26_r,var,ND_vs_CD_ED_vs_MD,0.2229,0.8020236552476809,기각하지 못함 (차이 없음),0.1637,0.16,0.1941
AU45_r,var,ND_vs_CD_ED_vs_MD,4.717,0.026771009357886424,기각 (차이 있음),0.1092,0.3547,0.2349
pose_Tx,var,ND_vs_CD_ED_vs_MD,1.2456,0.315745391430835,기각하지 못함 (차이 없음),3357508968415.1963,66.2398,29.1731
pose_Ty,var,ND_vs_CD_ED_vs_MD,0.5607,0.5803468168664287,기각하지 못함 (차이 없음),1888633765104.8928,54.575,42.7266
pose_Tz,var,ND_vs_CD_ED_vs_MD,0.5012,0.6130471083354705,기각하지 못함 (차이 없음),8196924942957.944,22.3225,22.9097
pose_Rx,var,ND_vs_CD_ED_vs_MD,0.8433,0.44369401405389286,기각하지 못함 (차이 없음),0.0096,0.0039,0.0043
pose_Ry,var,ND_vs_CD_ED_vs_MD,0.7485,0.4848549211924695,기각하지 못함 (차이 없음),0.0091,0.0013,0.0017
pose_Rz,var,ND_vs_CD_ED_vs_MD,3.4556,0.05410056604162012,기각하지 못함 (차이 없음),0.0034,0.0006,0.0022
Speed,var,ND_vs_CD_ED_vs_MD,14.7102,0.00021143827507048016,기각 (차이 있음),124.4435,53.6455,23.9417
Acceleration,var,ND_vs_CD_ED_vs_MD,0.6287,0.5434138425785361,기각하지 못함 (차이 없음),19.5932,18.3414,14.3162
Brake,var,ND_vs_CD_ED_vs_MD,0.9055,0.4189034302763097,기각하지 못함 (차이 없음),2837.1644,1548.2503,2062.6084
Steering,var,ND_vs_CD_ED_vs_MD,0.8935,0.43257220865869855,기각하지 못함 (차이 없음),0.0008,0.0817,0.0013
LaneOffset,var,ND_vs_CD_ED_vs_MD,17.2487,8.632633067557382e-05,기각 (차이 있음),0.0774,0.0603,0.0286
gaze_0_x,var,ND_vs_CD_ED_vs_MD,0.4925,0.6177575289434442,기각하지 못함 (차이 없음),0.0033,0.0019,0.0021
gaze_0_y,var,ND_vs_CD_ED_vs_MD,0.0082,0.9918603107535781,기각하지 못함 (차이 없음),0.0044,0.0046,0.0045
gaze_0_z,var,ND_vs_CD_ED_vs_MD,1.2925,0.30001016085301435,기각하지 못함 (차이 없음),0.0228,0.0039,0.0017
gaze_1_x,var,ND_vs_CD_ED_vs_MD,3.5746,0.05556874006379938,기각하지 못함 (차이 없음),0.0036,0.0035,0.0015
gaze_1_y,var,ND_vs_CD_ED_vs_MD,0.6718,0.5212377524250106,기각하지 못함 (차이 없음),0.0045,0.0054,0.0043
gaze_1_z,var,ND_vs_CD_ED_vs_MD,1.3292,0.2906379877493911,기각하지 못함 (차이 없음),0.0231,0.0041,0.0017
gaze_angle_x,var,ND_vs_CD_ED_vs_MD,2.152,0.15184779186815633,기각하지 못함 (차이 없음),0.003,0.0019,0.001
gaze_angle_y,var,ND_vs_CD_ED_vs_MD,0.2295,0.796867547576051,기각하지 못함 (차이 없음),0.0044,0.005,0.0044
gaze_vel,var,ND_vs_CD_ED_vs_MD,0.4013,0.674491683873025,기각하지 못함 (차이 없음),1309.9614,1755.199,1539.6685
gaze_amp,var,ND_vs_CD_ED_vs_MD,0.4373,0.6515894642688408,기각하지 못함 (차이 없음),1.7672,2.3795,2.0796
gaze_acc,var,ND_vs_CD_ED_vs_MD,0.7016,0.5073673226203296,기각하지 못함 (차이 없음),1203526.1661,1760251.3615,1474066.9777
