Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU10_r,ND_vs_CD_ED_vs_MD,MD,0.9582,0.7652021236618671,True,정규성 만족
AU12_r,ND_vs_CD_ED_vs_MD,ND,0.5887,2.0106660878848222e-05,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7412,0.0027858567508084486,False,정규성 위배
AU12_r,ND_vs_CD_ED_vs_MD,MD,0.887,0.15680276448987146,True,정규성 만족
AU14_r,ND_vs_CD_ED_vs_MD,ND,0.8663,0.029832648141743908,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8352,0.03865799003084853,False,정규성 위배
AU14_r,ND_vs_CD_ED_vs_MD,MD,0.9463,0.6249883865761404,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,ND,0.8611,0.025034221762948373,False,정규성 위배
AU15_r,ND_vs_CD_ED_vs_MD,CD_ED,0.89,0.16942537031729993,True,정규성 만족
AU15_r,ND_vs_CD_ED_vs_MD,MD,0.8752,0.11501771639641589,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,ND,0.8079,0.004649426201927033,False,정규성 위배
AU17_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8937,0.18654815318103507,True,정규성 만족
AU17_r,ND_vs_CD_ED_vs_MD,MD,0.8667,0.09156036845554216,True,정규성 만족
AU20_r,ND_vs_CD_ED_vs_MD,ND,0.8194,0.006586645143160989,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7973,0.013443274508353389,False,정규성 위배
AU20_r,ND_vs_CD_ED_vs_MD,MD,0.8821,0.13778528643597937,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,ND,0.9369,0.3448317605815392,True,정규성 만족
AU23_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7969,0.013288365250755824,False,정규성 위배
AU23_r,ND_vs_CD_ED_vs_MD,MD,0.847,0.053448093659359534,True,정규성 만족
AU25_r,ND_vs_CD_ED_vs_MD,ND,0.8464,0.015430202186203976,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7731,0.006822451364249244,False,정규성 위배
AU25_r,ND_vs_CD_ED_vs_MD,MD,0.8938,0.18722325411969915,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,ND,0.8905,0.06830309710864632,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8767,0.11947327520380818,True,정규성 만족
AU26_r,ND_vs_CD_ED_vs_MD,MD,0.9323,0.4705933331327627,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,ND,0.9451,0.45108621799332543,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8512,0.060055430978982416,True,정규성 만족
AU45_r,ND_vs_CD_ED_vs_MD,MD,0.9233,0.3850656192461739,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,ND,0.418,8.208585922774428e-07,False,정규성 위배
pose_Tx,ND_vs_CD_ED_vs_MD,CD_ED,0.89,0.16952063724288363,True,정규성 만족
pose_Tx,ND_vs_CD_ED_vs_MD,MD,0.9767,0.9453011148373442,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,ND,0.4202,8.52566406088334e-07,False,정규성 위배
pose_Ty,ND_vs_CD_ED_vs_MD,CD_ED,0.8752,0.11480545285955984,True,정규성 만족
pose_Ty,ND_vs_CD_ED_vs_MD,MD,0.9221,0.3750300515307237,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,ND,0.4155,7.876727464086677e-07,False,정규성 위배
pose_Tz,ND_vs_CD_ED_vs_MD,CD_ED,0.9672,0.8633160574480829,True,정규성 만족
pose_Tz,ND_vs_CD_ED_vs_MD,MD,0.9179,0.34012541017312004,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,ND,0.9703,0.8620241260697469,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,CD_ED,0.9674,0.8660383810058834,True,정규성 만족
pose_Rx,ND_vs_CD_ED_vs_MD,MD,0.9127,0.30019505939715246,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,ND,0.9743,0.9162286940671308,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,CD_ED,0.9648,0.838924371783691,True,정규성 만족
pose_Ry,ND_vs_CD_ED_vs_MD,MD,0.9666,0.8575217019149923,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,ND,0.9619,0.7248669151736399,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,CD_ED,0.8523,0.0619273195753581,True,정규성 만족
pose_Rz,ND_vs_CD_ED_vs_MD,MD,0.9649,0.8398896820684949,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,ND,0.8702,0.034021500948848676,False,정규성 위배
Speed,ND_vs_CD_ED_vs_MD,CD_ED,0.9543,0.719043517054615,True,정규성 만족
Speed,ND_vs_CD_ED_vs_MD,MD,0.8179,0.023901997730910042,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,ND,0.8288,0.008826189679693458,False,정규성 위배
Acceleration,ND_vs_CD_ED_vs_MD,CD_ED,0.9598,0.7832251850845329,True,정규성 만족
Acceleration,ND_vs_CD_ED_vs_MD,MD,0.8674,0.09311186275665481,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,ND,0.7205,0.0004155267173434414,False,정규성 위배
Brake,ND_vs_CD_ED_vs_MD,CD_ED,0.8451,0.05074515700627796,True,정규성 만족
Brake,ND_vs_CD_ED_vs_MD,MD,0.8664,0.09077207007636082,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,ND,0.9321,0.293607267793096,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,CD_ED,0.9703,0.8931803441834592,True,정규성 만족
Steering,ND_vs_CD_ED_vs_MD,MD,0.431,5.705791959960778e-07,False,정규성 위배
LaneOffset,ND_vs_CD_ED_vs_MD,ND,0.9706,0.866566505078328,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,CD_ED,0.8735,0.1099081942904025,True,정규성 만족
LaneOffset,ND_vs_CD_ED_vs_MD,MD,0.9035,0.239121795315684,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,ND,0.8919,0.07169298462691258,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,CD_ED,0.9002,0.2200642710551849,True,정규성 만족
gaze_0_x,ND_vs_CD_ED_vs_MD,MD,0.8819,0.13704563904826017,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,ND,0.8826,0.051953060735461486,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9486,0.6520119613886574,True,정규성 만족
gaze_0_y,ND_vs_CD_ED_vs_MD,MD,0.9369,0.5185579300734634,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,ND,0.9554,0.6124014885675395,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,CD_ED,0.9243,0.39378198318095436,True,정규성 만족
gaze_0_z,ND_vs_CD_ED_vs_MD,MD,0.9003,0.22087152623515,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,ND,0.9224,0.20918398404877075,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,CD_ED,0.91,0.28107810768604247,True,정규성 만족
gaze_1_x,ND_vs_CD_ED_vs_MD,MD,0.9645,0.8355717780969181,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,ND,0.8818,0.05041915916321456,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9695,0.886197463463841,True,정규성 만족
gaze_1_y,ND_vs_CD_ED_vs_MD,MD,0.8102,0.019276706178796555,False,정규성 위배
gaze_1_z,ND_vs_CD_ED_vs_MD,ND,0.9647,0.7735641213446004,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,CD_ED,0.8893,0.16658447394595277,True,정규성 만족
gaze_1_z,ND_vs_CD_ED_vs_MD,MD,0.7509,0.0036643220348894453,False,정규성 위배
gaze_angle_x,ND_vs_CD_ED_vs_MD,ND,0.9462,0.4671638629840768,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,CD_ED,0.895,0.192721449653729,True,정규성 만족
gaze_angle_x,ND_vs_CD_ED_vs_MD,MD,0.9291,0.4391292469211382,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,ND,0.8867,0.059801224375870966,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,CD_ED,0.9671,0.8630375558990075,True,정규성 만족
gaze_angle_y,ND_vs_CD_ED_vs_MD,MD,0.8358,0.039276726183281006,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,ND,0.8754,0.04058126818651552,False,정규성 위배
gaze_vel,ND_vs_CD_ED_vs_MD,CD_ED,0.9358,0.5072420233991171,True,정규성 만족
gaze_vel,ND_vs_CD_ED_vs_MD,MD,0.9452,0.6123772306661135,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,ND,0.866,0.029477064661060027,False,정규성 위배
gaze_amp,ND_vs_CD_ED_vs_MD,CD_ED,0.9283,0.43109112233776276,True,정규성 만족
gaze_amp,ND_vs_CD_ED_vs_MD,MD,0.9216,0.37007834863211053,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,ND,0.8357,0.01097951385217928,False,정규성 위배
gaze_acc,ND_vs_CD_ED_vs_MD,CD_ED,0.9774,0.9498138552923325,True,정규성 만족
gaze_acc,ND_vs_CD_ED_vs_MD,MD,0.8657,0.08913619336853974,True,정규성 만족
