Feature,Comparison,Group,W_statistic,P_value,Is_Normal,Result
AU01_r,ND_vs_CD_ED_vs_MD,ND,0.6642,0.00010565330752515021,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7129,0.0012627959359398262,False,정규성 위배
AU01_r,ND_vs_CD_ED_vs_MD,MD,0.7955,0.01279615356547893,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,ND,0.9552,0.6092763788692696,True,정규성 만족
AU02_r,ND_vs_CD_ED_vs_MD,CD_ED,0.5929,4.551961265171907e-05,False,정규성 위배
AU02_r,ND_vs_CD_ED_vs_MD,MD,0.82,0.025338945733540386,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,ND,0.7834,0.002268163695041337,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,CD_ED,0.6621,0.00030713324341709953,False,정규성 위배
AU04_r,ND_vs_CD_ED_vs_MD,MD,0.8556,0.06765365716784237,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,ND,0.9302,0.27448873931331785,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9108,0.28656552421453246,True,정규성 만족
AU05_r,ND_vs_CD_ED_vs_MD,MD,0.6959,0.000786059118722158,False,정규성 위배
AU06_r,ND_vs_CD_ED_vs_MD,ND,0.9721,0.888390675942208,True,정규성 만족
AU06_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8081,0.018166832729173486,False,정규성 위배
AU06_r,ND_vs_CD_ED_vs_MD,MD,0.9101,0.2816570562650516,True,정규성 만족
AU07_r,ND_vs_CD_ED_vs_MD,ND,0.8874,0.061324842001916895,True,정규성 만족
AU07_r,ND_vs_CD_ED_vs_MD,CD_ED,0.7486,0.003426908050878284,False,정규성 위배
AU07_r,ND_vs_CD_ED_vs_MD,MD,0.918,0.3409676852311285,True,정규성 만족
AU09_r,ND_vs_CD_ED_vs_MD,ND,0.902,0.10204042368964772,True,정규성 만족
AU09_r,ND_vs_CD_ED_vs_MD,CD_ED,0.8254,0.029417084220473146,False,정규성 위배
AU09_r,ND_vs_CD_ED_vs_MD,MD,0.8884,0.16269581463526034,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,ND,0.944,0.43542279256211547,True,정규성 만족
AU10_r,ND_vs_CD_ED_vs_MD,CD_ED,0.9304,0.45165785065284736,True,정규성 만족
